1020   100   0.0110103
1020   150   0.0091243
1020   200   0.0072519
1020   250   0.0061169
1020   300   0.0048236
1020   350   0.0040552
1020   400   0.0032299
1020   450   0.0023689
1020   0   0.0070881
1020   500   0.0023196
1020   550   0.0020151
1020   600   0.0018587
1020   650   0.0011814
1020   700   0.0006552
1020   50   0.0125695
1080   50   0.0120249
1080   100   0.0122148
1080   150   0.0108085
1080   200   0.0086027
1080   250   0.0070291
1080   300   0.0060360
1080   350   0.0055875
1080   400   0.0040765
1080   450   0.0033586
1080   500   0.0021687
1080   0   0.0077447
1080   550   0.0022172
1080   600   0.0015628
1080   650   0.0014367
1080   700   0.0011900
1140   50   0.0133910
1140   100   0.0129884
1140   150   0.0117999
1140   200   0.0097553
1140   250   0.0079405
1140   300   0.0066835
1140   350   0.0054421
1140   400   0.0044688
1140   450   0.0040190
1140   500   0.0031178
1140   0   0.0088262
1140   550   0.0028161
1140   600   0.0020634
1140   650   0.0018510
1140   700   0.0012722
120.0   50.0   0.0000000
120.0   0.0   0.0000000
1200   50   0.0148088
1200   100   0.0151447
1200   150   0.0132940
1200   200   0.0113405
1200   250   0.0094966
1200   300   0.0075158
1200   350   0.0064797
1200   400   0.0054966
1200   450   0.0045272
1200   500   0.0035716
1200   550   0.0035371
1200   0   0.0086217
1200   600   0.0025816
1200   650   0.0019938
1200   700   0.0020430
1260   50   0.0153935
1260   100   0.0160963
1260   150   0.0147425
1260   200   0.0122159
1260   250   0.0101313
1260   300   0.0078774
1260   350   0.0077181
1260   400   0.0064189
1260   450   0.0051580
1260   500   0.0048167
1260   550   0.0037550
1260   0   0.0088653
1260   600   0.0029983
1260   650   0.0023503
1260   700   0.0021290
1320.0   550.0   0.0037687
1320.0   600.0   0.0036284
1320   50   0.0162324
1320   100   0.0176807
1320   150   0.0158028
1320   200   0.0138586
1320   250   0.0121078
1320   300   0.0099892
1320   350   0.0084051
1320   400   0.0070843
1320   450   0.0062067
1320   500   0.0052520
1320   0   0.0099412
1320   650   0.0027968
1320   700   0.0027051
1380   50   0.0171407
1380   100   0.0185949
1380   150   0.0174648
1380   200   0.0149548
1380   250   0.0134088
1380   300   0.0110676
1380   350   0.0096493
1380   400   0.0087877
1380   450   0.0070022
1380   500   0.0060044
1380   550   0.0051585
1380   600   0.0040204
1380   650   0.0033350
1380   0   0.0096207
1380   700   0.0026924
1440   50   0.0177237
1440   100   0.0200113
1440   150   0.0179379
1440   200   0.0167169
1440   250   0.0136346
1440   300   0.0124564
1440   350   0.0103258
1440   400   0.0092637
1440   450   0.0072178
1440   500   0.0061580
1440   550   0.0053974
1440   600   0.0051883
1440   650   0.0036572
1440   0   0.0095580
1440   700   0.0035472
1500   50   0.0194548
1500   100   0.0200033
1500   150   0.0194527
1500   200   0.0175488
1500   250   0.0153971
1500   300   0.0143149
1500   350   0.0119387
1500   400   0.0103905
1500   450   0.0093441
1500   500   0.0076602
1500   550   0.0068454
1500   600   0.0057631
1500   650   0.0047001
1500   700   0.0038261
1500   0   0.0090806
1560   50   0.0201775
1560   100   0.0227581
1560   150   0.0218794
1560   200   0.0188575
1560   250   0.0169414
1560   300   0.0154318
1560   350   0.0131095
1560   400   0.0127679
1560   450   0.0102903
1560   500   0.0085196
1560   550   0.0070016
1560   600   0.0063730
1560   650   0.0055776
1560   700   0.0047991
1560   0   0.0088033
1620.0   0.0   0.0081038
1620   50   0.0208229
1620   100   0.0230800
1620   150   0.0231233
1620   200   0.0220875
1620   250   0.0188658
