#                prod                 mint                mhscp              mrec000 
                  970                  965                  150      0.0393939223355 
                 1147                  216                  150      0.0508615163826 
                 2972                  105                  100    1.15928469548e-07 
                  598                  593                  100      0.0413872911828 
                 4475                  105                  100                  0.0 
                 1404                  383                  100      0.0625502859091 
                 2167                 2162                  150      0.0031408069513 
                  404                  399                  150       0.330654894528 
                 1147                  155                  150      0.0101760761893 
                 1644                  166                  100     0.00140536788445 
                 4475                  685                  100      0.0261293284644 
                  716                  711                  100       0.024712103843 
                  688                  471                  150       0.228108340594 
                 3880                  775                  150      0.0651044779777 
                 1404                 1399                  100     0.00224900280289 
                 1588                  228                  150      0.0131926709903 
                 3416                 1069                  100      0.0067751552659 
                 1195                  794                  100     0.00801472660653 
                 4475                  196                  100    3.37008949489e-05 
                  284                  279                  150       0.377337773846 
                  497                  492                  100      0.0696151339073 
                 2226                  483                  100      0.0447055729358 
                 3880                 1325                  150      0.0153179741578 
                  404                  249                  150        0.35766984558 
                  577                  572                  150       0.188830816774 
                 4475                 4470                  100    0.000149276634389 
                 2972                  183                  100      7.656360832e-06 
                 1352                  655                  150       0.107118197693 
                  818                  235                  150         0.1788596529 
                  853                  599                  100      0.0306597583546 
                 5100                  205                  200                  0.0 
                 4454                 4449                  150    0.000332795876716 
                 5100                  105                  100                  0.0 
                  716                  376                  100       0.107376302384 
                  240                  191                  150       0.322151837986 
                 2226                 2221                  100    0.000685526061863 
                 1195                  236                  100      0.0532649442391 
                 2226                 1336                  100    0.000141210831731 
                 3880                  265                  150      0.0001274891227 
                  483                  205                  150       0.319759151431 
                 2917                  412                  150      0.0308917355486 
                 1195                  157                  100     0.00980468946224 
                  577                  215                  150       0.281293916683 
                 3369                  722                  150      0.0713209136689 
                 1644                  105                  100    8.35642177334e-05 
                 1404                  249                  100       0.039421929317 
                 1195                  530                  100       0.049046970785 
                 1012                  153                  100      0.0172098457856 
                 3916                 1171                  100     0.00500390012756 
                 2917                  672                  150      0.0798563142134 
                 2226                  105                  100    4.56589891979e-05 
                 3416                  105                  100    6.66675696165e-09 
                  716                  273                  100       0.123801419447 
                 1917                  276                  100      0.0245350831464 
                 2972                 1700                  100    1.15483000653e-05 
                 2576                 2571                  100    0.000557837368179 
                  279                  105                  100        0.19989031111 
