#                prod                 mint                mhscp              mrec400 
                  557                  552                  400                  0.0 
                 1273                  953                  400                  0.0 
                  974                  805                  800        0.51058791425 
                 4406                 1415                  450                  0.0 
                 5100                  450                  100                  0.0 
                 2383                 1318                  400                  0.0 
                 1147                  819                  150                  0.0 
                 1352                  222                  150                  0.0 
                 1054                  860                  800       0.531946548727 
                 1731                  482                  250                  0.0 
                 1763                 1113                  700       0.624572319639 
                 1741                 1736                  400                  0.0 
                 4377                  724                  500                  0.0 
                  541                  445                  250                  0.0 
                 5100                 1746                  200                  0.0 
                 1091                  897                  500                  0.0 
                 2742                 2737                  500                  0.0 
                  577                  413                  150                  0.0 
                 1763                  886                  700       0.607562018704 
                 3784                 2785                  600                  0.0 
                  512                  447                  300                  0.0 
                 4395                  842                  600                  0.0 
                 2576                 2571                  100                  0.0 
                 2367                  862                  700       0.400993110871 
                  853                  149                  100                  0.0 
                 3285                 1000                  300                  0.0 
                 1404                  590                  100                  0.0 
                 1262                 1001                  500                  0.0 
                  933                  928                  300                  0.0 
                 2383                  731                  400                  0.0 
                 3369                  155                  150                  0.0 
                  940                  935                  400                  0.0 
                  662                  657                  350                  0.0 
                 2036                 2031                  250                  0.0 
                 4454                 4449                  150                  0.0 
                  512                  346                  300                  0.0 
                 1147                  587                  150                  0.0 
                  365                  357                  350                  0.0 
                  452                  355                  350                  0.0 
                 1280                  805                  800       0.600629663981 
                 1796                 1791                  200                  0.0 
                 1731                  255                  250                  0.0 
                  862                  533                  450                  0.0 
                 2071                  794                  300                  0.0 
                 3783                 2604                  400                  0.0 
                 1352                  655                  150                  0.0 
                  576                  355                  350                  0.0 
                 3369                  432                  150                  0.0 
                 4416                 2826                  300                  0.0 
                 5100                 1895                  700       0.167102978375 
                 4377                 1486                  500                  0.0 
                 1509                  555                  550                  0.0 
                  758                  455                  450                  0.0 
                  115                  107                  100                  0.0 
                  606                  601                  450                  0.0 
                 4389                 1897                  350                  0.0 
                  987                  551                  450                  0.0 
                 4374                 3224                  700      0.0197154124824 
                  839                  834                  600                  0.0 
                  797                  491                  300                  0.0 
                 1091                  612                  500                  0.0 
                 5100                 2358                  500                  0.0 
                 2001                 1004                  500                  0.0 
                 1195                 1190                  100                  0.0 
                 2797                  844                  250                  0.0 
                 1186                  705                  700       0.590568042501 
                  471                  309                  200                  0.0 
                 1404                  162                  100                  0.0 
                 5100                  605                  600                  0.0 
                 3798                  255                  250                  0.0 
                 2415                 1825                  450                  0.0 
                 1751                 1746                  550                  0.0 
                 3271                 3266                  450                  0.0 
                 3226                 3221                  350                  0.0 
                 1529                  559                  200                  0.0 
                 2755                  885                  700       0.259295679586 
                 1195                  530                  100                  0.0 
                 2375                 1147                  550                  0.0 
                 1099                 1094                  200                  0.0 
                 1533                 1259                  700       0.615408705427 
                 3767                  764                  550                  0.0 
                 2755                 1747                  700       0.378799369221 
                 2039                 2034                  700       0.458645529331 
                 2421                  858                  300                  0.0 
                  931                  833                  600                  0.0 
                 1351                 1102                  600                  0.0 
                  741                  555                  500                  0.0 
                 1059                  780                  700         0.5695183275 
                  812                  754                  700       0.462262059643 
                  853                  423                  100                  0.0 
                 1230                  484                  350                  0.0 
                 2456                  709                  200                  0.0 
                 4395                 1630                  600                  0.0 
                 1186                 1181                  700       0.588953095712 
                 4393                 2493                  800       0.183071293904 
                 1845                 1840                  800       0.602847519448 
                  888                  647                  250                  0.0 
                 2351                  666                  350                  0.0 
                  883                  555                  550                  0.0 
                 1446                  504                  350                  0.0 
                 1054                  919                  800       0.534085654388 
                  929                  435                  200                  0.0 
                 1509                 1504                  550                  0.0 
                 4397                 2952                  400                  0.0 
                 1306                 1301                  550                  0.0 
                 2351                 2346                  350                  0.0 
                 3226                 1069                  350                  0.0 
                 1769                 1317                  300                  0.0 
                  784                  558                  200                  0.0 
                 1433                  805                  800       0.612143874978 
                  715                  707                  700       0.432502747098 
                 1468                 1463                  250                  0.0 
                 2784                 1061                  400                  0.0 
                  356                  305                  300                  0.0 
                 2784                 2016                  400                  0.0 
                 5100                  863                  350                  0.0 
                 2039                 1197                  700       0.580257324125 
                  835                  830                  500                  0.0 
                 3249                 2293                  400                  0.0 
                 1769                  305                  300                  0.0 
                 5100                  305                  300                  0.0 
                 1702                 1307                  350                  0.0 
                  610                  555                  550                  0.0 
                  758                  516                  450                  0.0 
                  400                  395                  200                  0.0 
                 2799                 1678                  600                  0.0 
                 3264                  912                  250                  0.0 
                 2036                  360                  250                  0.0 
                  684                  305                  300                  0.0 
                 3767                 1156                  350                  0.0 
                 5100                 3406                  450                  0.0 
                 3916                 3911                  100                  0.0 
                 5100                  742                  500                  0.0 
                 2784                 2779                  400                  0.0 
                  957                  819                  700       0.533813215834 
                 2799                 2794                  600                  0.0 
                  970                  210                  150                  0.0 
                 1343                  971                  700       0.616796813381 
                 3261                 1283                  800       0.331072893802 
                  339                  334                  100                  0.0 
                 4395                 4390                  600                  0.0 
                  465                  457                  450                  0.0 
                  610                  605                  550                  0.0 
                 1779                  716                  450                  0.0 
