#                prod                mhscp              mrec500 
                  526                  400                  0.0 
                 2453                  500                  0.0 
                 2692                 1500       0.415577444296 
                  552                  500                  0.0 
                 3577                  400                  0.0 
                 1796                 1500       0.414673030108 
                 4239                 3500      0.0446486095902 
                 2953                 2000       0.265619595453 
                  494                  200                  0.0 
                  736                  600                  0.0 
                  488                  250                  0.0 
                  235                  100                  0.0 
                 1348                 1000       0.516413034115 
                 2124                 2000       0.271506559515 
                 5100                  100                  0.0 
                 1086                  550                  0.0 
                  710                  350                  0.0 
                  251                  150                  0.0 
                  449                  400                  0.0 
                 2032                 2000       0.278946293627 
                 2765                 1600        0.42093958304 
                 3589                 3500      0.0532715165229 
                 1199                 1100       0.477180798592 
                 1581                 1100       0.554647479832 
                 1490                  200                  0.0 
                  788                  500                  0.0 
                 3019                 1000       0.302444566194 
                 1266                  450                  0.0 
                 3623                 1300       0.286726583099 
                  350                  150                  0.0 
                 1405                 1400       0.439621536488 
                 1429                 1400       0.429741727507 
                  477                  350                  0.0 
                 2629                  150                  0.0 
                 2432                 2200       0.189105110333 
                 5100                 1600      0.0898871127032 
                 2234                 2200        0.19556513448 
                 4307                 1600       0.219684426811 
                  425                  400                  0.0 
                  309                  200                  0.0 
                 1711                  500                  0.0 
                 4297                  300                  0.0 
                  155                  150                  0.0 
                 2972                  550                  0.0 
                  626                  600                  0.0 
                  575                  450                  0.0 
                 5100                  450                  0.0 
                 2748                 2400       0.143097937564 
                 4303                 1800       0.256595335812 
                 2539                  800                  0.0 
                 1928                 1800       0.373545465777 
                 3881                 2400       0.154206591537 
                 2855                 2600       0.129019853547 
                 1028                 1000       0.469141300381 
                 2474                  700                  0.0 
                 1909                  100                  0.0 
                 2433                 2400       0.145720579286 
                 4357                 2200       0.170221262996 
                  418                  150                  0.0 
                 2268                  100                  0.0 
                  284                  100                  0.0 
                  420                  250                  0.0 
                 5100                 2000       0.134989233851 
                  576                  550                  0.0 
                  607                  150                  0.0 
                  503                  150                  0.0 
                 4270                  800                  0.0 
                  346                  100                  0.0 
                 1987                 1100       0.556312743518 
                 3595                  450                  0.0 
                 4262                  550                  0.0 
                  627                  100                  0.0 
                 1397                  900       0.526621616041 
                  399                  350                  0.0 
                  612                  350                  0.0 
                  794                  700                  0.0 
                  482                  400                  0.0 
                 5100                 4000       0.024437682664 
                 1237                  200                  0.0 
                 2686                  100                  0.0 
                  886                  150                  0.0 
                 1443                 1100       0.537641043526 
                 2749                 2200       0.189969030329 
                 1262                 1200       0.491856398654 
                  958                  900       0.428606067235 
                 1904                 1000       0.553698505407 
                 1473                 1300       0.477501694459 
                 1187                  250                  0.0 
                 2372                 1500       0.436597890241 
                 3075                 1100       0.348327330923 
                 3062                  200                  0.0 
                 1871                 1800       0.377178357437 
                 3580                 1200        0.26703343135 
                  988                  350                  0.0 
                 1005                 1000       0.480381812083 
                 3183                 1800       0.354915671002 
                 2947                  500                  0.0 
                 4316                  200                  0.0 
                  515                  100                  0.0 
                 3667                 1400       0.281967874031 
                  727                  700                  0.0 
                 5100                  500                  0.0 
                 2681                 2600       0.129849837485 
                 5100                 2600       0.153450102825 
                 2750                 2600       0.126488829274 
                 1306                  600                  0.0 
                  536                  350                  0.0 
                 3538                 3500      0.0555354372986 
                 4289                 1100      0.0709907381993 
                  244                  200                  0.0 
                 1329                 1300        0.47439904681 
                  805                  450                  0.0 
                 3593                  250                  0.0 
                  499                  450                  0.0 
                 4602                 3500      0.0474948291643 
                 2147                  200                  0.0 
                 2464                  350                  0.0 
                 4281                 1500        0.19097174165 
                  761                  100                  0.0 
                  105                  100                  0.0 
                 1132                  600                  0.0 
                 1659                 1400       0.439009167203 
                 2453                 1600       0.431240336385 
                 1304                  700                  0.0 
                  205                  200                  0.0 
                  921                  700                  0.0 
                 1755                 1200        0.56722535584 
                  836                  550                  0.0 
                  893                  800                  0.0 
                 3540                  700                  0.0 
                 1546                  150                  0.0 
                 1287                  150                  0.0 
                 5100                  350                  0.0 
                 1376                 1200         0.5002097356 
                 1261                  550                  0.0 
                  164                  100                  0.0 
                 5005                 5000     0.00350650645644 
                 4358                 2000       0.217175761784 
                 2205                 2200       0.195308474855 
                 2069                 2000       0.278643430885 
                 2012                 1800       0.377813737195 
                 1205                 1200       0.502042102839 
                  575                  250                  0.0 
                 1764                  700                  0.0 
                 2564                 1000       0.439870001765 
                  848                  700                  0.0 
                 3579                  600                  0.0 
                 2125                 1500       0.433648293173 
                  173                  150                  0.0 
                  702                  500                  0.0 
                 5100                  200                  0.0 
                 1254                  900       0.510353671497 
                  357                  200                  0.0 
                  602                  550                  0.0 
                  305                  300                  0.0 
                 1591                 1200        0.54480280147 
                 3163                 3000      0.0930024563707 
                  526                  500                  0.0 
                 1078                  450                  0.0 
                 3147                 1400       0.370910702749 
                  346                  300                  0.0 
