#                prod                mhscp              mrec200 
                  526                  400       0.429244177749 
                 2453                  500        0.05160875066 
                  552                  500       0.400882697975 
                 3577                  400    0.000383620752669 
                  494                  200                  0.0 
                  488                  250                  0.0 
                  235                  100                  0.0 
                 5100                  100                  0.0 
                  710                  350       0.474134684198 
                  251                  150                  0.0 
                  449                  400       0.391550727342 
                 1490                  200                  0.0 
                  788                  500       0.484279463753 
                 1266                  450       0.389064575884 
                  350                  150                  0.0 
                  477                  350       0.444038110307 
                 2629                  150                  0.0 
                  425                  400       0.389608917016 
                  309                  200                  0.0 
                 1711                  500       0.254798953697 
                 4297                  300                  0.0 
                  155                  150                  0.0 
                  575                  450       0.438088025162 
                 5100                  450    0.000116138631086 
                 1909                  100                  0.0 
                  418                  150                  0.0 
                 2268                  100                  0.0 
                  284                  100                  0.0 
                  420                  250                  0.0 
                  607                  150                  0.0 
                  503                  150                  0.0 
                  346                  100                  0.0 
                 3595                  450    0.000574704598968 
                  627                  100                  0.0 
                  399                  350       0.406690340494 
                  612                  350       0.470884131496 
                  482                  400       0.410114469597 
                 1237                  200                  0.0 
                 2686                  100                  0.0 
                  886                  150                  0.0 
                 1187                  250                  0.0 
                 3062                  200                  0.0 
                  988                  350       0.367451108312 
                 2947                  500      0.0136246805572 
                 4316                  200                  0.0 
                  515                  100                  0.0 
                 5100                  500    0.000260316104857 
                  536                  350       0.458595526038 
                  244                  200                  0.0 
                  805                  450       0.484296451048 
                 3593                  250                  0.0 
                  499                  450       0.389857443965 
                 2147                  200                  0.0 
                 2464                  350     0.00425838372057 
                  761                  100                  0.0 
                  105                  100                  0.0 
                  205                  200                  0.0 
                 1546                  150                  0.0 
                 1287                  150                  0.0 
                 5100                  350    8.87198943728e-05 
                  164                  100                  0.0 
                  575                  250                  0.0 
                  173                  150                  0.0 
                  702                  500       0.468460086247 
                 5100                  200                  0.0 
                  357                  200                  0.0 
                  305                  300                  0.0 
                  526                  500       0.403591307216 
                 1078                  450       0.458545112472 
                  346                  300                  0.0 
                  272                  200                  0.0 
                 2116                  450      0.0746036807516 
                 1738                  400       0.117306533845 
                 5100                  250                  0.0 
                  327                  250                  0.0 
                 2503                  250                  0.0 
                 1336                  100                  0.0 
                 1777                  450       0.166104750368 
                 2115                  300                  0.0 
                 1728                  250                  0.0 
                 3541                  500     0.00174803935775 
                 2964                  350    0.000559972450411 
                  324                  300                  0.0 
                  295                  150                  0.0 
                 1229                  300                  0.0 
                 1496                  450       0.279698193908 
                  660                  400       0.473125316926 
                 5100                  300                  0.0 
                 4266                  350    0.000124177503752 
                  140                  100                  0.0 
                  731                  300                  0.0 
                  584                  400       0.462652071597 
                  432                  350       0.415693454403 
                  377                  300                  0.0 
                 3169                  100                  0.0 
                 4342                  150                  0.0 
                 4276                  400    0.000119301496258 
                  852                  200                  0.0 
                  633                  450       0.453589159338 
                  623                  300                  0.0 
                  537                  300                  0.0 
                  255                  250                  0.0 
                 1069                  150                  0.0 
                  588                  500       0.418363220285 
                 1472                  300                  0.0 
                 3725                  100                  0.0 
                 2081                  400      0.0436536042511 
                  864                  300                  0.0 
                  469                  300                  0.0 
                  708                  200                  0.0 
                  984                  250                  0.0 
                 1112                  100                  0.0 
                 4285                  450    0.000309438525562 
                 1033                  400       0.412378656538 
                  818                  250                  0.0 
                  709                  450       0.473593847095 
                  192                  150                  0.0 
                 3117                  150                  0.0 
                 2494                  400      0.0109077878954 
                  926                  450       0.488707287921 
                  475                  450       0.387865286452 
                  684                  250                  0.0 
                  195                  100                  0.0 
                  417                  300                  0.0 
                  417                  200                  0.0 
                 3611                  300                  0.0 
                 3013                  450     0.00404924578944 
                 4287                  250                  0.0 
                  297                  250                  0.0 
                 3027                  300                  0.0 
                 2568                  200                  0.0 
                 1700                  350      0.0698140697454 
                 3641                  200                  0.0 
                 3559                  350    9.43124605866e-05 
                 1217                  500       0.452089599268 
                  422                  100                  0.0 
                 1765                  300                  0.0 
                  223                  200                  0.0 
                 3685                  150                  0.0 
                 1179                  350       0.262361510459 
                 1040                  500       0.497430018349 
                  455                  450       0.403516385361 
                  880                  400       0.462261153313 
                 2532                  300                  0.0 
                  833                  350       0.435440289844 
                 4252                  500    0.000287259472261 
                 2046                  350      0.0228997925805 
                  122                  100                  0.0 
                 5100                  150                  0.0 
                 2989                  400     0.00167538318754 
                 2210                  150                  0.0 
                  922                  100                  0.0 
                 3003                  250                  0.0 
                 1029                  300                  0.0 
                 1851                  150                  0.0 
                  590                  200                  0.0 
                 5100                  400     1.8976559485e-05 
                  734                  150                  0.0 
                  367                  250                  0.0 
                 2081                  250                  0.0 
                  274                  250                  0.0 
                  505                  500       0.406486084219 
                  899                  500       0.486345584338 
                 1414                  350       0.158787960024 
                  757                  400       0.479924436977 
                  375                  350       0.397995886409 
                  355                  350       0.391683473978 
                 4366                  100                  0.0 
                 2525                  450      0.0237858132699 
                  637                  500       0.447978829826 
                  405                  400       0.394691861276 
                 2045                  500       0.140189077793 
                  531                  450       0.405716833778 
                 1455                  400       0.223232731456 
                 1222                  400       0.331342681926 
                 1432                  250                  0.0 
                  218                  150                  0.0 
                 1027                  200                  0.0 
                 1438                  500       0.383348178331 
                 1600                  100                  0.0 
                 1791                  200                  0.0 
