#                prod                 mint                mhscp              mrec600 
                 2001                 1497                  350                  0.0 
                 1685                 1536                 1400       0.272011959295 
                 3820                 3815                 1100       0.128885533287 
                 2569                 2166                 1300       0.341834473816 
                 1494                 1489                 1300       0.367091324655 
                 3274                 3269                 1200       0.228567369897 
                 3767                 1156                  350                  0.0 
                 1731                  255                  250                  0.0 
                  970                  965                  150                  0.0 
                 4470                 2630                 2200      0.0829173562977 
                 1763                  705                  700                  0.0 
                 5100                 1489                  800                  0.0 
                 1147                  216                  150                  0.0 
                 2972                  105                  100                  0.0 
                 2742                  505                  500                  0.0 
                 2468                 2463                 2000       0.154227159345 
                 1616                 1498                 1200       0.391941012942 
                  598                  593                  100                  0.0 
                 4475                  105                  100                  0.0 
                 2365                 2073                 1400       0.271437348048 
                 1710                 1595                 1300       0.360773218156 
                 2676                 2671                 2600      0.0665185083982 
                 2375                  900                  550                  0.0 
                 1494                 1305                 1300       0.343509865732 
                 1404                  383                  100                  0.0 
                  974                  969                  800                  0.0 
                 1272                 1065                 1000        0.40283519721 
                 3285                 2208                  300                  0.0 
                 1273                  717                  400                  0.0 
                 3783                  853                  400                  0.0 
                 2167                 2162                  150                  0.0 
                 1343                  705                  700                  0.0 
                 5100                 3949                 1100      0.0569588586369 
                 3518                 3513                 2000         0.1264962122 
                 5100                 1604                  500                  0.0 
                 1446                  715                  350                  0.0 
                 2375                 1461                  550                  0.0 
                 1620                  805                  800                  0.0 
                 5100                 5095                  200                  0.0 
                  471                  309                  200                  0.0 
                  552                  455                  450                  0.0 
                 4471                 2992                 2000       0.125440282482 
                  666                  661                  500                  0.0 
                 1903                 1178                 1000       0.402300093582 
                 2037                 1187                  400                  0.0 
                 1987                 1713                 1100       0.412562037217 
                 2812                  834                  450                  0.0 
                 2681                 1605                 1600       0.205140480501 
                 3948                 3330                 2000       0.122929265385 
                 3165                 2517                 2000       0.138477873065 
                  404                  399                  150                  0.0 
                  356                  351                  300                  0.0 
                 2569                 2564                 1300       0.323780740051 
                 1147                  155                  150                  0.0 
                  636                  255                  250                  0.0 
                 3784                 1348                  800                  0.0 
                  894                  355                  350                  0.0 
                  684                  455                  300                  0.0 
                 5100                 2025                  800                  0.0 
                 3948                 2374                 2000       0.121823520589 
                 2650                 2005                 2000       0.145400929274 
                 1769                  409                  300                  0.0 
                 1092                  849                  400                  0.0 
                 5100                  455                  450                  0.0 
                  552                  499                  450                  0.0 
                 1467                  505                  500                  0.0 
                 4757                 4180                 4000      0.0100695461955 
                 3798                  255                  250                  0.0 
                 2676                 2605                 2600      0.0646573623908 
                 3165                 2005                 2000       0.126410968368 
                 5100                 1805                 1800      0.0739709564068 
                 3390                 1605                 1600       0.172315598411 
                  911                  805                  800                  0.0 
                 1429                 1424                  900                  0.0 
                  888                  883                  250                  0.0 
                 2351                 2346                  350                  0.0 
                  463                  295                  250                  0.0 
                 1644                  166                  100                  0.0 
                 5100                 3316                 1400       0.172878168274 
                 2071                 1502                  300                  0.0 
                 3232                  998                  550                  0.0 
                 3750                  505                  500                  0.0 
                  987                  551                  450                  0.0 
                 3326                 1305                 1300       0.194659554145 
                 4404                 3679                 1500       0.151947585159 
                 4390                 3430                 1000       0.098928060668 
                 5100                 3746                  800                  0.0 
