#                prod                mhscp              mrec500 
                 1432                  250                  0.0 
                  607                  150                  0.0 
                 2082                  700                  0.0 
                 3019                 1000       0.519788653349 
                 2564                 1000       0.563667385239 
                 2629                  150                  0.0 
                 4243                  900       0.300131206385 
                  455                  450                  0.0 
                 4285                  450                  0.0 
                 3579                  800                  0.0 
                  503                  150                  0.0 
                 2046                  350                  0.0 
                 3538                  900       0.390885137644 
                 1217                  500                  0.0 
                  274                  250                  0.0 
                 3003                  250                  0.0 
                 4262                  550                  0.0 
                  905                  900       0.445309114143 
                 2972                  550                  0.0 
                  637                  500                  0.0 
                  494                  200                  0.0 
                 1765                  300                  0.0 
                  852                  200                  0.0 
                  418                  150                  0.0 
                  886                  150                  0.0 
                  449                  400                  0.0 
                 5100                  450                  0.0 
                 3577                  400                  0.0 
                 4366                  100                  0.0 
                  880                  400                  0.0 
                 3595                  450                  0.0 
                 3027                  300                  0.0 
                  205                  200                  0.0 
                 5100                  900       0.197231342162 
                  588                  500                  0.0 
                 5100                  200                  0.0 
                  751                  550                  0.0 
                 2497                  900        0.53761114672 
                  324                  300                  0.0 
                 1583                  900       0.532389310101 
                 3013                  450                  0.0 
                  576                  550                  0.0 
                 1033                  400                  0.0 
                 5100                  550                  0.0 
                 2116                  450                  0.0 
                 1490                  200                  0.0 
                  346                  100                  0.0 
                 1002                  900       0.434772414097 
                 4248                  700                  0.0 
                  218                  150                  0.0 
                  195                  100                  0.0 
                 4287                  250                  0.0 
                 4252                  500                  0.0 
                  420                  250                  0.0 
                 1472                  300                  0.0 
                 2989                  400                  0.0 
                 3540                  700                  0.0 
                 1438                  500                  0.0 
                  947                  800                  0.0 
                 1791                  200                  0.0 
                 1062                  900       0.446273528578 
                  660                  400                  0.0 
                  590                  200                  0.0 
                 5100                 1000       0.235873335803 
                 5100                  300                  0.0 
                  626                  600                  0.0 
                  505                  500                  0.0 
                 1069                  150                  0.0 
                  708                  200                  0.0 
                 1844                  800                  0.0 
                  164                  100                  0.0 
                  984                  250                  0.0 
                 4266                 1000       0.330214864382 
                 1546                  150                  0.0 
                 1348                 1000       0.496482304199 
                  755                  700                  0.0 
                  899                  500                  0.0 
                 1241                 1000       0.480165692651 
                  800                  600                  0.0 
                  623                  300                  0.0 
                 1086                  550                  0.0 
                 1700                  350                  0.0 
                 4270                  800                  0.0 
                 5100                  400                  0.0 
                 1306                  600                  0.0 
                 3541                  500                  0.0 
                 3062                  200                  0.0 
                  627                  100                  0.0 
                 3725                  100                  0.0 
                  235                  100                  0.0 
                 1113                  800                  0.0 
                 4266                  350                  0.0 
                 2947                  500                  0.0 
                  638                  550                  0.0 
                 2516                  600                  0.0 
                  417                  300                  0.0 
                  684                  250                  0.0 
                  477                  350                  0.0 
                  377                  300                  0.0 
                  309                  200                  0.0 
                 1671                 1000       0.545755555326 
                 1112                  100                  0.0 
                 1728                  250                  0.0 
                 4316                  200                  0.0 
                 1005                 1000       0.476080949712 
                 2485                  550                  0.0 
                  575                  250                  0.0 
                  432                  350                  0.0 
                  575                  450                  0.0 
                 2156                  800                  0.0 
                 2464                  350                  0.0 
                  482                  400                  0.0 
                 1777                  450                  0.0 
                 1496                  450                  0.0 
                 3560                  550                  0.0 
                  399                  350                  0.0 
                  605                  600                  0.0 
                 4276                  400                  0.0 
                  612                  350                  0.0 
                 1237                  200                  0.0 
                 2081                  400                  0.0 
                  305                  300                  0.0 
                  357                  200                  0.0 
                  848                  700                  0.0 
                  958                  900       0.433447377823 
                 2115                  300                  0.0 
                  761                  100                  0.0 
                  192                  150                  0.0 
                 1904                 1000       0.570886983691 
                  552                  500                  0.0 
                  686                  550                  0.0 
                 4273                  600                  0.0 
                  788                  500                  0.0 
                  251                  150                  0.0 
                 1028                 1000       0.465321701986 
                 5100                  150                  0.0 
                  531                  450                  0.0 
                 1394                  800                  0.0 
                 1261                  550                  0.0 
                  105                  100                  0.0 
                 1909                  100                  0.0 
                 2268                  100                  0.0 
                 1100                 1000       0.456794423889 
                 1187                  250                  0.0 
                 1058                 1000       0.457061645439 
                 4342                  150                  0.0 
                  855                  800                  0.0 
                  893                  800                  0.0 
                  355                  350                  0.0 
                  702                  500                  0.0 
                 1522                  600                  0.0 
                  922                  100                  0.0 
                 2963                  900        0.49143594717 
                 1711                  500                  0.0 
                  602                  550                  0.0 
                 2210                  150                  0.0 
                  244                  200                  0.0 
                 1144                  900       0.470054778531 
                 1397                  900        0.51116088383 
                  988                  350                  0.0 
                  805                  800                  0.0 
                  422                  100                  0.0 
                  836                  550                  0.0 
                  327                  250                  0.0 
                 1600                  100                  0.0 
                  734                  150                  0.0 
                  946                  550                  0.0 
                 3611                  300                  0.0 
                  794                  700                  0.0 
                 1764                  700                  0.0 
                  818                  250                  0.0 
                 5100                  500                  0.0 
                  993                  600                  0.0 
                  652                  600                  0.0 
                 5100                  100                  0.0 
                  633                  450                  0.0 
                  173                  150                  0.0 
                 5100                  250                  0.0 
                 1336                  100                  0.0 
                  346                  300                  0.0 
                 3169                  100                  0.0 
                  499                  450                  0.0 
                 2539                  800                  0.0 
                 1508                  700                  0.0 
                 1018                  800                  0.0 
                  757                  400                  0.0 
                  926                  450                  0.0 
                  417                  200                  0.0 
                 2121                  900       0.564933640729 
                  475                  450                  0.0 
                 2525                  450                  0.0 
                 3579                  600                  0.0 
                  731                  300                  0.0 
                 2081                  550                  0.0 
                 1594                  800                  0.0 
                  928                  900       0.433660423847 
                  710                  350                  0.0 
                  223                  200                  0.0 
                 1160                 1000        0.46494236829 
                  827                  800                  0.0 
                  537                  300                  0.0 
                 1236                  800                  0.0 
                 2117                  600                  0.0 
                  272                  200                  0.0 
                 2568                  200                  0.0 
                 2494                  400                  0.0 
                  284                  100                  0.0 
                  705                  700                  0.0 
                 3593                  250                  0.0 
                 1027                  200                  0.0 
                 5100                  350                  0.0 
                 2532                  300                  0.0 
                 3559                  350                  0.0 
                 3641                  200                  0.0 
                 2453                  500                  0.0 
                 1750                  550                  0.0 
                 1222                  400                  0.0 
                 2474                  700                  0.0 
                 2045                  500                  0.0 
                 5100                  800                  0.0 
                 2147                  200                  0.0 
                  350                  150                  0.0 
                 2998                  600                  0.0 
                  526                  400                  0.0 
                 2955                  700                  0.0 
                 2686                  100                  0.0 
                 1018                  700                  0.0 
                  526                  500                  0.0 
                 4297                  300                  0.0 
                  297                  250                  0.0 
                  122                  100                  0.0 
                  864                  300                  0.0 
                  155                  150                  0.0 
                 3685                  150                  0.0 
                 1078                  450                  0.0 
                  255                  250                  0.0 
                 1179                  350                  0.0 
                 1489                 1000       0.529914308659 
                  709                  450                  0.0 
                  884                  600                  0.0 
                 1229                  300                  0.0 
                 1480                  550                  0.0 
                  687                  600                  0.0 
                 1132                  600                  0.0 
                  405                  400                  0.0 
                  295                  150                  0.0 
                  536                  350                  0.0 
                  469                  300                  0.0 
                  727                  700                  0.0 
                 5100                  600                  0.0 
                  805                  450                  0.0 
                 1254                  900       0.484104443639 
                 2964                  350                  0.0 
                  833                  350                  0.0 
                  425                  400                  0.0 
                  555                  550                  0.0 
                 2503                  250                  0.0 
                 1304                  700                  0.0 
                 1287                  150                  0.0 
                  584                  400                  0.0 
                  367                  250                  0.0 
                 3117                  150                  0.0 
                  515                  100                  0.0 
                 1821                  900       0.552960372642 
                 1455                  400                  0.0 
                  736                  600                  0.0 
                 1851                  150                  0.0 
                 1266                  450                  0.0 
                 3580                 1000       0.442350784074 
                  921                  700                  0.0 
                  140                  100                  0.0 
                 1143                  700                  0.0 
                 1414                  350                  0.0 
                 2197                 1000       0.574924100659 
                 1040                  500                  0.0 
                 1029                  300                  0.0 
                 5100                  700                  0.0 
                 1738                  400                  0.0 
                 1789                  600                  0.0 
                 3008                  800                  0.0 
                  488                  250                  0.0 
                 2081                  250                  0.0 
                  375                  350                  0.0 
