#                prod                 mint                mhscp              mrec300 
                 2001                 1497                  350                  0.0 
                 3767                 1156                  350                  0.0 
                 1731                  255                  250                  0.0 
                  970                  965                  150                  0.0 
                 1147                  216                  150                  0.0 
                 2972                  105                  100                  0.0 
                 2742                  505                  500      0.0246615365113 
                  598                  593                  100                  0.0 
                 4475                  105                  100                  0.0 
                 2375                  900                  550       0.399608962622 
                 1404                  383                  100                  0.0 
                 3285                 2208                  300                  0.0 
                 1273                  717                  400                  0.0 
                 3783                  853                  400                  0.0 
                 2167                 2162                  150                  0.0 
                 5100                 1604                  500       0.208837287857 
                 1446                  715                  350                  0.0 
                 2375                 1461                  550       0.415651172305 
                 5100                 5095                  200                  0.0 
                  471                  309                  200                  0.0 
                  552                  455                  450                  0.0 
                  666                  661                  500       0.488786860854 
                 2037                 1187                  400                  0.0 
                 2812                  834                  450                  0.0 
                  404                  399                  150                  0.0 
                  356                  351                  300                  0.0 
                 1147                  155                  150                  0.0 
                  636                  255                  250                  0.0 
                  894                  355                  350                  0.0 
                  684                  455                  300                  0.0 
                 1769                  409                  300                  0.0 
                 1092                  849                  400                  0.0 
                 5100                  455                  450                  0.0 
                  552                  499                  450                  0.0 
                 1467                  505                  500       0.366197643373 
                 3798                  255                  250                  0.0 
                  888                  883                  250                  0.0 
                 2351                 2346                  350                  0.0 
                  463                  295                  250                  0.0 
                 1644                  166                  100                  0.0 
                 2071                 1502                  300                  0.0 
                 3232                  998                  550       0.287056861335 
                 3750                  505                  500    0.000859587608284 
                  987                  551                  450                  0.0 
                  767                  430                  350                  0.0 
                  933                  403                  300                  0.0 
                 3767                  555                  550     0.00192866631116 
                 3813                 3808                  300                  0.0 
                  741                  736                  500        0.51909383802 
                 4475                  685                  100                  0.0 
                  576                  400                  350                  0.0 
                  716                  711                  100                  0.0 
                 3226                 3221                  350                  0.0 
                 2757                  499                  350                  0.0 
                 2342                 1402                  500       0.375586806001 
                 3264                 1394                  250                  0.0 
                 4416                 1160                  300                  0.0 
                  688                  471                  150                  0.0 
                 1316                 1006                  450                  0.0 
                 1099                  626                  200                  0.0 
                 1298                 1293                  200                  0.0 
                  933                  532                  300                  0.0 
                 1285                  894                  300                  0.0 
                  636                  503                  250                  0.0 
                 5100                  863                  350                  0.0 
                 3798                 1542                  250                  0.0 
                 3880                  775                  150                  0.0 
                 1702                 1697                  350                  0.0 
                 1404                 1399                  100                  0.0 
                 1588                  228                  150                  0.0 
                  933                  305                  300                  0.0 
                  987                  455                  450                  0.0 
                  557                  552                  400                  0.0 
                 5100                 1140                  250                  0.0 
                 3416                 1069                  100                  0.0 
                 4406                  664                  450                  0.0 
                 2823                  927                  300                  0.0 
                 3255                 1856                  600       0.322152413265 
                 1509                  712                  550       0.487275376487 
                 1050                  516                  250                  0.0 
                 2103                 1424                  200                  0.0 
                 1195                  794                  100                  0.0 
                 5100                 2358                  500       0.115596317163 
                  306                  255                  250                  0.0 
                 4475                  196                  100                  0.0 
                 3271                 1219                  450                  0.0 
                  284                  279                  150                  0.0 
                 3841                  334                  200                  0.0 
                  741                  610                  500       0.448549331291 
                 1529                  205                  200                  0.0 
                  497                  492                  100                  0.0 
                 1468                  341                  250                  0.0 
                 3767                 1445                  550       0.308935688626 
                 2226                  483                  100                  0.0 
                  765                  678                  600       0.406706522649 
                 1711                 1258                  500       0.459637211545 
                 4377                 3051                  500     0.00746614250389 
                 2075                  743                  600       0.391895068847 
                 1702                  461                  350                  0.0 
                 2415                  793                  450                  0.0 
                  883                  622                  550       0.456240892698 
                 3255                 1402                  600        0.37875656237 
                 3880                 1325                  150                  0.0 
                 3784                 1114                  600       0.258983832376 
                 1791                  605                  600        0.35422054952 
                  404                  249                  150                  0.0 
                  997                  742                  550       0.486536481248 
                  577                  572                  150                  0.0 
                 2456                  469                  200                  0.0 
                  997                  642                  550       0.482272658917 
                 4475                 4470                  100                  0.0 
                  950                  591                  500       0.486251439666 
                 2972                  183                  100                  0.0 
                  356                  327                  300                  0.0 
                 4432                  342                  200                  0.0 
                 5100                 1746                  200                  0.0 
                 1352                  655                  150                  0.0 
                 1468                  457                  250                  0.0 
                  666                  505                  500       0.455828455719 
                  557                  205                  200                  0.0 
                  765                  760                  600       0.474745462114 
                 1183                  997                  600       0.518659424421 
                 1529                  455                  450                  0.0 
                  710                  534                  400                  0.0 
                  818                  235                  150                  0.0 
                 1243                  332                  250                  0.0 
                 3255                  605                  600      0.0197297944188 
                 2103                  966                  200                  0.0 
                 3285                  673                  300                  0.0 
                  853                  599                  100                  0.0 
                  661                  367                  200                  0.0 
                 5100                  205                  200                  0.0 
                  888                  475                  250                  0.0 
                 2001                 1996                  500       0.223309732902 
                 4454                 4449                  150                  0.0 
                 3208                 3203                  500      0.0318908679572 
                 5100                 2277                  450                  0.0 
                 3813                 2500                  300                  0.0 
                 3264                 2131                  250                  0.0 
                 5100                  105                  100                  0.0 
                 1552                 1547                  600       0.517266615528 
                 5100                  942                  400                  0.0 
                 1741                 1069                  400                  0.0 
                  636                  320                  250                  0.0 
                  767                  762                  350                  0.0 
                 1779                 1774                  450                  0.0 
                  716                  376                  100                  0.0 
                 3285                 3280                  300                  0.0 
                  240                  191                  150                  0.0 
                 1529                 1524                  450                  0.0 
                 1779                 1414                  450                  0.0 
                 1243                  731                  250                  0.0 
                 1751                 1311                  550       0.488395067691 
                 1137                 1132                  450                  0.0 
                 2415                 1825                  450                  0.0 
                 2038                 1319                  550       0.466839133941 
                 2226                 2221                  100                  0.0 
                 5100                 1018                  450                  0.0 
                 3319                 1311                  200                  0.0 
                  662                  414                  350                  0.0 
                 3767                  526                  350                  0.0 
                 1796                  606                  200                  0.0 
                 1779                  571                  450                  0.0 
                 1195                  236                  100                  0.0 
                 3813                  305                  300                  0.0 
                 1091                  612                  500       0.487105780539 
                  541                  255                  250                  0.0 
                 1262                  797                  500       0.500642006731 
                 2226                 1336                  100                  0.0 
                 3767                  764                  550      0.0462745174379 
                 1099                  271                  200                  0.0 
                  997                  555                  550       0.471752889206 
                 3255                 3250                  600      0.0594685270601 
                 1351                  605                  600       0.485611585839 
                 5100                 3093                  250                  0.0 
                 3880                  265                  150                  0.0 
                  758                  455                  450                  0.0 
                  483                  205                  150                  0.0 
                 3232                 1338                  550       0.349913521991 
                 2797                  844                  250                  0.0 
                 2917                  412                  150                  0.0 
                 2390                  370                  250                  0.0 
                  458                  428                  400                  0.0 
                 2823                  305                  300                  0.0 
                 2415                 1047                  450                  0.0 
                 1195                  157                  100                  0.0 
                  541                  445                  250                  0.0 
                 2797                  566                  250                  0.0 
                 1779                 1127                  450                  0.0 
                 4406                  455                  450                  0.0 
                  577                  215                  150                  0.0 
                 3369                  722                  150                  0.0 
                 1644                  105                  100                  0.0 
                 2797                 2792                  250                  0.0 
                 2001                 1122                  350                  0.0 
                  797                  624                  300                  0.0 
                 1404                  249                  100                  0.0 
                  589                  305                  300                  0.0 
