#                prod                mhscp              mrec300 
                 1432                  250                  0.0 
                  607                  150                  0.0 
                 2629                  150                  0.0 
                  455                  450                  0.0 
                 4285                  450                  0.0 
                  503                  150                  0.0 
                 2046                  350                  0.0 
                 1217                  500       0.498069551968 
                  274                  250                  0.0 
                 3003                  250                  0.0 
                 4262                  550       0.124194038665 
                 2972                  550       0.249926869767 
                  637                  500       0.422867648206 
                  494                  200                  0.0 
                 1765                  300                  0.0 
                  852                  200                  0.0 
                  418                  150                  0.0 
                  886                  150                  0.0 
                  449                  400                  0.0 
                 5100                  450                  0.0 
                 3577                  400                  0.0 
                 4366                  100                  0.0 
                  880                  400                  0.0 
                 3595                  450                  0.0 
                 3027                  300                  0.0 
                  205                  200                  0.0 
                  588                  500       0.404229254599 
                 5100                  200                  0.0 
                  751                  550        0.42945588406 
                  324                  300                  0.0 
                 3013                  450                  0.0 
                  576                  550       0.392757159372 
                 1033                  400                  0.0 
                 5100                  550      0.0855475723336 
                 2116                  450                  0.0 
                 1490                  200                  0.0 
                  346                  100                  0.0 
                  218                  150                  0.0 
                  195                  100                  0.0 
                 4287                  250                  0.0 
                 4252                  500       0.101799747083 
                  420                  250                  0.0 
                 1472                  300                  0.0 
                 2989                  400                  0.0 
                 1438                  500       0.484355803246 
                 1791                  200                  0.0 
                  660                  400                  0.0 
                  590                  200                  0.0 
                 5100                  300                  0.0 
                  626                  600       0.405023311154 
                  505                  500       0.413296325912 
                 1069                  150                  0.0 
                  708                  200                  0.0 
                  164                  100                  0.0 
                  984                  250                  0.0 
                 1546                  150                  0.0 
                  899                  500       0.487357350805 
                  800                  600       0.428197955099 
                  623                  300                  0.0 
                 1086                  550       0.496879221594 
                 1700                  350                  0.0 
                 5100                  400                  0.0 
                 1306                  600       0.507054501728 
                 3541                  500       0.145199683394 
                 3062                  200                  0.0 
                  627                  100                  0.0 
                 3725                  100                  0.0 
                  235                  100                  0.0 
                 4266                  350                  0.0 
                 2947                  500       0.216130852579 
                  638                  550       0.400329602322 
                 2516                  600       0.373345626726 
                  417                  300                  0.0 
                  684                  250                  0.0 
                  477                  350                  0.0 
                  377                  300                  0.0 
                  309                  200                  0.0 
                 1112                  100                  0.0 
                 1728                  250                  0.0 
                 4316                  200                  0.0 
                 2485                  550       0.338073418295 
                  575                  250                  0.0 
                  432                  350                  0.0 
                  575                  450                  0.0 
                 2464                  350                  0.0 
                  482                  400                  0.0 
                 1777                  450                  0.0 
                 1496                  450                  0.0 
                 3560                  550       0.175536519156 
                  399                  350                  0.0 
                  605                  600       0.402000885753 
                 4276                  400                  0.0 
                  612                  350                  0.0 
                 1237                  200                  0.0 
                 2081                  400                  0.0 
                  305                  300                  0.0 
                  357                  200                  0.0 
                 2115                  300                  0.0 
                  761                  100                  0.0 
                  192                  150                  0.0 
                  552                  500       0.397076325368 
                  686                  550        0.41472309795 
                 4273                  600       0.149198952689 
                  788                  500       0.476476022458 
                  251                  150                  0.0 
                 5100                  150                  0.0 
                  531                  450                  0.0 
                 1261                  550       0.502641467828 
                  105                  100                  0.0 
                 1909                  100                  0.0 
                 2268                  100                  0.0 
                 1187                  250                  0.0 
                 4342                  150                  0.0 
                  355                  350                  0.0 
                  702                  500       0.452357465707 
                 1522                  600        0.51353800295 
                  922                  100                  0.0 
                 1711                  500       0.443720784143 
                  602                  550       0.385890341785 
                 2210                  150                  0.0 
                  244                  200                  0.0 
                  988                  350                  0.0 
                  422                  100                  0.0 
                  836                  550       0.460751049803 
                  327                  250                  0.0 
                 1600                  100                  0.0 
                  734                  150                  0.0 
                  946                  550       0.488443822845 
                 3611                  300                  0.0 
                  818                  250                  0.0 
                 5100                  500      0.0693655043224 
                  993                  600       0.474919252661 
                  652                  600        0.39609677356 
                 5100                  100                  0.0 
                  633                  450                  0.0 
                  173                  150                  0.0 
                 5100                  250                  0.0 
                 1336                  100                  0.0 
                  346                  300                  0.0 
                 3169                  100                  0.0 
                  499                  450                  0.0 
                  757                  400                  0.0 
                  926                  450                  0.0 
                  417                  200                  0.0 
                  475                  450                  0.0 
                 2525                  450                  0.0 
                 3579                  600       0.211265398384 
                  731                  300                  0.0 
                 2081                  550       0.411373775903 
                  710                  350                  0.0 
                  223                  200                  0.0 
                  537                  300                  0.0 
                 2117                  600       0.448050425795 
                  272                  200                  0.0 
                 2568                  200                  0.0 
                 2494                  400                  0.0 
                  284                  100                  0.0 
                 3593                  250                  0.0 
                 1027                  200                  0.0 
                 5100                  350                  0.0 
                 2532                  300                  0.0 
                 3559                  350                  0.0 
                 3641                  200                  0.0 
                 2453                  500       0.292482763033 
                 1750                  550       0.473478807716 
                 1222                  400                  0.0 
                 2045                  500        0.38025800267 
                 2147                  200                  0.0 
                  350                  150                  0.0 
                 2998                  600       0.289163153985 
                  526                  400                  0.0 
                 2686                  100                  0.0 
                  526                  500       0.412048282083 
                 4297                  300                  0.0 
                  297                  250                  0.0 
                  122                  100                  0.0 
                  864                  300                  0.0 
                  155                  150                  0.0 
                 3685                  150                  0.0 
                 1078                  450                  0.0 
                  255                  250                  0.0 
                 1179                  350                  0.0 
                  709                  450                  0.0 
                  884                  600       0.450645202789 
                 1229                  300                  0.0 
                 1480                  550       0.505506735661 
                  687                  600       0.409712704203 
                 1132                  600       0.490022457708 
                  405                  400                  0.0 
                  295                  150                  0.0 
                  536                  350                  0.0 
                  469                  300                  0.0 
                 5100                  600      0.0994893102866 
                  805                  450                  0.0 
                 2964                  350                  0.0 
                  833                  350                  0.0 
                  425                  400                  0.0 
                  555                  550       0.400181836089 
                 2503                  250                  0.0 
                 1287                  150                  0.0 
                  584                  400                  0.0 
                  367                  250                  0.0 
                 3117                  150                  0.0 
                  515                  100                  0.0 
                 1455                  400                  0.0 
                  736                  600       0.412217511456 
                 1851                  150                  0.0 
                 1266                  450                  0.0 
                  140                  100                  0.0 
                 1414                  350                  0.0 
                 1040                  500        0.49837567687 
                 1029                  300                  0.0 
                 1738                  400                  0.0 
                 1789                  600       0.500779805003 
                  488                  250                  0.0 
                 2081                  250                  0.0 
                  375                  350                  0.0 
