#                prod                mhscp              mrec000 
                  235                  100       0.220489015382 
                 5100                  100                  0.0 
                  251                  150       0.351157873751 
                  350                  150        0.32808342347 
                 2629                  150    5.12947383006e-05 
                  155                  150       0.276502358873 
                 1909                  100    9.09765697011e-06 
                  418                  150       0.283701596627 
                 2268                  100    3.57378041858e-06 
                  284                  100       0.190326999814 
                  607                  150        0.14290734712 
                  503                  150       0.218780702024 
                  346                  100       0.147584494269 
                  627                  100      0.0282794704644 
                 2686                  100    2.06419112492e-07 
                  886                  150       0.036815420826 
                  515                  100      0.0544400660512 
                  761                  100      0.0117210966344 
                  105                  100       0.144112604952 
                 1546                  150     0.00071814372318 
                 1287                  150     0.00374895765788 
                  164                  100       0.198891317069 
                  173                  150       0.279728721986 
                 5100                  200                  0.0 
                 1336                  100    0.000120786505861 
                  295                  150       0.357418616817 
                  140                  100       0.171431672671 
                 3169                  100    5.08133842938e-05 
                 4342                  150                  0.0 
                 1069                  150      0.0145895844961 
                 3725                  100                  0.0 
                 1112                  100     0.00101469525532 
                  192                  150       0.295585429772 
                 3117                  150     6.1398672789e-06 
                  195                  100       0.222464882562 
                  422                  100      0.0977910473073 
                 3685                  150    1.28966410717e-07 
                  122                  100       0.158522827232 
                 5100                  150    1.15359140966e-05 
                 2210                  150    5.89068128346e-05 
                  922                  100     0.00348378439722 
                 1851                  150    0.000131435940178 
                  734                  150      0.0800357597597 
                 4366                  100                  0.0 
                  218                  150       0.328089829818 
                 1600                  100    7.02103345343e-06 
