#                prod                 mint                mhscp              mrec300 
                  557                  552                  400                  0.0 
                 1273                  953                  400                  0.0 
                 4406                 1415                  450                  0.0 
                 5100                  450                  100                  0.0 
                 2383                 1318                  400                  0.0 
                 1147                  819                  150                  0.0 
                 1352                  222                  150                  0.0 
                 1731                  482                  250                  0.0 
                 1741                 1736                  400                  0.0 
                 4377                  724                  500     0.00346158548393 
                  541                  445                  250                  0.0 
                 5100                 1746                  200                  0.0 
                 1091                  897                  500       0.571603250632 
                 2742                 2737                  500       0.032913529191 
                  577                  413                  150                  0.0 
                 3784                 2785                  600      0.0287901945339 
                  512                  447                  300                  0.0 
                 4395                  842                  600      0.0093670700905 
                 2576                 2571                  100                  0.0 
                  853                  149                  100                  0.0 
                 3285                 1000                  300                  0.0 
                 1404                  590                  100                  0.0 
                 1262                 1001                  500       0.563184461881 
                  933                  928                  300                  0.0 
                 2383                  731                  400                  0.0 
                 3369                  155                  150                  0.0 
                  940                  935                  400                  0.0 
                  662                  657                  350                  0.0 
                 2036                 2031                  250                  0.0 
                 4454                 4449                  150                  0.0 
                  512                  346                  300                  0.0 
                 1147                  587                  150                  0.0 
                  365                  357                  350                  0.0 
                  452                  355                  350                  0.0 
                 1796                 1791                  200                  0.0 
                 1731                  255                  250                  0.0 
                  862                  533                  450                  0.0 
                 2071                  794                  300                  0.0 
                 3783                 2604                  400                  0.0 
                 1352                  655                  150                  0.0 
                  576                  355                  350                  0.0 
                 3369                  432                  150                  0.0 
                 4416                 2826                  300                  0.0 
                 4377                 1486                  500       0.142010072848 
                 1509                  555                  550       0.482282048387 
                  758                  455                  450                  0.0 
                  115                  107                  100                  0.0 
                  606                  601                  450                  0.0 
                 4389                 1897                  350                  0.0 
                  987                  551                  450                  0.0 
                  839                  834                  600       0.519439071487 
                  797                  491                  300                  0.0 
                 1091                  612                  500       0.581420679113 
                 5100                 2358                  500      0.0653100948711 
                 2001                 1004                  500       0.398345305393 
                 1195                 1190                  100                  0.0 
                 2797                  844                  250                  0.0 
                  471                  309                  200                  0.0 
                 1404                  162                  100                  0.0 
                 5100                  605                  600    0.000404417924054 
                 3798                  255                  250                  0.0 
                 2415                 1825                  450                  0.0 
                 1751                 1746                  550       0.383983032833 
                 3271                 3266                  450                  0.0 
                 3226                 3221                  350                  0.0 
                 1529                  559                  200                  0.0 
                 1195                  530                  100                  0.0 
                 2375                 1147                  550       0.367033770169 
                 1099                 1094                  200                  0.0 
                 3767                  764                  550      0.0218097751773 
                 2421                  858                  300                  0.0 
                  931                  833                  600       0.552665328765 
                 1351                 1102                  600       0.597521291747 
                  741                  555                  500       0.529268351449 
                  853                  423                  100                  0.0 
                 1230                  484                  350                  0.0 
                 2456                  709                  200                  0.0 
                 4395                 1630                  600       0.170806420205 
                  888                  647                  250                  0.0 
                 2351                  666                  350                  0.0 
                  883                  555                  550       0.553667468245 
                 1446                  504                  350                  0.0 
                  929                  435                  200                  0.0 
                 1509                 1504                  550       0.491292137827 
                 4397                 2952                  400                  0.0 
                 1306                 1301                  550       0.552441540063 
                 2351                 2346                  350                  0.0 
                 3226                 1069                  350                  0.0 
                 1769                 1317                  300                  0.0 
                  784                  558                  200                  0.0 
                 1468                 1463                  250                  0.0 
                 2784                 1061                  400                  0.0 
                  356                  305                  300                  0.0 
                 2784                 2016                  400                  0.0 
                 5100                  863                  350                  0.0 
                  835                  830                  500       0.554602138265 
                 3249                 2293                  400                  0.0 
                 1769                  305                  300                  0.0 
                 5100                  305                  300                  0.0 
                 1702                 1307                  350                  0.0 
                  610                  555                  550       0.429969621011 
                  758                  516                  450                  0.0 
                  400                  395                  200                  0.0 
                 2799                 1678                  600       0.279881565562 
                 3264                  912                  250                  0.0 
                 2036                  360                  250                  0.0 
                  684                  305                  300                  0.0 
                 3767                 1156                  350                  0.0 
                 5100                 3406                  450                  0.0 
                 3916                 3911                  100                  0.0 
                 5100                  742                  500    0.000583078925968 
                 2784                 2779                  400                  0.0 
                 2799                 2794                  600      0.0757994067863 
                  970                  210                  150                  0.0 
                  339                  334                  100                  0.0 
                 4395                 4390                  600     0.00627530968341 
                  465                  457                  450                  0.0 
                  610                  605                  550       0.427446428366 
                 1779                  716                  450                  0.0 
                 3813                  465                  300                  0.0 
                  750                  333                  250                  0.0 
                 2342                  652                  500       0.169644320931 
                 2038                 1319                  550         0.4238526201 
                 3232                  998                  550         0.1866538665 
                 2001                 1996                  350                  0.0 
                 2351                  355                  350                  0.0 
                  750                  255                  250                  0.0 
                 2771                  555                  550      0.0355790105611 
                 2390                 1132                  250                  0.0 
                  839                  656                  600       0.517617762544 
                  607                  551                  500       0.462682452798 
                 5100                 3187                  300                  0.0 
                 2390                  255                  250                  0.0 
                 5100                 5095                  200                  0.0 
                 1404                 1399                  100                  0.0 
                  750                  436                  250                  0.0 
                  497                  334                  100                  0.0 
                  541                  370                  250                  0.0 
                 3784                 3779                  600      0.0127233232797 
                  315                  307                  300                  0.0 
                 5100                  205                  200                  0.0 
                 4407                 1059                  250                  0.0 
