#                prod                 mint                mhscp              mrec200 
                 2001                 1497                  350      0.0687463656588 
                 3767                 1156                  350      0.0988250076924 
                 1731                  255                  250                  0.0 
                  970                  965                  150                  0.0 
                 1147                  216                  150                  0.0 
                 2972                  105                  100                  0.0 
                 2742                  505                  500      0.0137143214525 
                  598                  593                  100                  0.0 
                 4475                  105                  100                  0.0 
                 1404                  383                  100                  0.0 
                 3285                 2208                  300                  0.0 
                 1273                  717                  400       0.328524771987 
                 3783                  853                  400      0.0730233558633 
                 2167                 2162                  150                  0.0 
                 5100                 1604                  500        0.11225546278 
                 1446                  715                  350       0.257448234942 
                 5100                 5095                  200                  0.0 
                  471                  309                  200                  0.0 
                  552                  455                  450       0.360755250943 
                  666                  661                  500       0.416466813009 
                 2037                 1187                  400       0.193072276967 
                 2812                  834                  450       0.143317607836 
                  404                  399                  150                  0.0 
                  356                  351                  300                  0.0 
                 1147                  155                  150                  0.0 
                  636                  255                  250                  0.0 
                  894                  355                  350       0.263462035428 
                  684                  455                  300                  0.0 
                 1769                  409                  300                  0.0 
                 1092                  849                  400       0.338992470162 
                 5100                  455                  450    3.47672861635e-05 
                  552                  499                  450       0.362400485571 
                 1467                  505                  500       0.221222696812 
                 3798                  255                  250                  0.0 
                  888                  883                  250                  0.0 
                 2351                 2346                  350      0.0167609528943 
                  463                  295                  250                  0.0 
                 1644                  166                  100                  0.0 
                 2071                 1502                  300                  0.0 
                 3750                  505                  500    0.000459385982593 
                  987                  551                  450       0.373674849576 
                  767                  430                  350       0.346113629063 
                  933                  403                  300                  0.0 
                 3813                 3808                  300                  0.0 
                  741                  736                  500        0.42723870904 
                 4475                  685                  100                  0.0 
                  576                  400                  350       0.347420382589 
                  716                  711                  100                  0.0 
                 3226                 3221                  350     0.00560601011924 
                 2757                  499                  350      0.0171374809445 
                 2342                 1402                  500       0.223719137939 
                 3264                 1394                  250                  0.0 
                 4416                 1160                  300                  0.0 
                  688                  471                  150                  0.0 
                 1316                 1006                  450       0.333897057863 
                 1099                  626                  200                  0.0 
                 1298                 1293                  200                  0.0 
                  933                  532                  300                  0.0 
                 1285                  894                  300                  0.0 
                  636                  503                  250                  0.0 
                 5100                  863                  350      0.0310953624924 
                 3798                 1542                  250                  0.0 
                 3880                  775                  150                  0.0 
                 1702                 1697                  350      0.0636899020989 
                 1404                 1399                  100                  0.0 
                 1588                  228                  150                  0.0 
                  933                  305                  300                  0.0 
                  987                  455                  450       0.332333624212 
                  557                  552                  400       0.392747630419 
                 5100                 1140                  250                  0.0 
                 3416                 1069                  100                  0.0 
                 4406                  664                  450     0.00178666316381 
                 2823                  927                  300                  0.0 
                 1050                  516                  250                  0.0 
                 2103                 1424                  200                  0.0 
                 1195                  794                  100                  0.0 
                 5100                 2358                  500      0.0636645817154 
                  306                  255                  250                  0.0 
                 4475                  196                  100                  0.0 
                 3271                 1219                  450        0.15889471195 
                  284                  279                  150                  0.0 
                 3841                  334                  200                  0.0 
                  741                  610                  500       0.386325116771 
                 1529                  205                  200                  0.0 
                  497                  492                  100                  0.0 
                 1468                  341                  250                  0.0 
                 2226                  483                  100                  0.0 
                 1711                 1258                  500       0.294340803287 
                 4377                 3051                  500     0.00419090726229 
                 1702                  461                  350        0.10746100441 
                 2415                  793                  450       0.178109868544 
                 3880                 1325                  150                  0.0 
                  404                  249                  150                  0.0 
                  577                  572                  150                  0.0 
                 2456                  469                  200                  0.0 
                 4475                 4470                  100                  0.0 
                  950                  591                  500       0.391150425984 
                 2972                  183                  100                  0.0 
                  356                  327                  300                  0.0 
                 4432                  342                  200                  0.0 
                 5100                 1746                  200                  0.0 
                 1352                  655                  150                  0.0 
                 1468                  457                  250                  0.0 
                  666                  505                  500        0.37947118101 
                  557                  205                  200                  0.0 
                 1529                  455                  450       0.157606830398 
                  710                  534                  400       0.369112423806 
                  818                  235                  150                  0.0 
                 1243                  332                  250                  0.0 
                 2103                  966                  200                  0.0 
                 3285                  673                  300                  0.0 
                  853                  599                  100                  0.0 
                  661                  367                  200                  0.0 
                 5100                  205                  200                  0.0 
                  888                  475                  250                  0.0 
                 2001                 1996                  500       0.126402267724 
                 4454                 4449                  150                  0.0 
                 3208                 3203                  500      0.0169028689265 
                 5100                 2277                  450       0.052657798889 
                 3813                 2500                  300                  0.0 
                 3264                 2131                  250                  0.0 
                 5100                  105                  100                  0.0 
                 5100                  942                  400       0.042077003779 
                 1741                 1069                  400       0.235233796033 
                  636                  320                  250                  0.0 
                  767                  762                  350       0.345693657241 
                 1779                 1774                  450       0.129086049983 
                  716                  376                  100                  0.0 
                 3285                 3280                  300                  0.0 
                  240                  191                  150                  0.0 
                 1529                 1524                  450       0.197504890303 
                 1779                 1414                  450       0.191216596123 
                 1243                  731                  250                  0.0 
                 1137                 1132                  450       0.336282986795 
                 2415                 1825                  450      0.0856997109639 
                 2226                 2221                  100                  0.0 
                 5100                 1018                  450      0.0537480825911 
                 3319                 1311                  200                  0.0 
                  662                  414                  350        0.35230307325 
                 3767                  526                  350     0.00186395983014 
                 1796                  606                  200                  0.0 
                 1779                  571                  450       0.178868105937 
                 1195                  236                  100                  0.0 
                 3813                  305                  300                  0.0 
                 1091                  612                  500       0.384664281444 
                  541                  255                  250                  0.0 
                 1262                  797                  500       0.388482835804 
                 2226                 1336                  100                  0.0 
                 1099                  271                  200                  0.0 
                 5100                 3093                  250                  0.0 
                 3880                  265                  150                  0.0 
                  758                  455                  450       0.373940277221 
                  483                  205                  150                  0.0 
                 2797                  844                  250                  0.0 
                 2917                  412                  150                  0.0 
                 2390                  370                  250                  0.0 
                  458                  428                  400       0.353519886628 
                 2823                  305                  300                  0.0 
                 2415                 1047                  450       0.215097293259 
                 1195                  157                  100                  0.0 
                  541                  445                  250                  0.0 
                 2797                  566                  250                  0.0 
                 1779                 1127                  450       0.272151261153 
                 4406                  455                  450    0.000111299046214 
                  577                  215                  150                  0.0 
                 3369                  722                  150                  0.0 
                 1644                  105                  100                  0.0 
                 2797                 2792                  250                  0.0 
                 2001                 1122                  350       0.155765964904 
                  797                  624                  300                  0.0 
                 1404                  249                  100                  0.0 
                  589                  305                  300                  0.0 
                 1468                  255                  250                  0.0 
                  929                  634                  200                  0.0 
                 2784                  770                  400       0.116853008907 
                 1092                  664                  400       0.350231717123 
                 2001                  505                  500      0.0867338552848 
                 2742                 2065                  500      0.0747033618458 
                  625                  620                  400       0.399647267207 
                 2456                  205                  200                  0.0 
                 1195                  530                  100                  0.0 
                 1012                  153                  100                  0.0 
                  397                  392                  300                  0.0 
                 3916                 1171                  100                  0.0 
                 1047                  796                  350       0.307637477979 
                 5100                 2097                  350      0.0298350120666 
                 1468                  817                  250                  0.0 
                 2917                  672                  150                  0.0 
                 2415                 1383                  450       0.186958161204 
                  987                  982                  450       0.378405498851 
                 2226                  105                  100                  0.0 
                 3416                  105                  100                  0.0 
                 1769                  983                  300                  0.0 
                  716                  273                  100                  0.0 
                 2859                 2854                  200                  0.0 
                 1917                  276                  100                  0.0 
                  463                  396                  250                  0.0 
                 1529                  616                  450       0.273262236716 
                 2351                  355                  350     0.00412723678362 
                 3208                  505                  500       0.003270726133 
                 2001                  631                  350       0.156463303542 
                  894                  707                  350       0.334817317105 
                  862                  624                  450       0.393694704651 
                  408                  403                  350       0.342811741167 
                 2972                 1700                  100                  0.0 
                 2073                 1248                  450       0.225723237907 
                  508                  455                  450       0.358057692286 
                 3783                 1795                  400       0.071683719161 
                  662                  563                  350       0.365235054142 
                 2576                 2571                  100                  0.0 
                  315                  307                  300                  0.0 
                  279                  105                  100                  0.0 
                  625                  450                  400       0.364064001671 
                  987                  810                  450       0.388895435493 
                 1468                 1463                  250                  0.0 
                  341                  232                  200                  0.0 
                 2036                  360                  250                  0.0 
                 1917                  170                  100                  0.0 
                 4377                 1037                  500       0.085902572788 
                  463                  255                  250                  0.0 
                  339                  250                  100                  0.0 
                  412                  105                  100                  0.0 
                  940                  935                  400       0.350452472454 
                 4432                 4427                  200                  0.0 
                 1644                  262                  100                  0.0 
                  203                  198                  150                  0.0 
                 2071                  577                  300                  0.0 
                 5100                  731                  100                  0.0 
                 1012                 1007                  100                  0.0 
                 2421                  858                  300                  0.0 
                 1012                  691                  100                  0.0 
                 2518                  247                  150                  0.0 
                 2001                 1996                  350      0.0327734721182 
                  929                  205                  200                  0.0 
                 3319                  326                  200                  0.0 
                 1404                  909                  100                  0.0 
                 4406                 2066                  450      0.0734273168815 
                 1137                  571                  450        0.35071661766 
                 3750                  705                  500      0.0164180758043 
                 3249                  405                  400    0.000232954901738 
                  365                  357                  350       0.330395547763 
                  933                  928                  300                  0.0 
                  862                  533                  450       0.381528902327 
                 1731                  482                  250                  0.0 
                  767                  520                  350       0.356667892815 
                  228                  185                  100                  0.0 
                  465                  457                  450       0.369553726143 
                 2001                 1004                  500       0.297383915729 
                  894                  562                  350        0.34754959715 
                  412                  290                  100                  0.0 
                 5100                 5095                  150                  0.0 
                 3249                  810                  400      0.0952329247701 
                 2859                 1186                  200                  0.0 
                 2784                 2779                  400      0.0140485024442 
                 2342                  842                  500       0.220413887825 
                 5100                  350                  200                  0.0 
                 1702                  598                  350       0.191847866136 
                  589                  584                  300                  0.0 
                 1858                  155                  150                  0.0 
                 3285                 1000                  300                  0.0 
