#                prod                 mint                mhscp              mrec100 
                 1731                  255                  250     0.00557573103688 
                  970                  965                  150                  0.0 
                 1147                  216                  150                  0.0 
                 2972                  105                  100                  0.0 
                  598                  593                  100                  0.0 
                 4475                  105                  100                  0.0 
                 1404                  383                  100                  0.0 
                 3285                 2208                  300     0.00258729643469 
                 2167                 2162                  150                  0.0 
                 5100                 5095                  200    0.000626752717597 
                  471                  309                  200       0.271770268279 
                  404                  399                  150                  0.0 
                  356                  351                  300       0.328724336909 
                 1147                  155                  150                  0.0 
                  636                  255                  250       0.235199222464 
                  684                  455                  300       0.331323892373 
                 1769                  409                  300      0.0614465726445 
                 3798                  255                  250    4.40873220698e-06 
                  888                  883                  250       0.151827007132 
                  463                  295                  250       0.304486888173 
                 1644                  166                  100                  0.0 
                 2071                 1502                  300      0.0346995507991 
                  933                  403                  300        0.26825659006 
                 3813                 3808                  300     0.00254409823541 
                 4475                  685                  100                  0.0 
                  716                  711                  100                  0.0 
                 3264                 1394                  250      0.0364795117403 
                 4416                 1160                  300      0.0733671903046 
                  688                  471                  150                  0.0 
                 1099                  626                  200       0.135696164779 
                 1298                 1293                  200      0.0196588813068 
                  933                  532                  300       0.303249790116 
                 1285                  894                  300       0.190338058099 
                  636                  503                  250       0.297490635303 
                 3798                 1542                  250      0.0274478979209 
                 3880                  775                  150                  0.0 
                 1404                 1399                  100                  0.0 
                 1588                  228                  150                  0.0 
                  933                  305                  300       0.179542768914 
                 5100                 1140                  250      0.0507902401826 
                 3416                 1069                  100                  0.0 
                 2823                  927                  300       0.105993500902 
                 1050                  516                  250       0.224662157366 
                 2103                 1424                  200     0.00524360248989 
                 1195                  794                  100                  0.0 
                  306                  255                  250        0.28208971342 
                 4475                  196                  100                  0.0 
                  284                  279                  150                  0.0 
                 3841                  334                  200    0.000185011365119 
                 1529                  205                  200     0.00353965409298 
                  497                  492                  100                  0.0 
                 1468                  341                  250      0.0612961055235 
                 2226                  483                  100                  0.0 
                 3880                 1325                  150                  0.0 
                  404                  249                  150                  0.0 
                  577                  572                  150                  0.0 
                 2456                  469                  200      0.0388933548114 
                 4475                 4470                  100                  0.0 
                 2972                  183                  100                  0.0 
                  356                  327                  300       0.320286426042 
                 4432                  342                  200    3.44899378527e-05 
                 5100                 1746                  200     0.00724852221551 
                 1352                  655                  150                  0.0 
                 1468                  457                  250       0.133281885866 
                  557                  205                  200       0.195266774089 
                  818                  235                  150                  0.0 
                 1243                  332                  250      0.0952139928292 
                 2103                  966                  200      0.0496553421679 
                 3285                  673                  300      0.0542785045578 
                  853                  599                  100                  0.0 
                  661                  367                  200       0.239690051502 
                 5100                  205                  200                  0.0 
                  888                  475                  250       0.255448521562 
                 4454                 4449                  150                  0.0 
                 3813                 2500                  300    0.000858263476829 
                 3264                 2131                  250    0.000747566614553 
                 5100                  105                  100                  0.0 
                  636                  320                  250       0.279155117364 
                  716                  376                  100                  0.0 
                 3285                 3280                  300     0.00429989571427 
                  240                  191                  150                  0.0 
                 1243                  731                  250       0.169405233328 
                 2226                 2221                  100                  0.0 
                 3319                 1311                  200      0.0222974574149 
                 1796                  606                  200      0.0972432156107 
                 1195                  236                  100                  0.0 
                 3813                  305                  300    0.000128651703402 
                  541                  255                  250       0.278105909144 
                 2226                 1336                  100                  0.0 
                 1099                  271                  200       0.073518348426 
                 5100                 3093                  250    0.000110236368027 
                 3880                  265                  150                  0.0 
                  483                  205                  150                  0.0 
                 2797                  844                  250      0.0841477969924 
                 2917                  412                  150                  0.0 
                 2390                  370                  250     0.00746208848458 
                 2823                  305                  300    9.92372471994e-05 
                 1195                  157                  100                  0.0 
                  541                  445                  250       0.312694243911 
                 2797                  566                  250      0.0515902330834 
                  577                  215                  150                  0.0 
                 3369                  722                  150                  0.0 
                 1644                  105                  100                  0.0 
                 2797                 2792                  250     0.00302848562016 
                  797                  624                  300       0.317954112161 
                 1404                  249                  100                  0.0 
                  589                  305                  300       0.317130310393 
                 1468                  255                  250      0.0176006921107 
                  929                  634                  200       0.145963625865 
                 2456                  205                  200    0.000100418029911 
                 1195                  530                  100                  0.0 
                 1012                  153                  100                  0.0 
                  397                  392                  300       0.342181724217 
                 3916                 1171                  100                  0.0 
                 1468                  817                  250       0.135299033004 
                 2917                  672                  150                  0.0 
                 2226                  105                  100                  0.0 
                 3416                  105                  100                  0.0 
                 1769                  983                  300       0.147028358021 
                  716                  273                  100                  0.0 
                 2859                 2854                  200      0.0013997160142 
                 1917                  276                  100                  0.0 
                  463                  396                  250       0.314281054139 
                 2972                 1700                  100                  0.0 
                 2576                 2571                  100                  0.0 
                  315                  307                  300       0.312421997644 
                  279                  105                  100                  0.0 
                 1468                 1463                  250      0.0284805289822 
                  341                  232                  200       0.266924256315 
                 2036                  360                  250      0.0173278256292 
                 1917                  170                  100                  0.0 
                  463                  255                  250       0.292053016867 
                  339                  250                  100                  0.0 
                  412                  105                  100                  0.0 
                 4432                 4427                  200    0.000582292000551 
                 1644                  262                  100                  0.0 
                  203                  198                  150                  0.0 
                 2071                  577                  300       0.112209055012 
                 5100                  731                  100                  0.0 
                 1012                 1007                  100                  0.0 
                 2421                  858                  300       0.126045553442 
                 1012                  691                  100                  0.0 
                 2518                  247                  150                  0.0 
                  929                  205                  200      0.0548839117933 
                 3319                  326                  200    0.000215899933568 
                 1404                  909                  100                  0.0 
                  933                  928                  300       0.211786788857 
                 1731                  482                  250       0.104542028184 
                  228                  185                  100                  0.0 
                  412                  290                  100                  0.0 
                 5100                 5095                  150                  0.0 
                 2859                 1186                  200      0.0294699080095 
                 5100                  350                  200    2.25660911878e-05 
                  589                  584                  300       0.352701054279 
                 1858                  155                  150                  0.0 
                 3285                 1000                  300      0.0949705315115 
                 5100                 1930                  100                  0.0 
                 1095                  305                  300       0.120614036331 
                  661                  656                  200       0.162925285118 
                 2167                  240                  150                  0.0 
                 3916                  351                  100                  0.0 
                 1243                  255                  250      0.0405898941421 
                 2917                 1095                  150                  0.0 
                 1285                 1280                  300      0.0974714103141 
                 5100                  277                  150                  0.0 
                 2226                  290                  100                  0.0 
                 2071                  305                  300     0.00437861265691 
                  412                  207                  100                  0.0 
                 4475                 2392                  100                  0.0 
                 2167                  579                  150                  0.0 
                  512                  393                  300       0.333966001586 
                  784                  558                  200       0.185803470124 
                 1298                  279                  200      0.0444017424814 
                 5100                  255                  250                  0.0 
                 2071                  794                  300       0.148259745988 
                  750                  745                  250       0.211805804789 
                  557                  336                  200       0.262183841836 
                 5100                 1022                  200      0.0381759304004 
                  471                  252                  200       0.263419256231 
                 1731                  912                  250       0.106091927923 
                  115                  107                  100                  0.0 
                 1285                  305                  300      0.0745741593276 
                 5100                 2982                  200    7.59440470498e-05 
                  463                  342                  250       0.311270177729 
                 1588                 1583                  150                  0.0 
                 3416                 1910                  100                  0.0 
                  279                  216                  100                  0.0 
                  400                  242                  200       0.268711641757 
                 3813                  708                  300      0.0431304895859 
                 1099                  358                  200       0.137244359258 
                  294                  205                  200        0.25791405758 
                  688                  325                  150                  0.0 
                 1796                 1248                  200      0.0125650737002 
                 3416                  188                  100                  0.0 
                  589                  359                  300       0.330391219017 
                 3916                  641                  100                  0.0 
                  853                  423                  100                  0.0 
                  255                  226                  200        0.24512904365 
                  448                  305                  300       0.321121593086 
                  471                  380                  200       0.274199327751 
                  152                  124                  100                  0.0 
                 5100                 1591                  150                  0.0 
                 5100                 1878                  250      0.0128830279821 
                  255                  250                  200       0.262490692873 
                  284                  155                  150                  0.0 
                 2226                  175                  100                  0.0 
                 1243                  951                  250       0.102455442539 
                 4416                  476                  300    0.000213410587593 
                 1352                  939                  150                  0.0 
                  279                  170                  100                  0.0 
                  716                  105                  100                  0.0 
                 1195                  353                  100                  0.0 
                 3798                 3793                  250     0.00168417030063 
                  684                  556                  300       0.337157750517 
                  970                  155                  150                  0.0 
                 1508                  677                  300        0.20398207363 
                 3798                 2419                  250     0.00019402580431 
                 1529                  559                  200       0.114187976696 
                 1796                  870                  200       0.063776514291 
                  341                  205                  200       0.268146643439 
                 4416                 1810                  300      0.0312211044719 
                  338                  275                  150                  0.0 
                  497                  105                  100                  0.0 
                 1243                  432                  250       0.167566159178 
                 1147                 1142                  150                  0.0 
                 1012                  223                  100                  0.0 
                 2167                  898                  150                  0.0 
                 4416                 4411                  300     0.00204955069588 
                 1858                  354                  150                  0.0 
                  294                  243                  200        0.25170324111 
                  661                  490                  200       0.223431588962 
                  348                  343                  250       0.318874462136 
                  483                  361                  150                  0.0 
                 2036                 2031                  250     0.00775920264747 
                 1050                  255                  250      0.0756713588837 
                  400                  285                  200        0.27176897838 
                 2071                 1092                  300       0.113834800549 
                 1796                  205                  200    0.000752231193038 
                 1099                  474                  200        0.15843813026 
                  797                  387                  300       0.298511140744 
                 2036                  720                  250       0.116658831426 
                 1529                  286                  200      0.0248227161025 
                 4432                  205                  200    7.01310406236e-06 
                 4454                  271                  150                  0.0 
                 1298                  379                  200       0.107557278469 
                  636                  401                  250       0.301862769834 
                 2167                 1393                  150                  0.0 
                  684                  373                  300       0.317116126967 
                  228                  127                  100                  0.0 
                 1298                  515                  200       0.136794301345 
                 1858                  536                  150                  0.0 
                 4432                  953                  200      0.0436324642376 
                 3369                  155                  150                  0.0 
                 2917                 1786                  150                  0.0 
                 2103                  656                  200      0.0820164758965 
                 2456                  709                  200      0.0703428839186 
                 1243                  562                  250        0.19144613301 
                 1644                 1639                  100                  0.0 
                 2036                 1437                  250      0.0169110872765 
                 2390                 2385                  250     0.00444411672636 
                 2823                 2818                  300     0.00534083389303 
                  240                  155                  150                  0.0 
                 2917                 2912                  150                  0.0 
                  284                  180                  150                  0.0 
                 3880                  453                  150                  0.0 
                 3798                  400                  250    0.000147435062566 
                  853                  211                  100                  0.0 
                 4475                 1280                  100                  0.0 
                 4416                  743                  300      0.0324393113385 
                 1917                 1179                  100                  0.0 
                 2167                  155                  150                  0.0 
                 5100                 1188                  100                  0.0 
                 3285                 1486                  300      0.0540316784056 
                 5100                  692                  250      0.0126785064047 
                 4432                 2653                  200    6.41261496277e-05 
                 1285                  437                  300       0.184250507238 
                  399                  255                  250       0.301228111463 
                 3798                  983                  250      0.0641880849103 
                  448                  335                  300       0.322944995007 
                 3916                 3911                  100                  0.0 
                 1352                  222                  150                  0.0 
                  284                  241                  150                  0.0 
                  497                  334                  100                  0.0 
                 3841                  205                  200                  0.0 
                 2797                  380                  250     0.00267817597631 
                 5100                  305                  300    1.56432370853e-07 
                 1099                  205                  200       0.029061006511 
                 2456                 2451                  200     0.00244039673556 
                 1917                  727                  100                  0.0 
                 5100                  889                  150                  0.0 
                 2859                 1840                  200     0.00073874911661 
                 1769                  547                  300        0.14267864739 
                 3285                  453                  300     0.00270383233039 
                 3264                  596                  250      0.0385478658794 
                 5100                  155                  150                  0.0 
                 3880                  155                  150                  0.0 
                  203                  155                  150                  0.0 
                  577                  155                  150                  0.0 
                 4407                  410                  250     8.1177507762e-05 
                  338                  333                  150                  0.0 
                 3369                 3364                  150                  0.0 
                 1404                  162                  100                  0.0 
                  750                  436                  250       0.280571243109 
                  512                  447                  300       0.337802696197 
                  970                  711                  150                  0.0 
                  888                  647                  250       0.225488668447 
                 3841                 2354                  200    5.34667472045e-05 
                 3416                  598                  100                  0.0 
                 1468                 1093                  250      0.0630731685841 
                 1529                 1091                  200      0.0248078094613 
                  688                  155                  150                  0.0 
                 2576                  305                  100                  0.0 
                 5100                  488                  300    0.000132106914572 
                 2917                  155                  150                  0.0 
                  589                  496                  300       0.345068935535 
                 5100                 5095                  300     0.00133504246022 
                  448                  368                  300       0.319462151647 
                 3319                 2084                  200    0.000198508948108 
                  818                  355                  150                  0.0 
                  750                  333                  250       0.256800942141 
                 2518                  624                  150                  0.0 
                 3264                  912                  250      0.0737922316203 
                 2421                  305                  300    0.000967761257269 
                 4407                 1059                  250       0.057453164997 
                 2518                 2513                  150                  0.0 
                  348                  255                  250       0.293266038051 
                 3880                 2266                  150                  0.0 
                 3813                  465                  300    0.000786574581954 
                 2036                 1017                  250      0.0810303189913 
                 4454                 1453                  150                  0.0 
                  797                  491                  300       0.325607918293 
                 1285                  625                  300       0.237327194598 
                 1796                  294                  200      0.0119158181113 
                  784                  205                  200      0.0922733475454 
                  483                  272                  150                  0.0 
                  412                  147                  100                  0.0 
                  512                  507                  300       0.356094402429 
                 1352                  155                  150                  0.0 
                  512                  346                  300       0.332563305997 
                 4454                  155                  150                  0.0 
                 4407                  659                  250      0.0214887714404 
                 1298                  951                  200      0.0467556681705 
                 1858                 1225                  150                  0.0 
                 3916                  192                  100                  0.0 
                 1917                  448                  100                  0.0 
                  463                  458                  250       0.330513557511 
                  483                  478                  150                  0.0 
                  577                  298                  150                  0.0 
                 2859                  765                  200      0.0619867579014 
                 1195                 1190                  100                  0.0 
                 4454                 2543                  150                  0.0 
                  186                  105                  100                  0.0 
                 2390                  780                  250      0.0976225133089 
                  970                  525                  150                  0.0 
                 2859                  205                  200     4.1888239794e-05 
                 2103                  302                  200     0.00505074788006 
                 5100                  171                  100                  0.0 
                 1796                  422                  200      0.0668753489348 
                  853                  105                  100                  0.0 
                 1468                  611                  250       0.162250521825 
                 2456                 1072                  200      0.0383594153562 
                 5100                 1993                  300      0.0223352807147 
                  348                  296                  250       0.287253960114 
                 5100                  598                  200     0.00707645178786 
                  279                  274                  100                  0.0 
                  255                  205                  200       0.247743816808 
                  186                  138                  100                  0.0 
                 1644                 1037                  100                  0.0 
                 3841                  544                  200      0.0178625861305 
                  818                  155                  150                  0.0 
                 3319                 3314                  200       0.001542570841 
                  279                  133                  100                  0.0 
                 1731                 1726                  250      0.0148254797311 
                 1298                  205                  200      0.0116269014297 
                  228                  223                  100                  0.0 
                 2823                 1945                  300     0.00739503518691 
                 1588                  495                  150                  0.0 
                  397                  305                  300       0.312245254879 
                  339                  105                  100                  0.0 
                 3264                  390                  250     0.00084659466913 
                  688                  225                  150                  0.0 
                  240                  235                  150                  0.0 
                  970                  210                  150                  0.0 
                  661                  205                  200       0.143664262274 
                 1769                 1764                  300      0.0305717769538 
                  228                  105                  100                  0.0 
                 1404                  590                  100                  0.0 
                  152                  147                  100                  0.0 
                 1147                  421                  150                  0.0 
                 2917                  253                  150                  0.0 
                  400                  335                  200        0.28003020603 
                 2576                  520                  100                  0.0 
                 3416                  335                  100                  0.0 
                 2456                  310                  200     0.00197427101581 
                 5100                 5095                  100                  0.0 
                 1508                  398                  300      0.0956756721341 
                 2103                 2098                  200     0.00315172883802 
                 1404                  105                  100                  0.0 
                  471                  466                  200       0.258842053235 
                 5100                  497                  150                  0.0 
                  750                  570                  250       0.266559920527 
                 2797                 1257                  250      0.0482820103786 
                 5100                 2847                  150                  0.0 
                 2421                  608                  300      0.0896413459321 
                  404                  196                  150                  0.0 
                  339                  140                  100                  0.0 
                 1352                  457                  150                  0.0 
                 5100                  450                  100                  0.0 
                  341                  336                  200       0.294704958084 
                 2071                 2066                  300      0.0141923094629 
                  888                  255                  250       0.122862076902 
                  448                  443                  300       0.356316752417 
                  341                  297                  200       0.278599851743 
                  929                  924                  200      0.0692361282953 
                 3319                  824                  200       0.056838676328 
