#               mhscp              mrec300 
                  300                  0.0 
                  150                  0.0 
                  350                  0.0 
                  500        0.41507619963 
                  550       0.413981813258 
                  600       0.411917043165 
                  100                  0.0 
                  200                  0.0 
                  250                  0.0 
                  650       0.432987035666 
                  400                  0.0 
                  450                  0.0 
