#                prod                mhscp              mrec400 
                 1432                  250                  0.0 
                  607                  150                  0.0 
                 2082                  700       0.511553180129 
                 2629                  150                  0.0 
                  455                  450                  0.0 
                 4285                  450                  0.0 
                 3579                  800       0.341831847718 
                  503                  150                  0.0 
                 2046                  350                  0.0 
                 1217                  500                  0.0 
                  274                  250                  0.0 
                 3003                  250                  0.0 
                 4262                  550                  0.0 
                 2972                  550                  0.0 
                  637                  500                  0.0 
                  494                  200                  0.0 
                 1765                  300                  0.0 
                  852                  200                  0.0 
                  418                  150                  0.0 
                  886                  150                  0.0 
                  449                  400                  0.0 
                 5100                  450                  0.0 
                 3577                  400                  0.0 
                 4366                  100                  0.0 
                  880                  400                  0.0 
                 3595                  450                  0.0 
                 3027                  300                  0.0 
                  205                  200                  0.0 
                  588                  500                  0.0 
                 5100                  200                  0.0 
                  751                  550                  0.0 
                  324                  300                  0.0 
                 3013                  450                  0.0 
                  576                  550                  0.0 
                 1033                  400                  0.0 
                 5100                  550                  0.0 
                 2116                  450                  0.0 
                 1490                  200                  0.0 
                  346                  100                  0.0 
                 4248                  700        0.19579594733 
                  218                  150                  0.0 
                  195                  100                  0.0 
                 4287                  250                  0.0 
                 4252                  500                  0.0 
                  420                  250                  0.0 
                 1472                  300                  0.0 
                 2989                  400                  0.0 
                 3540                  700       0.281766643606 
                 1438                  500                  0.0 
                  947                  800       0.434737661875 
                 1791                  200                  0.0 
                  660                  400                  0.0 
                  590                  200                  0.0 
                 5100                  300                  0.0 
                  626                  600                  0.0 
                  505                  500                  0.0 
                 1069                  150                  0.0 
                  708                  200                  0.0 
                 1844                  800       0.548304223713 
                  164                  100                  0.0 
                  984                  250                  0.0 
                 1546                  150                  0.0 
                  755                  700       0.406622480212 
                  899                  500                  0.0 
                  800                  600                  0.0 
                  623                  300                  0.0 
                 1086                  550                  0.0 
                 1700                  350                  0.0 
                 4270                  800       0.243655669533 
                 5100                  400                  0.0 
                 1306                  600                  0.0 
                 3541                  500                  0.0 
                 3062                  200                  0.0 
                  627                  100                  0.0 
                 3725                  100                  0.0 
                  235                  100                  0.0 
                 1113                  800       0.467948078375 
                 4266                  350                  0.0 
                 2947                  500                  0.0 
                  638                  550                  0.0 
                 2516                  600                  0.0 
                  417                  300                  0.0 
                  684                  250                  0.0 
                  477                  350                  0.0 
                  377                  300                  0.0 
                  309                  200                  0.0 
                 1112                  100                  0.0 
                 1728                  250                  0.0 
                 4316                  200                  0.0 
                 2485                  550                  0.0 
                  575                  250                  0.0 
                  432                  350                  0.0 
                  575                  450                  0.0 
                 2156                  800        0.54107051384 
                 2464                  350                  0.0 
                  482                  400                  0.0 
                 1777                  450                  0.0 
                 1496                  450                  0.0 
                 3560                  550                  0.0 
                  399                  350                  0.0 
                  605                  600                  0.0 
                 4276                  400                  0.0 
                  612                  350                  0.0 
                 1237                  200                  0.0 
                 2081                  400                  0.0 
                  305                  300                  0.0 
                  357                  200                  0.0 
                  848                  700       0.423352039159 
                 2115                  300                  0.0 
                  761                  100                  0.0 
                  192                  150                  0.0 
                  552                  500                  0.0 
                  686                  550                  0.0 
                 4273                  600                  0.0 
                  788                  500                  0.0 
                  251                  150                  0.0 
                 5100                  150                  0.0 
                  531                  450                  0.0 
                 1394                  800       0.515167429917 
                 1261                  550                  0.0 
                  105                  100                  0.0 
                 1909                  100                  0.0 
                 2268                  100                  0.0 
                 1187                  250                  0.0 
                 4342                  150                  0.0 
                  855                  800       0.422514956346 
                  893                  800       0.414023700714 
                  355                  350                  0.0 
                  702                  500                  0.0 
                 1522                  600                  0.0 
                  922                  100                  0.0 
                 1711                  500                  0.0 
                  602                  550                  0.0 
                 2210                  150                  0.0 
                  244                  200                  0.0 
                  988                  350                  0.0 
                  805                  800       0.431257851983 
                  422                  100                  0.0 
                  836                  550                  0.0 
                  327                  250                  0.0 
                 1600                  100                  0.0 
                  734                  150                  0.0 
                  946                  550                  0.0 
                 3611                  300                  0.0 
                  794                  700       0.408479895842 
                 1764                  700       0.531927350656 
                  818                  250                  0.0 
                 5100                  500                  0.0 
                  993                  600                  0.0 
                  652                  600                  0.0 
                 5100                  100                  0.0 
                  633                  450                  0.0 
                  173                  150                  0.0 
                 5100                  250                  0.0 
                 1336                  100                  0.0 
                  346                  300                  0.0 
                 3169                  100                  0.0 
                  499                  450                  0.0 
                 2539                  800       0.510792334833 
                 1508                  700       0.525666861345 
                 1018                  800       0.448485398904 
                  757                  400                  0.0 
                  926                  450                  0.0 
                  417                  200                  0.0 
                  475                  450                  0.0 
                 2525                  450                  0.0 
                 3579                  600                  0.0 
                  731                  300                  0.0 
                 2081                  550                  0.0 
                 1594                  800       0.536091169247 
                  710                  350                  0.0 
                  223                  200                  0.0 
                  827                  800       0.431773538525 
                  537                  300                  0.0 
                 1236                  800       0.492916697882 
                 2117                  600                  0.0 
                  272                  200                  0.0 
                 2568                  200                  0.0 
                 2494                  400                  0.0 
                  284                  100                  0.0 
                  705                  700       0.410485735517 
                 3593                  250                  0.0 
                 1027                  200                  0.0 
                 5100                  350                  0.0 
                 2532                  300                  0.0 
                 3559                  350                  0.0 
                 3641                  200                  0.0 
                 2453                  500                  0.0 
                 1750                  550                  0.0 
                 1222                  400                  0.0 
                 2474                  700       0.462559539319 
                 2045                  500                  0.0 
                 5100                  800       0.166862478301 
                 2147                  200                  0.0 
                  350                  150                  0.0 
                 2998                  600                  0.0 
                  526                  400                  0.0 
                 2955                  700       0.369665494673 
                 2686                  100                  0.0 
                 1018                  700       0.465484088548 
                  526                  500                  0.0 
                 4297                  300                  0.0 
                  297                  250                  0.0 
                  122                  100                  0.0 
                  864                  300                  0.0 
                  155                  150                  0.0 
                 3685                  150                  0.0 
                 1078                  450                  0.0 
                  255                  250                  0.0 
                 1179                  350                  0.0 
                  709                  450                  0.0 
                  884                  600                  0.0 
                 1229                  300                  0.0 
                 1480                  550                  0.0 
                  687                  600                  0.0 
                 1132                  600                  0.0 
                  405                  400                  0.0 
                  295                  150                  0.0 
                  536                  350                  0.0 
                  469                  300                  0.0 
                  727                  700       0.408447629693 
                 5100                  600                  0.0 
                  805                  450                  0.0 
                 2964                  350                  0.0 
                  833                  350                  0.0 
                  425                  400                  0.0 
                  555                  550                  0.0 
                 2503                  250                  0.0 
                 1304                  700       0.504281921197 
                 1287                  150                  0.0 
                  584                  400                  0.0 
                  367                  250                  0.0 
                 3117                  150                  0.0 
                  515                  100                  0.0 
                 1455                  400                  0.0 
                  736                  600                  0.0 
                 1851                  150                  0.0 
                 1266                  450                  0.0 
                  921                  700        0.43935806447 
                  140                  100                  0.0 
                 1143                  700        0.48944328602 
                 1414                  350                  0.0 
                 1040                  500                  0.0 
                 1029                  300                  0.0 
                 5100                  700       0.134794740233 
                 1738                  400                  0.0 
                 1789                  600                  0.0 
                 3008                  800       0.433800046691 
                  488                  250                  0.0 
                 2081                  250                  0.0 
                  375                  350                  0.0 
