#                prod                 mint                mhscp              mrec200 
                  557                  552                  400       0.484162922632 
                 1273                  953                  400       0.455190090579 
                 4406                 1415                  450       0.128183127443 
                 5100                  450                  100                  0.0 
                 2383                 1318                  400       0.180313982642 
                 1147                  819                  150                  0.0 
                 1352                  222                  150                  0.0 
                 1731                  482                  250                  0.0 
                 1741                 1736                  400       0.148280048148 
                 4377                  724                  500     0.00346158548393 
                  541                  445                  250                  0.0 
                 5100                 1746                  200                  0.0 
                 1091                  897                  500       0.571603250632 
                 2742                 2737                  500       0.032913529191 
                  577                  413                  150                  0.0 
                  512                  447                  300                  0.0 
                 2576                 2571                  100                  0.0 
                  853                  149                  100                  0.0 
                 3285                 1000                  300                  0.0 
                 1404                  590                  100                  0.0 
                 1262                 1001                  500       0.563184461881 
                  933                  928                  300                  0.0 
                 2383                  731                  400       0.183987463551 
                 3369                  155                  150                  0.0 
                  940                  935                  400       0.512641823786 
                  662                  657                  350       0.513075195529 
                 2036                 2031                  250                  0.0 
                 4454                 4449                  150                  0.0 
                  512                  346                  300                  0.0 
                 1147                  587                  150                  0.0 
                  365                  357                  350       0.385870301413 
                  452                  355                  350       0.446816548533 
                 1796                 1791                  200                  0.0 
                 1731                  255                  250                  0.0 
                  862                  533                  450       0.553216369511 
                 2071                  794                  300                  0.0 
                 3783                 2604                  400     0.00313389935576 
                 1352                  655                  150                  0.0 
                  576                  355                  350       0.498659986125 
                 3369                  432                  150                  0.0 
                 4416                 2826                  300                  0.0 
                 4377                 1486                  500       0.142010072848 
                  758                  455                  450       0.531475054796 
                  115                  107                  100                  0.0 
                  606                  601                  450       0.478221052407 
                 4389                 1897                  350      0.0425858579286 
                  987                  551                  450       0.560830579577 
                  797                  491                  300                  0.0 
                 1091                  612                  500       0.581420679113 
                 5100                 2358                  500      0.0653100948711 
                 2001                 1004                  500       0.398345305393 
                 1195                 1190                  100                  0.0 
                 2797                  844                  250                  0.0 
                  471                  309                  200                  0.0 
                 1404                  162                  100                  0.0 
                 3798                  255                  250                  0.0 
                 2415                 1825                  450      0.0981939665093 
                 3271                 3266                  450     0.00739905171171 
                 3226                 3221                  350     0.00432365927881 
                 1529                  559                  200                  0.0 
                 1195                  530                  100                  0.0 
                 1099                 1094                  200                  0.0 
                 2421                  858                  300                  0.0 
                  741                  555                  500       0.529268351449 
                  853                  423                  100                  0.0 
                 1230                  484                  350       0.402018438593 
                 2456                  709                  200                  0.0 
                  888                  647                  250                  0.0 
                 2351                  666                  350       0.150013167555 
                 1446                  504                  350       0.314084905497 
                  929                  435                  200                  0.0 
                 4397                 2952                  400     0.00036462400363 
                 2351                 2346                  350      0.0160723936549 
                 3226                 1069                  350       0.126330647809 
                 1769                 1317                  300                  0.0 
                  784                  558                  200                  0.0 
                 1468                 1463                  250                  0.0 
                 2784                 1061                  400       0.180781754668 
                  356                  305                  300                  0.0 
                 2784                 2016                  400      0.0286652131791 
                 5100                  863                  350      0.0330223276464 
                  835                  830                  500       0.554602138265 
                 3249                 2293                  400      0.0100789026066 
                 1769                  305                  300                  0.0 
                 5100                  305                  300                  0.0 
                 1702                 1307                  350       0.158163391254 
                  758                  516                  450       0.547760622981 
                  400                  395                  200                  0.0 
                 3264                  912                  250                  0.0 
                 2036                  360                  250                  0.0 
                  684                  305                  300                  0.0 
                 3767                 1156                  350       0.107557865812 
                 5100                 3406                  450    0.000134658118561 
                 3916                 3911                  100                  0.0 
                 5100                  742                  500    0.000583078925968 
                 2784                 2779                  400     0.00996372955547 
                  970                  210                  150                  0.0 
                  339                  334                  100                  0.0 
                  465                  457                  450       0.399545886204 
                 1779                  716                  450       0.390571444892 
                 3813                  465                  300                  0.0 
                  750                  333                  250                  0.0 
                 2342                  652                  500       0.169644320931 
                 2001                 1996                  350      0.0412946179018 
                 2351                  355                  350     0.00700887912035 
                  750                  255                  250                  0.0 
                 2390                 1132                  250                  0.0 
                  607                  551                  500       0.462682452798 
                 5100                 3187                  300                  0.0 
                 2390                  255                  250                  0.0 
                 5100                 5095                  200                  0.0 
                 1404                 1399                  100                  0.0 
                  750                  436                  250                  0.0 
                  497                  334                  100                  0.0 
                  541                  370                  250                  0.0 
                  315                  307                  300                  0.0 
                 5100                  205                  200                  0.0 
                 4407                 1059                  250                  0.0 
                 3285                  305                  300                  0.0 
                 1147                  302                  150                  0.0 
                 4397                  603                  400      0.0010997741771 
                  507                  387                  350       0.480344097049 
                 2073                 2068                  450       0.111134197253 
                 1095                  793                  300                  0.0 
                 1243                  731                  250                  0.0 
                 1316                  593                  450        0.51034073418 
                  448                  443                  300                  0.0 
                 3916                  105                  100                  0.0 
                 1092                  518                  400       0.512741115388 
                 2812                 2807                  450      0.0179899197716 
                 2103                  966                  200                  0.0 
                  541                  536                  250                  0.0 
                 2167                  240                  150                  0.0 
                 3880                  775                  150                  0.0 
                 2823                  640                  300                  0.0 
                 2342                  842                  500       0.289528321256 
                 2167                 1393                  150                  0.0 
                  408                  378                  350        0.40801491327 
                 2226                  803                  100                  0.0 
                 2103                 1424                  200                  0.0 
                  458                  405                  400       0.411217214736 
                 3767                  780                  350       0.065555448362 
                  606                  455                  450       0.485041014841 
                  767                  355                  350       0.499591718873 
                 4416                 1160                  300                  0.0 
                 2823                 1343                  300                  0.0 
                  576                  571                  350       0.505505822293 
                 4377                 3051                  500       0.002446142584 
                  661                  656                  200                  0.0 
                 2917                  672                  150                  0.0 
                 2001                  842                  350       0.231261579469 
                 5100                 2847                  150                  0.0 
                  758                  753                  450       0.541122916043 
                  452                  398                  350       0.435992023779 
                 3271                  455                  450     0.00124772015222 
                  502                  497                  400       0.445027794478 
                 3208                 1272                  500       0.202951955624 
                 1644                  656                  100                  0.0 
                 3798                  983                  250                  0.0 
                 1137                  455                  450       0.495063403684 
                 1230                  659                  350       0.441903638276 
                 2576                  520                  100                  0.0 
                  853                  599                  100                  0.0 
                 1741                  516                  400       0.228175364123 
                 1050                  363                  250                  0.0 
                 5100                 1188                  100                  0.0 
                 3249                  810                  400       0.111405177441 
                 4475                  196                  100                  0.0 
                  576                  400                  350       0.508288554818 
                 2036                  720                  250                  0.0 
                 1285                  437                  300                  0.0 
                 3416                 1069                  100                  0.0 
                  497                  492                  100                  0.0 
                  784                  205                  200                  0.0 
                  666                  578                  500       0.492825903084 
                 2421                 2416                  300                  0.0 
