#               mhscp              mrec300 
                  600       0.373467744827 
                  550       0.358697694067 
                  200                  0.0 
                  150                  0.0 
                  100                  0.0 
                  650       0.387123152984 
                  250                  0.0 
                  350                  0.0 
                  400                  0.0 
                  450                  0.0 
                  300                  0.0 
                  500       0.343629478269 
