#               mhscp              mrec300 
                  300                  0.0 
                  150                  0.0 
                  350                  0.0 
                  500       0.375436683912 
                  550       0.388199529413 
                  600        0.40269852424 
                  100                  0.0 
                  200                  0.0 
                  250                  0.0 
                  650        0.41359738185 
                  400                  0.0 
                  450                  0.0 
