#               mhscp              mrec500 
                  600                  0.0 
                 1000        0.42859425035 
                  550                  0.0 
                  750                  0.0 
                  200                  0.0 
                  150                  0.0 
                  900       0.429990842156 
                  950       0.422581987804 
                  100                  0.0 
                  650                  0.0 
                  700                  0.0 
                  850       0.425745198809 
                  250                  0.0 
                  350                  0.0 
                  400                  0.0 
                  800                  0.0 
                  450                  0.0 
                  300                  0.0 
                  500                  0.0 
