#               mhscp              mrec300 
                  700       0.437660775094 
                 3500      0.0871379730003 
                 1000       0.488349800301 
                  300                  0.0 
                  150                  0.0 
                  800       0.446535796818 
                  350                  0.0 
                  500        0.41507619963 
                 2800       0.141384672061 
                  550       0.413981813258 
                 1900       0.354012148589 
                 2200       0.215785411032 
                 5000      0.0086001765651 
                 1450       0.434421045428 
                  950       0.472251726191 
                 4000      0.0559502528568 
                 1600         0.4262276174 
                  600       0.411917043165 
                 3000       0.126193019147 
                  850       0.448923244812 
                  100                  0.0 
                  200                  0.0 
                 4500      0.0266399037961 
                 1350       0.471652098064 
                 1300       0.495673739424 
                 1150        0.51525591891 
                 1700       0.429126582329 
                 1400       0.446574646562 
                  750       0.445476953691 
                 2400       0.164610988025 
                 1050       0.489874059593 
                  250                  0.0 
                  900       0.455271119948 
                 2600       0.154808302158 
                 1800       0.400592613924 
                 1250       0.509825694635 
                 1100       0.505060806708 
                  650       0.432987035666 
                  400                  0.0 
                 1200       0.514132125186 
                  450                  0.0 
                 2000       0.301003375183 
                 1500       0.430281538625 
