#               mhscp              mrec500 
                  700                  0.0 
                 1000       0.432961916937 
                  300                  0.0 
                  150                  0.0 
                  800                  0.0 
                  350                  0.0 
                  500                  0.0 
                  550                  0.0 
                  950       0.439465484942 
                  600                  0.0 
                  850       0.435430059257 
                  100                  0.0 
                  200                  0.0 
                  750                  0.0 
                  250                  0.0 
                  900       0.438774624636 
                  650                  0.0 
                  400                  0.0 
                  450                  0.0 
