14.4126836797  1435.86873816
35.6636752667  204.115288518
77.7987037866  234.401998824
94.1821498146  246.79319407
110.657334506  235.735986919
117.818346653  205.381282075
136.500655662  1430.18309958
155.377234781  205.329476712
169.380871949  225.999816523
192.855177029  225.967438171
232.729117312  1434.1883017
244.266603349  285.206870686
248.788779822  329.338564236
281.760734773  301.706878781
310.34542305  1395.46055507
336.458563804  1320.94177833
344.769007442  396.792384612
348.762337501  1176.0972214
363.543055113  398.145799718
364.703279387  1301.59247527
371.875084319  1268.47913485
414.88972473  473.937045691
424.279446762  1073.92409435
428.936533034  483.572843197
452.443216465  475.264558116
458.546535786  715.256139745
461.050461661  675.252686054
464.865710786  900.075009848
465.070773681  847.6609339
466.808411896  1003.52060612
471.778488902  933.168923258
475.340107604  622.819183094
475.480413795  586.956920603
488.814898359  778.662666141
488.906637022  755.214263743
496.790765694  540.03097529
