txName: HSCPM8
constraint: [[['ALL','ALL']],[['ALL','ALL']]]
condition: None
conditionDescription: None
finalState: [HSCP,HSCP]
susyProcess: pp --> squark squark, squark --> quark quark stau_1
figureUrl: None
publishedData: False
validated: Not done yet
axes: [[x, y], [x, y]]
efficiencyMap: [[[[55*GeV,50*GeV],[55*GeV,50*GeV]],0.0],
[[[155*GeV,50*GeV],[155*GeV,50*GeV]],0.0],
[[[155*GeV,100*GeV],[155*GeV,100*GeV]],0.0],
[[[155*GeV,150*GeV],[155*GeV,150*GeV]],0.0],
[[[255*GeV,50*GeV],[255*GeV,50*GeV]],0.0],
[[[255*GeV,100*GeV],[255*GeV,100*GeV]],0.0],
[[[255*GeV,150*GeV],[255*GeV,150*GeV]],0.0],
[[[255*GeV,200*GeV],[255*GeV,200*GeV]],0.0],
[[[255*GeV,250*GeV],[255*GeV,250*GeV]],0.0],
[[[355*GeV,50*GeV],[355*GeV,50*GeV]],0.0],
[[[355*GeV,100*GeV],[355*GeV,100*GeV]],0.0],
[[[355*GeV,150*GeV],[355*GeV,150*GeV]],0.0],
[[[355*GeV,180*GeV],[355*GeV,180*GeV]],0.0],
[[[355*GeV,190*GeV],[355*GeV,190*GeV]],0.0],
[[[355*GeV,200*GeV],[355*GeV,200*GeV]],0.0],
[[[355*GeV,210*GeV],[355*GeV,210*GeV]],0.0],
[[[355*GeV,220*GeV],[355*GeV,220*GeV]],0.0],
[[[355*GeV,230*GeV],[355*GeV,230*GeV]],0.0],
[[[355*GeV,240*GeV],[355*GeV,240*GeV]],0.0],
[[[355*GeV,250*GeV],[355*GeV,250*GeV]],0.0],
[[[355*GeV,260*GeV],[355*GeV,260*GeV]],0.0],
[[[355*GeV,270*GeV],[355*GeV,270*GeV]],0.0],
[[[355*GeV,280*GeV],[355*GeV,280*GeV]],0.0],
[[[355*GeV,290*GeV],[355*GeV,290*GeV]],0.0],
[[[355*GeV,300*GeV],[355*GeV,300*GeV]],0.0],
[[[355*GeV,310*GeV],[355*GeV,310*GeV]],0.0],
[[[355*GeV,320*GeV],[355*GeV,320*GeV]],0.538],
[[[355*GeV,330*GeV],[355*GeV,330*GeV]],0.537],
[[[355*GeV,340*GeV],[355*GeV,340*GeV]],0.536],
[[[355*GeV,350*GeV],[355*GeV,350*GeV]],0.538],
[[[455*GeV,50*GeV],[455*GeV,50*GeV]],0.0],
[[[455*GeV,100*GeV],[455*GeV,100*GeV]],0.0],
[[[455*GeV,150*GeV],[455*GeV,150*GeV]],0.0],
[[[455*GeV,200*GeV],[455*GeV,200*GeV]],0.0],
[[[455*GeV,250*GeV],[455*GeV,250*GeV]],0.0],
[[[455*GeV,300*GeV],[455*GeV,300*GeV]],0.0],
[[[455*GeV,350*GeV],[455*GeV,350*GeV]],0.577],
[[[455*GeV,380*GeV],[455*GeV,380*GeV]],0.576],
[[[455*GeV,390*GeV],[455*GeV,390*GeV]],0.576],
[[[455*GeV,400*GeV],[455*GeV,400*GeV]],0.576],
[[[455*GeV,410*GeV],[455*GeV,410*GeV]],0.57],
[[[455*GeV,420*GeV],[455*GeV,420*GeV]],0.575],
[[[455*GeV,430*GeV],[455*GeV,430*GeV]],0.571],
[[[455*GeV,440*GeV],[455*GeV,440*GeV]],0.567],
[[[455*GeV,450*GeV],[455*GeV,450*GeV]],0.573],
[[[555*GeV,50*GeV],[555*GeV,50*GeV]],0.0],
[[[555*GeV,100*GeV],[555*GeV,100*GeV]],0.0],
[[[555*GeV,150*GeV],[555*GeV,150*GeV]],0.0],
[[[555*GeV,200*GeV],[555*GeV,200*GeV]],0.0],
[[[555*GeV,250*GeV],[555*GeV,250*GeV]],0.0],
[[[555*GeV,300*GeV],[555*GeV,300*GeV]],0.0],
[[[555*GeV,350*GeV],[555*GeV,350*GeV]],0.626],
[[[555*GeV,400*GeV],[555*GeV,400*GeV]],0.615],
[[[555*GeV,450*GeV],[555*GeV,450*GeV]],0.6],
[[[555*GeV,500*GeV],[555*GeV,500*GeV]],0.594],
[[[555*GeV,550*GeV],[555*GeV,550*GeV]],0.583],
[[[655*GeV,50*GeV],[655*GeV,50*GeV]],0.0],
[[[655*GeV,100*GeV],[655*GeV,100*GeV]],0.0],
[[[655*GeV,150*GeV],[655*GeV,150*GeV]],0.0],
[[[655*GeV,200*GeV],[655*GeV,200*GeV]],0.0],
[[[655*GeV,230*GeV],[655*GeV,230*GeV]],0.0],
[[[655*GeV,240*GeV],[655*GeV,240*GeV]],0.0],
[[[655*GeV,250*GeV],[655*GeV,250*GeV]],0.0],
[[[655*GeV,260*GeV],[655*GeV,260*GeV]],0.0],
[[[655*GeV,270*GeV],[655*GeV,270*GeV]],0.0],
[[[655*GeV,280*GeV],[655*GeV,280*GeV]],0.0],
[[[655*GeV,290*GeV],[655*GeV,290*GeV]],0.0],
[[[655*GeV,300*GeV],[655*GeV,300*GeV]],0.0],
[[[655*GeV,310*GeV],[655*GeV,310*GeV]],0.0],
[[[655*GeV,320*GeV],[655*GeV,320*GeV]],0.645],
[[[655*GeV,330*GeV],[655*GeV,330*GeV]],0.653],
[[[655*GeV,340*GeV],[655*GeV,340*GeV]],0.654],
[[[655*GeV,350*GeV],[655*GeV,350*GeV]],0.657],
[[[655*GeV,360*GeV],[655*GeV,360*GeV]],0.657],
[[[655*GeV,370*GeV],[655*GeV,370*GeV]],0.661],
[[[655*GeV,380*GeV],[655*GeV,380*GeV]],0.658],
[[[655*GeV,390*GeV],[655*GeV,390*GeV]],0.661],
[[[655*GeV,400*GeV],[655*GeV,400*GeV]],0.658],
[[[655*GeV,410*GeV],[655*GeV,410*GeV]],0.66],
[[[655*GeV,420*GeV],[655*GeV,420*GeV]],0.653],
[[[655*GeV,430*GeV],[655*GeV,430*GeV]],0.651],
[[[655*GeV,440*GeV],[655*GeV,440*GeV]],0.648],
[[[655*GeV,450*GeV],[655*GeV,450*GeV]],0.64],
[[[655*GeV,460*GeV],[655*GeV,460*GeV]],0.642],
[[[655*GeV,470*GeV],[655*GeV,470*GeV]],0.634],
[[[655*GeV,500*GeV],[655*GeV,500*GeV]],0.62],
[[[655*GeV,550*GeV],[655*GeV,550*GeV]],0.607],
[[[655*GeV,600*GeV],[655*GeV,600*GeV]],0.595],
[[[655*GeV,650*GeV],[655*GeV,650*GeV]],0.581],
[[[705*GeV,330*GeV],[705*GeV,330*GeV]],0.648],
[[[705*GeV,340*GeV],[705*GeV,340*GeV]],0.659],
[[[705*GeV,360*GeV],[705*GeV,360*GeV]],0.666],
[[[705*GeV,370*GeV],[705*GeV,370*GeV]],0.668],
[[[705*GeV,380*GeV],[705*GeV,380*GeV]],0.669],
[[[705*GeV,390*GeV],[705*GeV,390*GeV]],0.67],
