txName: T1btbt
conditionDescription: None
condition: None
constraint: [[['b','t']],[['b','t']]]
validated: True
axes: 2*Eq(mother,x)_Eq(lsp,y)
publishedData: False
efficiencyMap: [[[[1250.0*GeV, 640.0*GeV], [1250.0*GeV, 640.0*GeV]], 0.0097697],
[[[900.0*GeV, 360.0*GeV], [900.0*GeV, 360.0*GeV]], 0.0076761],
[[[1650.0*GeV, 640.0*GeV], [1650.0*GeV, 640.0*GeV]], 0.015792],
[[[250.0*GeV, 40.0*GeV], [250.0*GeV, 40.0*GeV]], 0.0001033],
[[[1050.0*GeV, 1.0*GeV], [1050.0*GeV, 1.0*GeV]], 0.012705],
[[[1100.0*GeV, 440.0*GeV], [1100.0*GeV, 440.0*GeV]], 0.013501],
[[[1150.0*GeV, 480.0*GeV], [1150.0*GeV, 480.0*GeV]], 0.012417],
[[[700.0*GeV, 1.0*GeV], [700.0*GeV, 1.0*GeV]], 0.0061853],
[[[650.0*GeV, 80.0*GeV], [650.0*GeV, 80.0*GeV]], 0.0067362],
[[[1550.0*GeV, 600.0*GeV], [1550.0*GeV, 600.0*GeV]], 0.019067],
[[[1200.0*GeV, 120.0*GeV], [1200.0*GeV, 120.0*GeV]], 0.018295],
[[[1350.0*GeV, 600.0*GeV], [1350.0*GeV, 600.0*GeV]], 0.015517],
[[[1450.0*GeV, 80.0*GeV], [1450.0*GeV, 80.0*GeV]], 0.014371],
[[[1300.0*GeV, 1.0*GeV], [1300.0*GeV, 1.0*GeV]], 0.0057088],
[[[700.0*GeV, 520.0*GeV], [700.0*GeV, 520.0*GeV]], 0.0002076],
[[[1450.0*GeV, 40.0*GeV], [1450.0*GeV, 40.0*GeV]], 0.011458],
[[[800.0*GeV, 1.0*GeV], [800.0*GeV, 1.0*GeV]], 0.0093355],
[[[1350.0*GeV, 480.0*GeV], [1350.0*GeV, 480.0*GeV]], 0.018769],
[[[550.0*GeV, 360.0*GeV], [550.0*GeV, 360.0*GeV]], 0.0001295],
[[[1400.0*GeV, 280.0*GeV], [1400.0*GeV, 280.0*GeV]], 0.017315],
[[[1200.0*GeV, 280.0*GeV], [1200.0*GeV, 280.0*GeV]], 0.019548],
[[[800.0*GeV, 520.0*GeV], [800.0*GeV, 520.0*GeV]], 0.000451],
[[[1550.0*GeV, 40.0*GeV], [1550.0*GeV, 40.0*GeV]], 0.0080748],
[[[1050.0*GeV, 600.0*GeV], [1050.0*GeV, 600.0*GeV]], 0.0033164],
[[[1250.0*GeV, 360.0*GeV], [1250.0*GeV, 360.0*GeV]], 0.019341],
[[[1150.0*GeV, 640.0*GeV], [1150.0*GeV, 640.0*GeV]], 0.0074051],
[[[1000.0*GeV, 160.0*GeV], [1000.0*GeV, 160.0*GeV]], 0.019935],
[[[1000.0*GeV, 280.0*GeV], [1000.0*GeV, 280.0*GeV]], 0.016354],
[[[1450.0*GeV, 320.0*GeV], [1450.0*GeV, 320.0*GeV]], 0.015805],
[[[900.0*GeV, 560.0*GeV], [900.0*GeV, 560.0*GeV]], 0.0022345],
[[[900.0*GeV, 80.0*GeV], [900.0*GeV, 80.0*GeV]], 0.014969],
[[[750.0*GeV, 240.0*GeV], [750.0*GeV, 240.0*GeV]], 0.0051864],
[[[500.0*GeV, 160.0*GeV], [500.0*GeV, 160.0*GeV]], 0.0007639],
[[[600.0*GeV, 40.0*GeV], [600.0*GeV, 40.0*GeV]], 0.0046633],
[[[1000.0*GeV, 600.0*GeV], [1000.0*GeV, 600.0*GeV]], 0.0016606],
[[[850.0*GeV, 200.0*GeV], [850.0*GeV, 200.0*GeV]], 0.0085397],
[[[850.0*GeV, 280.0*GeV], [850.0*GeV, 280.0*GeV]], 0.0079398],
[[[900.0*GeV, 40.0*GeV], [900.0*GeV, 40.0*GeV]], 0.016895],
[[[1600.0*GeV, 520.0*GeV], [1600.0*GeV, 520.0*GeV]], 0.015154],
[[[600.0*GeV, 280.0*GeV], [600.0*GeV, 280.0*GeV]], 0.0015344],
[[[650.0*GeV, 360.0*GeV], [650.0*GeV, 360.0*GeV]], 0.001224],
[[[1600.0*GeV, 440.0*GeV], [1600.0*GeV, 440.0*GeV]], 0.013942],
[[[850.0*GeV, 160.0*GeV], [850.0*GeV, 160.0*GeV]], 0.011355],
[[[350.0*GeV, 160.0*GeV], [350.0*GeV, 160.0*GeV]], 0.0],
[[[650.0*GeV, 320.0*GeV], [650.0*GeV, 320.0*GeV]], 0.0013143],
[[[1050.0*GeV, 240.0*GeV], [1050.0*GeV, 240.0*GeV]], 0.016887],
[[[1200.0*GeV, 560.0*GeV], [1200.0*GeV, 560.0*GeV]], 0.0097492],
[[[850.0*GeV, 1.0*GeV], [850.0*GeV, 1.0*GeV]], 0.011337],
[[[1000.0*GeV, 640.0*GeV], [1000.0*GeV, 640.0*GeV]], 0.0014962],
