txName: TChipChimSlepSnu
conditionDescription: [[['L-'],['nu']],[['nu'],['L+']]] ~ [[['L+'],['nu']],[['nu'],['L-']]], [[['L-'],['nu']],[['nu'],['L+']]] ~ [[['L+'],['nu']],[['L-'],['nu']]], [[['L-'],['nu']],[['nu'],['L+']]] ~ [[['nu'],['L+']],[['nu'],['L-']]],[[['L-'],['nu']],[['nu'],['L+']]] > 2.7*[[['ta-'],['nu']],['nu'],['L+']]],[[['L-'],['nu']],[['nu'],['L+']]] > 2.7*[[['L-'],['nu']],[['nu'],['ta+']]], [[['L+'],['nu']],[['nu'],['L-']]] > 2.7*[[['ta+'],['nu']],[['nu'],['L-']]], [[['L+'],['nu']],[['nu'],['L-']]] > 2.7*[[['L+'],['nu']],[['nu'],['ta-']]], [[['L+'],['nu']],[['L-'],['nu']]] > 2.7*[[['ta+'],['nu']],[['L-'],['nu']]], [[['L+'],['nu']],[['L-'],['nu']]] > 2.7*[[['L+'],['nu']],[['ta-'],['nu']]], [[['nu'],['L+']],[['nu'],['L-']]] > 2.7*[[['nu'],['ta+']],[['nu'],[L-']]], [[['nu'],['L+']],[['nu'],['L-']]] > 2.7*[[['nu'],['L+']],[['nu'],[ta-']]], [[['L-'],['nu']],[['nu'],['L+']]] > 2.7*[[['e-'],['nu']],[['nu'],['L+']]], [[['L-'],['nu']],[['nu'],['L+']]] > 2.7*[[['L-'],['nu']],[['nu'],['e+']]], [[['L+'],['nu']],[['nu'],['L-']]] > 2.7*[[['e+'],['nu']],[['nu'],['L-']]],[[['L+'],['nu']],[['nu'],['L-']]] > 2.7*[[['L+'],['nu']],[['nu'],['e-']]],[[['L+'],['nu']],[['L-'],['nu']]] > 2.7*[[['e+'],['nu']],[['L-'],['nu']]],[[['L+'],['nu']],[['L-'],['nu']]] > 2.7*[[['L+'],['nu']],[['e-'],['nu']]],[[['nu'],['L+']],[['nu'],['L-']]] > 2.7*[[['nu'],['e+']],[['nu'],['L-']]], [[['nu'],['L+']],[['nu'],['L-']]] > 2.7*[[['nu'],['L+']],[['nu'],['e-']]]
condition: Csim([[['L-'],['nu']],[['nu'],['L+']]],[[['L+'],['nu']],[['nu'],['L-']]],[[['L+'],['nu']],[['L-'],['nu']]],[[['nu'],['L+']],[['nu'],['L-']]]); Cgtr([[['L-'],['nu']],[['nu'],['L+']]],3.*[[['ta-'],['nu']],[['nu'],['L+']]]); Cgtr([[['L-'],['nu']],[['nu'],['L+']]],3.*[[['L-'],['nu']],[['nu'],['ta+']]]); Cgtr([[['L+'],['nu']],[['nu'],['L-']]],3.*[[['ta+'],['nu']],[['nu'],['L-']]]); Cgtr([[['L+'],['nu']],[['nu'],['L-']]],3.* [[['L+'],['nu']],[['nu'],['ta-']]]); Cgtr([[['L+'],['nu']],[['L-'],['nu']]],3.*[[['ta+'],['nu']],[['L-'],['nu']]]); Cgtr([[['L+'],['nu']],[['L-'],['nu']]],3.*[[['L+'],['nu']],[['ta-'],['nu']]]); Cgtr([[['nu'],['L+']],[['nu'],[L-']]],3.*[[['nu'],['ta+']],[['nu'],[L-']]]); Cgtr([[['nu'],['L+']],[['nu'],[L-']]],3.*[[['nu'],['L+']],[['nu'],[ta-']]]); Cgtr([[['L-'],['nu']],[['nu'],['L+']]],3.*[[['e-'],['nu']],[['nu'],['L+']]]); Cgtr([[['L-'],['nu']],[['nu'],['L+']]],3.*[[['L-'],['nu']],[['nu'],['e+']]]); Cgtr([[['L+'],['nu']],[['nu'],['L-']]],3.*[[['e+'],['nu']],[['nu'],['L-']]]); Cgtr([[['L+'],['nu']],[['nu'],['L-']]],3.* [[['L+'],['nu']],[['nu'],['e-']]]); Cgtr([[['L+'],['nu']],[['L-'],['nu']]],3.*[[['e+'],['nu']],[['L-'],['nu']]]); Cgtr([[['L+'],['nu']],[['L-'],['nu']]],3.*[[['L+'],['nu']],[['e-'],['nu']]]); Cgtr([[['nu'],['L+']],[['nu'],[L-']]],3.*[[['nu'],['e+']],[['nu'],[L-']]]); Cgtr([[['nu'],['L+']],[['nu'],[L-']]],3.*[[['nu'],['L+']],[['nu'],[e-']]])
constraint: [[['L-'],['nu']],[['nu'],['L+']]] + [[['L+'],['nu']],[['nu'],['L-']]] + [[['L+'],['nu']],[['L-'],['nu']]] + [[['nu'],['L+']],[['nu'],['L-']]]
validated: True
axes: 2*Eq(mother,x)_Eq(inter0,0.05*x+0.95*y)_Eq(lsp,y);2*Eq(mother,x)_Eq(inter0,0.25*x+0.75*y)_Eq(lsp,y);2*Eq(mother,x)_Eq(inter0,0.5*x+0.5*y)_Eq(lsp,y);2*Eq(mother,x)_Eq(inter0,0.75*x+0.25*y)_Eq(lsp,y);2*Eq(mother,x)_Eq(inter0,0.95*x+0.05*y)_Eq(lsp,y);2*Eq(mother,x)_Eq(inter0,y+5.0)_Eq(lsp,y);2*Eq(mother,x)_Eq(inter0,y+10.0)_Eq(lsp,y);2*Eq(mother,x)_Eq(inter0,y+15.0)_Eq(lsp,y);2*Eq(mother,x)_Eq(inter0,x-5.0)_Eq(lsp,y);2*Eq(mother,x)_Eq(inter0,x-10.0)_Eq(lsp,y);2*Eq(mother,x)_Eq(inter0,x-15.0)_Eq(lsp,y)
publishedData: False
efficiencyMap: [[[[630.0*GeV, 69.5*GeV, 40.0*GeV], [630.0*GeV, 69.5*GeV, 40.0*GeV]], 0.025853],
[[[390.0*GeV, 133.5*GeV, 120.0*GeV], [390.0*GeV, 133.5*GeV, 120.0*GeV]], 0.0095212],
[[[660.0*GeV, 242.0*GeV, 220.0*GeV], [660.0*GeV, 242.0*GeV, 220.0*GeV]], 0.014843],
[[[690.0*GeV, 281.5*GeV, 260.0*GeV], [690.0*GeV, 281.5*GeV, 260.0*GeV]], 0.014169],
[[[690.0*GeV, 338.5*GeV, 320.0*GeV], [690.0*GeV, 338.5*GeV, 320.0*GeV]], 0.012076],
[[[210.0*GeV, 143.5*GeV, 140.0*GeV], [210.0*GeV, 143.5*GeV, 140.0*GeV]], 0.0005354],
[[[300.0*GeV, 148.0*GeV, 140.0*GeV], [300.0*GeV, 148.0*GeV, 140.0*GeV]], 0.0055325],
[[[540.0*GeV, 141.0*GeV, 120.0*GeV], [540.0*GeV, 141.0*GeV, 120.0*GeV]], 0.015734],
[[[600.0*GeV, 315.0*GeV, 300.0*GeV], [600.0*GeV, 315.0*GeV, 300.0*GeV]], 0.0094029],
[[[300.0*GeV, 53.0*GeV, 40.0*GeV], [300.0*GeV, 53.0*GeV, 40.0*GeV]], 0.011003],
[[[660.0*GeV, 261.0*GeV, 240.0*GeV], [660.0*GeV, 261.0*GeV, 240.0*GeV]], 0.014102],
[[[390.0*GeV, 38.5*GeV, 20.0*GeV], [390.0*GeV, 38.5*GeV, 20.0*GeV]], 0.019455],
[[[390.0*GeV, 209.5*GeV, 200.0*GeV], [390.0*GeV, 209.5*GeV, 200.0*GeV]], 0.0065458],
[[[300.0*GeV, 243.0*GeV, 240.0*GeV], [300.0*GeV, 243.0*GeV, 240.0*GeV]], 0.0001529],
[[[330.0*GeV, 111.5*GeV, 100.0*GeV], [330.0*GeV, 111.5*GeV, 100.0*GeV]], 0.0079406],
[[[390.0*GeV, 323.5*GeV, 320.0*GeV], [390.0*GeV, 323.5*GeV, 320.0*GeV]], 0.0011286],
[[[90.0*GeV, 42.5*GeV, 40.0*GeV], [90.0*GeV, 42.5*GeV, 40.0*GeV]], 0.0],
[[[600.0*GeV, 125.0*GeV, 100.0*GeV], [600.0*GeV, 125.0*GeV, 100.0*GeV]], 0.019661],
[[[570.0*GeV, 332.5*GeV, 320.0*GeV], [570.0*GeV, 332.5*GeV, 320.0*GeV]], 0.0082848],
[[[420.0*GeV, 344.0*GeV, 340.0*GeV], [420.0*GeV, 344.0*GeV, 340.0*GeV]], 0.0019915],
[[[270.0*GeV, 222.5*GeV, 220.0*GeV], [270.0*GeV, 222.5*GeV, 220.0*GeV]], 0.0],
[[[390.0*GeV, 285.5*GeV, 280.0*GeV], [390.0*GeV, 285.5*GeV, 280.0*GeV]], 0.0042301],
[[[390.0*GeV, 114.5*GeV, 100.0*GeV], [390.0*GeV, 114.5*GeV, 100.0*GeV]], 0.010575],
[[[360.0*GeV, 132.0*GeV, 120.0*GeV], [360.0*GeV, 132.0*GeV, 120.0*GeV]], 0.0081055],
[[[300.0*GeV, 186.0*GeV, 180.0*GeV], [300.0*GeV, 186.0*GeV, 180.0*GeV]], 0.0043485],
[[[540.0*GeV, 274.0*GeV, 260.0*GeV], [540.0*GeV, 274.0*GeV, 260.0*GeV]], 0.0088331],
[[[630.0*GeV, 164.5*GeV, 140.0*GeV], [630.0*GeV, 164.5*GeV, 140.0*GeV]], 0.017965],
[[[360.0*GeV, 341.0*GeV, 340.0*GeV], [360.0*GeV, 341.0*GeV, 340.0*GeV]], 0.0],
[[[330.0*GeV, 187.5*GeV, 180.0*GeV], [330.0*GeV, 187.5*GeV, 180.0*GeV]], 0.005611],
[[[570.0*GeV, 294.5*GeV, 280.0*GeV], [570.0*GeV, 294.5*GeV, 280.0*GeV]], 0.009252],
[[[450.0*GeV, 326.5*GeV, 320.0*GeV], [450.0*GeV, 326.5*GeV, 320.0*GeV]], 0.0051658],
[[[450.0*GeV, 231.5*GeV, 220.0*GeV], [450.0*GeV, 231.5*GeV, 220.0*GeV]], 0.0075784],
[[[690.0*GeV, 186.5*GeV, 160.0*GeV], [690.0*GeV, 186.5*GeV, 160.0*GeV]], 0.019328],
[[[450.0*GeV, 79.5*GeV, 60.0*GeV], [450.0*GeV, 79.5*GeV, 60.0*GeV]], 0.017083],
[[[600.0*GeV, 239.0*GeV, 220.0*GeV], [600.0*GeV, 239.0*GeV, 220.0*GeV]], 0.012798],
[[[540.0*GeV, 84.0*GeV, 60.0*GeV], [540.0*GeV, 84.0*GeV, 60.0*GeV]], 0.020619],
[[[630.0*GeV, 107.5*GeV, 80.0*GeV], [630.0*GeV, 107.5*GeV, 80.0*GeV]], 0.022053],
[[[420.0*GeV, 40.0*GeV, 20.0*GeV], [420.0*GeV, 40.0*GeV, 20.0*GeV]], 0.020827],
[[[660.0*GeV, 223.0*GeV, 200.0*GeV], [660.0*GeV, 223.0*GeV, 200.0*GeV]], 0.016693],
[[[180.0*GeV, 85.0*GeV, 80.0*GeV], [180.0*GeV, 85.0*GeV, 80.0*GeV]], 0.0022775],
[[[510.0*GeV, 139.5*GeV, 120.0*GeV], [510.0*GeV, 139.5*GeV, 120.0*GeV]], 0.014587],
[[[510.0*GeV, 215.5*GeV, 200.0*GeV], [510.0*GeV, 215.5*GeV, 200.0*GeV]], 0.010846],
[[[360.0*GeV, 322.0*GeV, 320.0*GeV], [360.0*GeV, 322.0*GeV, 320.0*GeV]], 0.0],
