#            mhscp              mprod               ctau              width        SR1FULL_600
     5.0000000e+01      1.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     6.0000000e+02      9.0000000e+02      1.0000000e+99      0.0000000e+00      3.6246714e-02
     3.5000000e+03      3.6000000e+03      1.9732700e+06      1.0000000e-22      4.2737514e-04
     3.5000000e+03      3.6000000e+03      1.0000000e+99      0.0000000e+00      4.2737815e-04
     6.0000000e+02      9.0000000e+02      3.9465400e+02      5.0000000e-19      3.4353857e-02
     3.5000000e+03      3.6000000e+03      1.9732700e+02      1.0000000e-18      3.9908455e-04
     6.0000000e+02      9.0000000e+02      6.1664687e+01      3.2000000e-18      2.6133688e-02
     3.5000000e+03      3.6000000e+03      3.5236964e+01      5.6000000e-18      3.0028404e-04
     6.0000000e+02      9.0000000e+02      8.9694091e+00      2.2000000e-17      6.2178831e-03
     6.0000000e+02      9.0000000e+02      6.1664687e+00      3.2000000e-17      3.3663290e-03
     6.0000000e+02      9.0000000e+02      4.2897174e+00      4.6000000e-17      1.5068220e-03
     6.0000000e+02      9.0000000e+02      2.9018676e+00      6.8000000e-17      4.5151164e-04
     6.0000000e+02      9.0000000e+02      1.9732700e+00      1.0000000e-16      8.3529552e-05
     6.0000000e+02      9.0000000e+02      1.3155133e+00      1.5000000e-16      6.6440408e-06
     6.0000000e+02      9.0000000e+02      8.9694091e-01      2.2000000e-16      2.3365813e-07
     6.0000000e+02      9.0000000e+02      6.1664687e-01      3.2000000e-16      3.8012288e-09
     3.5000000e+03      3.6000000e+03      8.9694091e-01      2.2000000e-16      9.0240823e-10
     3.5000000e+03      3.6000000e+03      1.3155133e+00      1.5000000e-16      5.2923459e-08
     3.5000000e+03      3.6000000e+03      1.9732700e+00      1.0000000e-16      1.0278275e-06
     3.5000000e+03      3.6000000e+03      2.9018676e+00      6.8000000e-17      7.0728178e-06
     5.0000000e+01      1.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      1.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     6.0000000e+02      9.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     6.5000000e+02      1.0000000e+03      1.0000000e+99      0.0000000e+00      5.5376484e-02
     3.5000000e+03      3.6000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     6.5000000e+02      1.0000000e+03      3.9465400e+02      5.0000000e-19      5.2533416e-02
     3.5000000e+03      3.6500000e+03      3.9465400e+02      5.0000000e-19      2.5184531e-04
     3.5000000e+03      3.6500000e+03      1.0000000e+99      0.0000000e+00      2.6130283e-04
     6.5000000e+02      1.0000000e+03      6.1664687e+01      3.2000000e-18      4.0162399e-02
     3.5000000e+03      3.6500000e+03      6.1664687e+01      3.2000000e-18      2.1078722e-04
     3.5000000e+03      3.6500000e+03      1.9732700e+01      1.0000000e-17      1.4326961e-04
     6.5000000e+02      1.0000000e+03      8.9694091e+00      2.2000000e-17      9.8084937e-03
     6.5000000e+02      1.0000000e+03      6.1664687e+00      3.2000000e-17      5.3500815e-03
     6.5000000e+02      1.0000000e+03      4.2897174e+00      4.6000000e-17      2.4099155e-03
     6.5000000e+02      1.0000000e+03      2.9018676e+00      6.8000000e-17      7.2589624e-04
     6.5000000e+02      1.0000000e+03      1.9732700e+00      1.0000000e-16      1.3473164e-04
     6.5000000e+02      1.0000000e+03      1.3155133e+00      1.5000000e-16      1.0718700e-05
     6.5000000e+02      1.0000000e+03      8.9694091e-01      2.2000000e-16      3.7300673e-07
     6.5000000e+02      1.0000000e+03      6.1664687e-01      3.2000000e-16      5.6244100e-09
     3.5000000e+03      3.6500000e+03      8.9694091e-01      2.2000000e-16      5.3431690e-10
     3.5000000e+03      3.6500000e+03      1.3155133e+00      1.5000000e-16      3.1163312e-08
     3.5000000e+03      3.6500000e+03      1.9732700e+00      1.0000000e-16      6.2301475e-07
     3.5000000e+03      3.6500000e+03      2.9018676e+00      6.8000000e-17      4.3991274e-06
     5.0000000e+01      1.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      1.2500000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     6.5000000e+02      1.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     6.5000000e+02      1.2500000e+03      1.0000000e+99      0.0000000e+00      6.2821310e-02
     3.5000000e+03      3.6500000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     6.5000000e+02      1.2500000e+03      3.9465400e+02      5.0000000e-19      5.9910110e-02
     3.5000000e+03      3.7000000e+03      3.9465400e+02      5.0000000e-19      2.0679888e-04
     3.5000000e+03      3.7000000e+03      1.0000000e+99      0.0000000e+00      2.1516782e-04
     6.5000000e+02      1.2500000e+03      6.1664687e+01      3.2000000e-18      4.7002289e-02
     2.0000000e+03      2.1000000e+03      6.1664687e+00      3.2000000e-17      2.3589292e-03
     3.5000000e+03      3.7000000e+03      1.9732700e+01      1.0000000e-17      1.1521855e-04
     3.5000000e+03      3.7000000e+03      6.1664687e+01      3.2000000e-18      1.7129109e-04
     6.5000000e+02      1.2500000e+03      8.9694091e+00      2.2000000e-17      1.2567141e-02
     6.5000000e+02      1.2500000e+03      6.1664687e+00      3.2000000e-17      6.9718408e-03
     6.5000000e+02      1.2500000e+03      4.2897174e+00      4.6000000e-17      3.1834821e-03
     6.5000000e+02      1.2500000e+03      2.9018676e+00      6.8000000e-17      9.7210466e-04
     6.5000000e+02      1.2500000e+03      1.9732700e+00      1.0000000e-16      1.8330224e-04
     6.5000000e+02      1.2500000e+03      1.3155133e+00      1.5000000e-16      1.4973854e-05
     6.5000000e+02      1.2500000e+03      8.9694091e-01      2.2000000e-16      5.5681982e-07
     6.5000000e+02      1.2500000e+03      6.1664687e-01      3.2000000e-16      1.1350778e-08
     6.5000000e+02      1.2500000e+03      4.2897174e-01      4.6000000e-16      3.7141062e-10
     2.0000000e+03      2.1000000e+03      2.9018676e+00      6.8000000e-17      3.0198179e-04
     2.0000000e+03      2.1000000e+03      4.2897174e+00      4.6000000e-17      1.0506553e-03
     3.5000000e+03      3.7000000e+03      8.9694091e-01      2.2000000e-16      3.6501169e-10
     3.5000000e+03      3.7000000e+03      1.3155133e+00      1.5000000e-16      2.3022273e-08
     3.5000000e+03      3.7000000e+03      1.9732700e+00      1.0000000e-16      4.7725423e-07
     3.5000000e+03      3.5400000e+03      6.1664687e+00      3.2000000e-17      8.5341329e-05
     5.0000000e+01      1.2500000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      1.5000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     6.5000000e+02      1.2500000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     6.5000000e+02      1.5000000e+03      1.0000000e+99      0.0000000e+00      7.0344710e-02
     3.5000000e+03      3.5400000e+03      4.2897174e+00      4.6000000e-17      3.6662408e-05
     6.5000000e+02      1.5000000e+03      3.9465400e+02      5.0000000e-19      6.7380007e-02
     3.5000000e+03      3.7000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     3.5000000e+03      3.8000000e+03      3.9465400e+02      5.0000000e-19      1.3665140e-04
     6.5000000e+02      1.5000000e+03      6.1664687e+01      3.2000000e-18      5.3979859e-02
     3.5000000e+03      3.8000000e+03      6.1664687e+01      3.2000000e-18      1.1545928e-04
     3.5000000e+03      3.8000000e+03      1.9732700e+01      1.0000000e-17      7.9136852e-05
     6.5000000e+02      1.5000000e+03      1.3155133e+01      1.5000000e-17      2.3701635e-02
     6.5000000e+02      1.5000000e+03      6.1664687e+00      3.2000000e-17      8.7200613e-03
     6.5000000e+02      1.5000000e+03      4.2897174e+00      4.6000000e-17      4.0421730e-03
     6.5000000e+02      1.5000000e+03      2.9018676e+00      6.8000000e-17      1.2556641e-03
     6.5000000e+02      1.5000000e+03      1.9732700e+00      1.0000000e-16      2.4124671e-04
     6.5000000e+02      1.5000000e+03      1.3155133e+00      1.5000000e-16      2.0188366e-05
     6.5000000e+02      1.5000000e+03      8.9694091e-01      2.2000000e-16      7.8714443e-07
     6.5000000e+02      1.5000000e+03      6.1664687e-01      3.2000000e-16      2.0823414e-08
     6.5000000e+02      1.5000000e+03      4.2897174e-01      4.6000000e-16      1.2468841e-09
     3.5000000e+03      3.8000000e+03      8.9694091e-01      2.2000000e-16      1.7927442e-10
     3.5000000e+03      3.8000000e+03      1.3155133e+00      1.5000000e-16      1.3325036e-08
     3.5000000e+03      3.8000000e+03      1.9732700e+00      1.0000000e-16      2.9989861e-07
     3.5000000e+03      3.8000000e+03      2.9018676e+00      6.8000000e-17      2.2419114e-06
     5.0000000e+01      1.5000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      1.5000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     6.5000000e+02      1.5000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     6.5000000e+02      2.0000000e+03      1.9732700e+06      1.0000000e-22      7.6975453e-02
     6.5000000e+02      2.0000000e+03      1.0000000e+99      0.0000000e+00      7.6976047e-02
     3.5000000e+03      3.8000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     6.5000000e+02      2.0000000e+03      1.9732700e+02      1.0000000e-18      7.1324152e-02
     3.5000000e+03      3.9000000e+03      1.9732700e+02      1.0000000e-18      1.0294163e-04
     3.5000000e+03      3.9000000e+03      1.9732700e+06      1.0000000e-22      1.1014138e-04
     6.5000000e+02      2.0000000e+03      3.5236964e+01      5.6000000e-18      5.1375127e-02
     3.5000000e+03      3.9000000e+03      3.5236964e+01      5.6000000e-18      7.7756000e-05
     6.5000000e+02      2.0000000e+03      6.1664687e+00      3.2000000e-17      1.0917608e-02
     6.5000000e+02      2.0000000e+03      4.2897174e+00      4.6000000e-17      5.1840614e-03
     6.5000000e+02      2.0000000e+03      2.9018676e+00      6.8000000e-17      1.6606559e-03
     6.5000000e+02      2.0000000e+03      1.9732700e+00      1.0000000e-16      3.3207264e-04
     6.5000000e+02      2.0000000e+03      1.3155133e+00      1.5000000e-16      2.9804571e-05
     6.5000000e+02      2.0000000e+03      8.9694091e-01      2.2000000e-16      1.4040940e-06
     6.5000000e+02      2.0000000e+03      6.1664687e-01      3.2000000e-16      6.2124496e-08
     6.5000000e+02      2.0000000e+03      4.2897174e-01      4.6000000e-16      3.8546500e-09
     3.5000000e+03      3.9000000e+03      8.9694091e-01      2.2000000e-16      1.7925934e-10
     3.5000000e+03      3.9000000e+03      1.3155133e+00      1.5000000e-16      1.0792581e-08
     3.5000000e+03      3.9000000e+03      1.9732700e+00      1.0000000e-16      2.2161109e-07
     3.5000000e+03      3.9000000e+03      2.9018676e+00      6.8000000e-17      1.6016097e-06
     5.0000000e+01      1.5000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      2.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     6.5000000e+02      2.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     6.5000000e+02      2.5000000e+03      1.9732700e+06      1.0000000e-22      7.1915487e-02
     6.5000000e+02      2.5000000e+03      1.0000000e+99      0.0000000e+00      7.1916046e-02
     3.5000000e+03      3.9000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     6.5000000e+02      2.5000000e+03      1.9732700e+02      1.0000000e-18      6.6602346e-02
     3.5000000e+03      4.0000000e+03      3.9465400e+02      5.0000000e-19      8.5087984e-05
     3.5000000e+03      4.0000000e+03      6.1664687e+01      3.2000000e-18      7.3360787e-05
     6.5000000e+02      2.5000000e+03      3.5236964e+01      5.6000000e-18      4.7811345e-02
     3.5000000e+03      4.0000000e+03      1.9732700e+01      1.0000000e-17      5.2443717e-05
     6.5000000e+02      2.5000000e+03      6.1664687e+00      3.2000000e-17      1.0075370e-02
