#            mhscp               ctau              width        SR1FULL_375
     5.0000000e+01      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      1.9732700e-22      1.0000000e+06      0.0000000e+00
     7.5000000e+01      1.0000000e+99      0.0000000e+00      0.0000000e+00
     7.5000000e+01      1.9732700e-22      1.0000000e+06      0.0000000e+00
     1.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     1.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     1.2500000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     1.2500000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     1.5000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     1.5000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     1.7500000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     1.7500000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     2.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     2.2500000e+02      1.0000000e+99      0.0000000e+00      3.0327339e-16
     2.2500000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     2.5000000e+02      1.0000000e+99      0.0000000e+00      1.5301335e-09
     2.5000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     2.7500000e+02      1.0000000e+99      0.0000000e+00      6.0309626e-06
     2.7500000e+02      3.9465400e+02      5.0000000e-19      5.7999483e-06
     2.7500000e+02      6.1664687e+01      3.2000000e-18      4.7294842e-06
     2.7500000e+02      1.3155133e+01      1.5000000e-17      2.1437910e-06
     2.7500000e+02      6.1664687e+00      3.2000000e-17      7.9490649e-07
     2.7500000e+02      4.2897174e+00      4.6000000e-17      3.7021695e-07
     2.7500000e+02      2.9018676e+00      6.8000000e-17      1.1662710e-07
     2.7500000e+02      1.9732700e+00      1.0000000e-16      2.3434824e-08
     2.7500000e+02      1.3155133e+00      1.5000000e-16      2.4121266e-09
     2.7500000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     3.0000000e+02      1.0000000e+99      0.0000000e+00      4.7170228e-04
     3.0000000e+02      3.9465400e+02      5.0000000e-19      4.5295838e-04
     3.0000000e+02      6.1664687e+01      3.2000000e-18      3.6683051e-04
     3.0000000e+02      1.3155133e+01      1.5000000e-17      1.6388495e-04
     3.0000000e+02      6.1664687e+00      3.2000000e-17      6.0504835e-05
     3.0000000e+02      4.2897174e+00      4.6000000e-17      2.8134445e-05
     3.0000000e+02      2.9018676e+00      6.8000000e-17      8.8234542e-06
     3.0000000e+02      1.9732700e+00      1.0000000e-16      1.7469761e-06
     3.0000000e+02      1.3155133e+00      1.5000000e-16      1.6788350e-07
     3.0000000e+02      8.9694091e-01      2.2000000e-16      1.2948345e-08
     3.0000000e+02      6.1664687e-01      3.2000000e-16      1.5595921e-09
