#            mhscp              mprod               ctau              width        SR1FULL_600
     5.0000000e+01      1.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     6.0000000e+02      9.0000000e+02      1.9732700e+06      1.0000000e-22      1.3460020e-02
     6.0000000e+02      9.0000000e+02      1.0000000e+99      0.0000000e+00      1.3460108e-02
     3.5000000e+03      3.6000000e+03      1.9732700e+03      1.0000000e-19      2.4693529e-04
     3.5000000e+03      3.6000000e+03      1.0000000e+99      0.0000000e+00      2.4873087e-04
     6.0000000e+02      9.0000000e+02      1.9732700e+02      1.0000000e-18      1.2608684e-02
     3.5000000e+03      3.6000000e+03      1.0962611e+02      1.8000000e-18      2.1844758e-04
     6.0000000e+02      9.0000000e+02      3.5236964e+01      5.6000000e-18      9.3775370e-03
     3.5000000e+03      3.6000000e+03      3.5236964e+01      5.6000000e-18      1.6671796e-04
     3.5000000e+03      3.6000000e+03      8.9694091e+00      2.2000000e-17      5.4381565e-05
     6.0000000e+02      9.0000000e+02      6.1664687e+00      3.2000000e-17      1.9147740e-03
     6.0000000e+02      9.0000000e+02      4.2897174e+00      4.6000000e-17      8.6841290e-04
     6.0000000e+02      9.0000000e+02      2.9018676e+00      6.8000000e-17      2.6181468e-04
     6.0000000e+02      9.0000000e+02      1.9732700e+00      1.0000000e-16      4.8779269e-05
     6.0000000e+02      9.0000000e+02      1.3155133e+00      1.5000000e-16      3.9322425e-06
     6.0000000e+02      9.0000000e+02      8.9694091e-01      2.2000000e-16      1.4236383e-07
     6.0000000e+02      9.0000000e+02      6.1664687e-01      3.2000000e-16      2.6900592e-09
     3.5000000e+03      3.6000000e+03      8.9694091e-01      2.2000000e-16      3.0923491e-10
     3.5000000e+03      3.6000000e+03      1.3155133e+00      1.5000000e-16      1.9132224e-08
     3.5000000e+03      3.6000000e+03      1.9732700e+00      1.0000000e-16      3.9443640e-07
     3.5000000e+03      3.6000000e+03      2.9018676e+00      6.8000000e-17      2.8544883e-06
     5.0000000e+01      1.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      1.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     6.0000000e+02      9.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     6.5000000e+02      1.0000000e+03      1.9732700e+06      1.0000000e-22      2.1639727e-02
     6.5000000e+02      1.0000000e+03      1.0000000e+99      0.0000000e+00      2.1639867e-02
     3.5000000e+03      3.6000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     6.5000000e+02      1.0000000e+03      1.9732700e+02      1.0000000e-18      2.0280635e-02
     3.5000000e+03      3.6500000e+03      1.0962611e+02      1.8000000e-18      1.5050952e-04
     3.5000000e+03      3.6500000e+03      1.9732700e+03      1.0000000e-19      1.7012791e-04
     6.5000000e+02      1.0000000e+03      3.5236964e+01      5.6000000e-18      1.5113137e-02
     3.5000000e+03      3.6500000e+03      3.5236964e+01      5.6000000e-18      1.1491286e-04
     3.5000000e+03      3.6500000e+03      8.9694091e+00      2.2000000e-17      3.7648477e-05
     6.5000000e+02      1.0000000e+03      6.1664687e+00      3.2000000e-17      3.1037776e-03
     6.5000000e+02      1.0000000e+03      4.2897174e+00      4.6000000e-17      1.4084513e-03
     6.5000000e+02      1.0000000e+03      2.9018676e+00      6.8000000e-17      4.2432340e-04
