#            mhscp               ctau              width        SR2FULL_150
     5.0000000e+01      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      1.9732700e-22      1.0000000e+06      0.0000000e+00
     7.5000000e+01      1.0000000e+99      0.0000000e+00      0.0000000e+00
     7.5000000e+01      1.9732700e-22      1.0000000e+06      0.0000000e+00
     1.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     1.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     1.2500000e+02      1.0000000e+99      0.0000000e+00      5.5224083e-16
     1.2500000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     1.5000000e+02      1.0000000e+99      0.0000000e+00      7.1515215e-03
     1.5000000e+02      3.9465400e+02      5.0000000e-19      6.8166811e-03
     1.5000000e+02      6.1664687e+01      3.2000000e-18      5.2830324e-03
     1.5000000e+02      8.9694091e+00      2.2000000e-17      1.0587434e-03
     1.5000000e+02      6.1664687e+00      3.2000000e-17      4.9743633e-04
     1.5000000e+02      4.2897174e+00      4.6000000e-17      1.8962989e-04
     1.5000000e+02      2.9018676e+00      6.8000000e-17      4.9934380e-05
     1.5000000e+02      1.9732700e+00      1.0000000e-16      9.8405536e-06
     1.5000000e+02      1.3155133e+00      1.5000000e-16      1.3842474e-06
     1.5000000e+02      8.9694091e-01      2.2000000e-16      1.9292672e-07
     1.5000000e+02      6.1664687e-01      3.2000000e-16      2.4584036e-08
     1.5000000e+02      4.2897174e-01      4.6000000e-16      2.4768084e-09
     1.5000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     1.7500000e+02      1.0000000e+99      0.0000000e+00      1.1337730e-01
     1.7500000e+02      3.9465400e+02      5.0000000e-19      1.0790528e-01
     1.7500000e+02      6.1664687e+01      3.2000000e-18      8.2993721e-02
     1.7500000e+02      1.9732700e+01      1.0000000e-17      4.4244042e-02
     1.7500000e+02      8.9694091e+00      2.2000000e-17      1.6042079e-02
     1.7500000e+02      6.1664687e+00      3.2000000e-17      7.4393077e-03
     1.7500000e+02      4.2897174e+00      4.6000000e-17      2.7927660e-03
     1.7500000e+02      2.9018676e+00      6.8000000e-17      7.2076370e-04
     1.7500000e+02      1.9732700e+00      1.0000000e-16      1.3897489e-04
     1.7500000e+02      1.3155133e+00      1.5000000e-16      1.9241007e-05
     1.7500000e+02      8.9694091e-01      2.2000000e-16      2.6534553e-06
     1.7500000e+02      6.1664687e-01      3.2000000e-16      3.2046438e-07
     1.7500000e+02      4.2897174e-01      4.6000000e-16      2.8332660e-08
     1.7500000e+02      2.9018676e-01      6.8000000e-16      1.0181888e-09
     1.7500000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     2.0000000e+02      1.0000000e+99      0.0000000e+00      1.3706553e-01
     2.0000000e+02      3.9465400e+02      5.0000000e-19      1.3036833e-01
     2.0000000e+02      6.1664687e+01      3.2000000e-18      9.9964253e-02
