#            mhscp               ctau              width        SR1FULL_175
     5.0000000e+01      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      1.9732700e-22      1.0000000e+06      0.0000000e+00
     7.5000000e+01      1.0000000e+99      0.0000000e+00      0.0000000e+00
     7.5000000e+01      1.9732700e-22      1.0000000e+06      0.0000000e+00
     1.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     1.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     1.2500000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     1.2500000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     1.5000000e+02      1.0000000e+99      0.0000000e+00      2.1839826e-06
     1.5000000e+02      1.9732700e+02      1.0000000e-18      2.0681351e-06
     1.5000000e+02      3.5236964e+01      5.6000000e-18      1.6142225e-06
     1.5000000e+02      6.1664687e+00      3.2000000e-17      4.2153500e-07
     1.5000000e+02      4.2897174e+00      4.6000000e-17      2.1627407e-07
     1.5000000e+02      2.9018676e+00      6.8000000e-17      7.9809558e-08
     1.5000000e+02      1.9732700e+00      1.0000000e-16      2.1016489e-08
     1.5000000e+02      1.3155133e+00      1.5000000e-16      3.7447760e-09
     1.5000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     1.7500000e+02      1.0000000e+99      0.0000000e+00      5.8749537e-03
     1.7500000e+02      1.9732700e+02      1.0000000e-18      5.5348011e-03
     1.7500000e+02      3.5236964e+01      5.6000000e-18      4.2197912e-03
     1.7500000e+02      6.1664687e+00      3.2000000e-17      9.6156306e-04
     1.7500000e+02      4.2897174e+00      4.6000000e-17      4.5657310e-04
     1.7500000e+02      2.9018676e+00      6.8000000e-17      1.4745446e-04
     1.7500000e+02      1.9732700e+00      1.0000000e-16      3.0957529e-05
     1.7500000e+02      1.3155133e+00      1.5000000e-16      3.6058900e-06
     1.7500000e+02      8.9694091e-01      2.2000000e-16      4.8043690e-07
     1.7500000e+02      6.1664687e-01      3.2000000e-16      9.7583736e-08
     1.7500000e+02      4.2897174e-01      4.6000000e-16      1.7713847e-08
     1.7500000e+02      2.9018676e-01      6.8000000e-16      1.8971406e-09
     1.7500000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     2.0000000e+02      1.0000000e+99      0.0000000e+00      1.8981182e-02
     2.0000000e+02      1.9732700e+02      1.0000000e-18      1.7871821e-02
     2.0000000e+02      3.5236964e+01      5.6000000e-18      1.3588740e-02
     2.0000000e+02      6.1664687e+00      3.2000000e-17      3.0432086e-03
     2.0000000e+02      4.2897174e+00      4.6000000e-17      1.4304687e-03
     2.0000000e+02      2.9018676e+00      6.8000000e-17      4.5450978e-04
     2.0000000e+02      1.9732700e+00      1.0000000e-16      9.3074577e-05
     2.0000000e+02      1.3155133e+00      1.5000000e-16      1.0303836e-05
     2.0000000e+02      8.9694091e-01      2.2000000e-16      1.2684635e-06
