#            mhscp              mprod               ctau              width        SR1FULL_825
     5.0000000e+01      1.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     6.0000000e+02      9.0000000e+02      1.0000000e+99      0.0000000e+00      1.8282860e-05
     3.5000000e+03      3.6000000e+03      1.9732700e+06      1.0000000e-22      4.2737311e-04
     3.5000000e+03      3.6000000e+03      1.0000000e+99      0.0000000e+00      4.2737612e-04
     6.0000000e+02      9.0000000e+02      3.9465400e+02      5.0000000e-19      1.7328102e-05
     3.5000000e+03      3.6000000e+03      1.9732700e+02      1.0000000e-18      3.9908265e-04
     6.0000000e+02      9.0000000e+02      6.1664687e+01      3.2000000e-18      1.3181845e-05
     3.5000000e+03      3.6000000e+03      3.5236964e+01      5.6000000e-18      3.0028261e-04
     6.0000000e+02      9.0000000e+02      8.9694091e+00      2.2000000e-17      3.1363033e-06
     6.0000000e+02      9.0000000e+02      6.1664687e+00      3.2000000e-17      1.6979780e-06
     6.0000000e+02      9.0000000e+02      4.2897174e+00      4.6000000e-17      7.6004177e-07
     6.0000000e+02      9.0000000e+02      2.9018676e+00      6.8000000e-17      2.2774269e-07
     6.0000000e+02      9.0000000e+02      1.9732700e+00      1.0000000e-16      4.2132347e-08
     6.0000000e+02      9.0000000e+02      1.3155133e+00      1.5000000e-16      3.3512574e-09
     3.5000000e+03      3.6000000e+03      8.9694091e-01      2.2000000e-16      9.0240393e-10
     3.5000000e+03      3.6000000e+03      1.3155133e+00      1.5000000e-16      5.2923207e-08
     3.5000000e+03      3.6000000e+03      1.9732700e+00      1.0000000e-16      1.0278226e-06
     3.5000000e+03      3.6000000e+03      2.9018676e+00      6.8000000e-17      7.0727841e-06
     3.5000000e+03      3.6000000e+03      4.2897174e+00      4.6000000e-17      2.6971363e-05
     5.0000000e+01      1.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      1.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     6.0000000e+02      9.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
