#            mhscp              mprod               ctau              width        SR2FULL_800
     5.0000000e+01      1.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     6.0000000e+02      9.0000000e+02      1.0000000e+99      0.0000000e+00      1.0355665e-07
     6.0000000e+02      9.0000000e+02      1.9732700e+04      1.0000000e-20      1.0342090e-07
     3.5000000e+03      3.6000000e+03      1.9732700e+03      1.0000000e-19      3.3858917e-04
     3.5000000e+03      3.6000000e+03      1.0000000e+99      0.0000000e+00      3.4384220e-04
     6.0000000e+02      9.0000000e+02      1.9732700e+02      1.0000000e-18      9.0917946e-08
     3.5000000e+03      3.6000000e+03      1.9732700e+02      1.0000000e-18      2.9516082e-04
     6.0000000e+02      9.0000000e+02      6.1664687e+01      3.2000000e-18      6.8745375e-08
     3.5000000e+03      3.6000000e+03      6.1664687e+01      3.2000000e-18      2.1289361e-04
     3.5000000e+03      3.6000000e+03      1.9732700e+01      1.0000000e-17      8.2126760e-05
     6.0000000e+02      9.0000000e+02      1.3155133e+01      1.5000000e-17      1.7496328e-08
     6.0000000e+02      9.0000000e+02      8.9694091e+00      2.2000000e-17      8.4253161e-09
     3.5000000e+03      3.6000000e+03      6.1664687e+00      3.2000000e-17      4.8138348e-06
     3.5000000e+03      3.6000000e+03      4.2897174e+00      4.6000000e-17      8.4730479e-07
     3.5000000e+03      3.6000000e+03      2.9018676e+00      6.8000000e-17      5.8427241e-08
     3.5000000e+03      3.6000000e+03      1.9732700e+00      1.0000000e-16      1.3215441e-09
     3.5000000e+03      3.6000000e+03      8.9694091e+00      2.2000000e-17      1.7053248e-05
     3.5000000e+03      3.6000000e+03      1.3155133e+01      1.5000000e-17      4.2197087e-05
     5.0000000e+01      1.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      1.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     6.0000000e+02      9.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     6.5000000e+02      1.0000000e+03      1.0000000e+99      0.0000000e+00      2.6607045e-05
     6.5000000e+02      1.0000000e+03      1.9732700e+04      1.0000000e-20      2.6572004e-05
     3.5000000e+03      3.6000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     6.5000000e+02      1.0000000e+03      1.9732700e+02      1.0000000e-18      2.3344751e-05
     3.5000000e+03      3.6500000e+03      1.9732700e+02      1.0000000e-18      1.9343402e-04
     6.5000000e+02      1.0000000e+03      6.1664687e+01      3.2000000e-18      1.7624152e-05
     3.5000000e+03      3.6500000e+03      6.1664687e+01      3.2000000e-18      1.3913203e-04
     3.5000000e+03      3.6500000e+03      1.9732700e+01      1.0000000e-17      5.3028458e-05
     6.5000000e+02      1.0000000e+03      1.3155133e+01      1.5000000e-17      4.4429479e-06
     6.5000000e+02      1.0000000e+03      8.9694091e+00      2.2000000e-17      2.1285701e-06
     6.5000000e+02      1.0000000e+03      6.1664687e+00      3.2000000e-17      8.0502708e-07
     6.5000000e+02      1.0000000e+03      4.2897174e+00      4.6000000e-17      2.3273231e-07
     6.5000000e+02      1.0000000e+03      2.9018676e+00      6.8000000e-17      4.0629031e-08
     6.5000000e+02      1.0000000e+03      1.9732700e+00      1.0000000e-16      4.3375313e-09
     3.5000000e+03      3.6500000e+03      1.9732700e+00      1.0000000e-16      6.0729857e-10
     3.5000000e+03      3.6500000e+03      2.9018676e+00      6.8000000e-17      3.1444573e-08
     3.5000000e+03      3.6500000e+03      4.2897174e+00      4.6000000e-17      4.9619581e-07
     3.5000000e+03      3.6500000e+03      6.1664687e+00      3.2000000e-17      2.9442270e-06
     3.5000000e+03      3.6500000e+03      8.9694091e+00      2.2000000e-17      1.0711745e-05
     5.0000000e+01      1.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      1.2500000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     6.5000000e+02      1.0000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     6.5000000e+02      1.2500000e+03      1.0000000e+99      0.0000000e+00      3.6164407e-05
     6.5000000e+02      1.2500000e+03      1.9732700e+04      1.0000000e-20      3.6118818e-05
     3.5000000e+03      3.6500000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     6.5000000e+02      1.2500000e+03      1.9732700e+02      1.0000000e-18      3.1907351e-05
     3.5000000e+03      3.7000000e+03      1.9732700e+02      1.0000000e-18      2.4961108e-04
     6.5000000e+02      1.2500000e+03      6.1664687e+01      3.2000000e-18      2.4372180e-05
     3.5000000e+03      3.7000000e+03      6.1664687e+01      3.2000000e-18      1.8138006e-04
     3.5000000e+03      3.7000000e+03      1.9732700e+01      1.0000000e-17      7.1036866e-05
     6.5000000e+02      1.2500000e+03      1.3155133e+01      1.5000000e-17      6.4819646e-06
     6.5000000e+02      1.2500000e+03      8.9694091e+00      2.2000000e-17      3.1903407e-06
     6.5000000e+02      1.2500000e+03      6.1664687e+00      3.2000000e-17      1.2496519e-06
     6.5000000e+02      1.2500000e+03      4.2897174e+00      4.6000000e-17      3.7784466e-07
     6.5000000e+02      1.2500000e+03      2.9018676e+00      6.8000000e-17      7.0312058e-08
     6.5000000e+02      1.2500000e+03      1.9732700e+00      1.0000000e-16      8.1437154e-09
     3.5000000e+03      3.7000000e+03      1.9732700e+00      1.0000000e-16      1.1558982e-09
     3.5000000e+03      3.7000000e+03      2.9018676e+00      6.8000000e-17      5.2083096e-08
     3.5000000e+03      3.7000000e+03      4.2897174e+00      4.6000000e-17      7.5179587e-07
     3.5000000e+03      3.7000000e+03      6.1664687e+00      3.2000000e-17      4.2414007e-06
     3.5000000e+03      3.7000000e+03      8.9694091e+00      2.2000000e-17      1.4932189e-05
     5.0000000e+01      1.2500000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      1.5000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     6.5000000e+02      1.2500000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     6.5000000e+02      1.5000000e+03      1.0000000e+99      0.0000000e+00      4.9256729e-05
     6.5000000e+02      1.5000000e+03      1.9732700e+04      1.0000000e-20      4.9198588e-05
     3.5000000e+03      3.7000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     6.5000000e+02      1.5000000e+03      1.9732700e+02      1.0000000e-18      4.3801337e-05
     3.5000000e+03      3.8000000e+03      1.9732700e+02      1.0000000e-18      1.7633571e-04
