txName: T2bb
constraint: [[['b']],[['b']]]
condition: None
conditionDescription: None
susyProcess: pp --> sbottom sbottom, sbottom  --> bottom lsp
figureUrl: https://atlas.web.cern.ch/Atlas/GROUPS/PHYSICS/PAPERS/SUSY-2018-34/figaux_01b.png;https://atlas.web.cern.ch/Atlas/GROUPS/PHYSICS/PAPERS/SUSY-2018-34/figaux_01a.png
dataUrl: https://atlas.web.cern.ch/Atlas/GROUPS/PHYSICS/PAPERS/SUSY-2018-34/figaux_01b.png;https://atlas.web.cern.ch/Atlas/GROUPS/PHYSICS/PAPERS/SUSY-2018-34/figaux_01a.png
source: ATLAS
validated: True
axes: [[x, x - y], [x, x - y]]; [[x, y], [x, y]]
finalState: ['MET', 'MET']
intermediateState: None
upperLimits: [[[[5.0000E+02*GeV,5.0000E+00*GeV],[5.0000E+02*GeV,5.0000E+00*GeV]],5.5000E+00*fb],
[[[5.0000E+02*GeV,1.0000E+02*GeV],[5.0000E+02*GeV,1.0000E+02*GeV]],7.0000E+00*fb],
[[[5.0000E+02*GeV,2.0000E+02*GeV],[5.0000E+02*GeV,2.0000E+02*GeV]],1.7000E+01*fb],
[[[5.0000E+02*GeV,3.0000E+02*GeV],[5.0000E+02*GeV,3.0000E+02*GeV]],6.5000E+01*fb],
[[[5.0000E+02*GeV,4.0000E+02*GeV],[5.0000E+02*GeV,4.0000E+02*GeV]],6.8000E+01*fb],
[[[5.5000E+02*GeV,4.5000E+02*GeV],[5.5000E+02*GeV,4.5000E+02*GeV]],5.4000E+01*fb],
[[[6.0000E+02*GeV,5.0000E+00*GeV],[6.0000E+02*GeV,5.0000E+00*GeV]],2.3000E+00*fb],
[[[6.0000E+02*GeV,1.0000E+02*GeV],[6.0000E+02*GeV,1.0000E+02*GeV]],2.7000E+00*fb],
[[[6.0000E+02*GeV,2.0000E+02*GeV],[6.0000E+02*GeV,2.0000E+02*GeV]],4.1000E+00*fb],
[[[6.0000E+02*GeV,3.0000E+02*GeV],[6.0000E+02*GeV,3.0000E+02*GeV]],1.1000E+01*fb],
[[[6.0000E+02*GeV,4.0000E+02*GeV],[6.0000E+02*GeV,4.0000E+02*GeV]],4.8000E+01*fb],
[[[6.0000E+02*GeV,5.0000E+02*GeV],[6.0000E+02*GeV,5.0000E+02*GeV]],4.9000E+01*fb],
[[[6.5000E+02*GeV,4.5000E+02*GeV],[6.5000E+02*GeV,4.5000E+02*GeV]],5.2000E+01*fb],
[[[6.5000E+02*GeV,5.5000E+02*GeV],[6.5000E+02*GeV,5.5000E+02*GeV]],4.1000E+01*fb],
[[[7.0000E+02*GeV,5.0000E+00*GeV],[7.0000E+02*GeV,5.0000E+00*GeV]],1.6000E+00*fb],
[[[7.0000E+02*GeV,1.0000E+02*GeV],[7.0000E+02*GeV,1.0000E+02*GeV]],1.6000E+00*fb],
[[[7.0000E+02*GeV,2.0000E+02*GeV],[7.0000E+02*GeV,2.0000E+02*GeV]],1.9000E+00*fb],
[[[7.0000E+02*GeV,3.0000E+02*GeV],[7.0000E+02*GeV,3.0000E+02*GeV]],3.0000E+00*fb],
[[[7.0000E+02*GeV,4.0000E+02*GeV],[7.0000E+02*GeV,4.0000E+02*GeV]],8.5000E+00*fb],
[[[7.0000E+02*GeV,5.0000E+02*GeV],[7.0000E+02*GeV,5.0000E+02*GeV]],4.7000E+01*fb],
[[[7.0000E+02*GeV,6.0000E+02*GeV],[7.0000E+02*GeV,6.0000E+02*GeV]],3.8000E+01*fb],
[[[7.0000E+02*GeV,6.5000E+02*GeV],[7.0000E+02*GeV,6.5000E+02*GeV]],7.9000E+01*fb],
[[[7.5000E+02*GeV,4.5000E+02*GeV],[7.5000E+02*GeV,4.5000E+02*GeV]],7.4000E+00*fb],
[[[7.5000E+02*GeV,5.5000E+02*GeV],[7.5000E+02*GeV,5.5000E+02*GeV]],4.5000E+01*fb],
[[[7.5000E+02*GeV,6.5000E+02*GeV],[7.5000E+02*GeV,6.5000E+02*GeV]],4.1000E+01*fb],
[[[7.5000E+02*GeV,7.0000E+02*GeV],[7.5000E+02*GeV,7.0000E+02*GeV]],8.1000E+01*fb],
