Path: /HepData/8542/d49-x1-y1
Acceptance for WZ-mediated simplified model using SR0taua bin 16
Location: Auxiliary Figure 4B
RE : P P --> CHARGINO1+ NEUTRALINO2 X
RE : P P --> CHARGINO1- NEUTRALINO2 X
SQRT(S) : 8000.0 GeV
x : M(CHARGINO1) IN GEV
x2: M(NEUTRALINO1) IN GEV
y : Acceptance IN PCT
xdesc	x	xlow	xhigh	x2desc	x2	x2low	x2high	y	
	100.0	100.0	100.0		0.0	0.0	0.0	3.26651892E-4
	100.0	100.0	100.0		50.0	50.0	50.0	1.63325946E-4
	150.0	150.0	150.0		0.0	0.0	0.0	0.0315219076
	150.0	150.0	150.0		50.0	50.0	50.0	0.0063697119
	150.0	150.0	150.0		100.0	100.0	100.0	6.53303784E-4
	200.0	200.0	200.0		0.0	0.0	0.0	0.143726833
	200.0	200.0	200.0		50.0	50.0	50.0	0.103221998
	200.0	200.0	200.0		100.0	100.0	100.0	0.0218856768
	200.0	200.0	200.0		150.0	150.0	150.0	8.16629731E-4
	250.0	250.0	250.0		0.0	0.0	0.0	0.329591759
	250.0	250.0	250.0		50.0	50.0	50.0	0.282063909
	250.0	250.0	250.0		100.0	100.0	100.0	0.165612509
	250.0	250.0	250.0		150.0	150.0	150.0	0.0377282936
	250.0	250.0	250.0		200.0	200.0	200.0	8.16629731E-4
	300.0	300.0	300.0		0.0	0.0	0.0	0.475115177
	300.0	300.0	300.0		50.0	50.0	50.0	0.457639301
	300.0	300.0	300.0		100.0	100.0	100.0	0.366830075
	300.0	300.0	300.0		150.0	150.0	150.0	0.208077255
	300.0	300.0	300.0		200.0	200.0	200.0	0.0503069068
	350.0	350.0	350.0		0.0	0.0	0.0	0.600386178
	350.0	350.0	350.0		50.0	50.0	50.0	0.600059526
	350.0	350.0	350.0		100.0	100.0	100.0	0.543712075
	350.0	350.0	350.0		150.0	150.0	150.0	0.43069052
	350.0	350.0	350.0		200.0	200.0	200.0	0.243682312
	400.0	400.0	400.0		0.0	0.0	0.0	0.699525027
	400.0	400.0	400.0		50.0	50.0	50.0	0.704424806
	400.0	400.0	400.0		100.0	100.0	100.0	0.664409949
	400.0	400.0	400.0		150.0	150.0	150.0	0.582256998
	400.0	400.0	400.0		200.0	200.0	200.0	0.478055044
	125.0	125.0	125.0		0.0	0.0	0.0	0.00767631947
	175.0	175.0	175.0		0.0	0.0	0.0	0.0738233276
	100.0	100.0	100.0		25.0	25.0	25.0	0.00114328162
	125.0	125.0	125.0		25.0	25.0	25.0	0.00244988919
	150.0	150.0	150.0		25.0	25.0	25.0	0.0207423952
	175.0	175.0	175.0		25.0	25.0	25.0	0.0677802676
	200.0	200.0	200.0		25.0	25.0	25.0	0.133607304
	150.0	150.0	150.0		37.5	37.5	37.5	0.0132294016
	112.5	112.5	112.5		50.0	50.0	50.0	8.16629731E-4
	125.0	125.0	125.0		50.0	50.0	50.0	0.00179658541
	137.5	137.5	137.5		50.0	50.0	50.0	0.00293986703
	162.5	162.5	162.5		50.0	50.0	50.0	0.0201016549
	175.0	175.0	175.0		50.0	50.0	50.0	0.0390349011
	187.5	187.5	187.5		50.0	50.0	50.0	0.0687602233
	150.0	150.0	150.0		62.5	62.5	62.5	0.00555308217
	125.0	125.0	125.0		75.0	75.0	75.0	4.89977838E-4
	150.0	150.0	150.0		75.0	75.0	75.0	0.00163334113
	175.0	175.0	175.0		75.0	75.0	75.0	0.0155159649
	200.0	200.0	200.0		75.0	75.0	75.0	0.0530809325
	125.0	125.0	125.0		100.0	100.0	100.0	1.63325946E-4
	175.0	175.0	175.0		100.0	100.0	100.0	0.00261321514
	175.0	175.0	175.0		125.0	125.0	125.0	8.58401975E-4
	175.0	175.0	175.0		150.0	150.0	150.0	4.48760903E-4
	200.0	200.0	200.0		125.0	125.0	125.0	0.00261913897
	200.0	200.0	200.0		175.0	175.0	175.0	1.13704257E-4

