txName: T2bb
conditionDescription: None
condition: None
constraint: [[['b']],[['b']]]
validated: None
axes: 2*Eq(mother,x)_Eq(lsp,y)
publishedData: False
efficiencyMap: [[[[760.0*GeV, 540.0*GeV], [760.0*GeV, 540.0*GeV]], 3.71e-05],
[[[320.0*GeV, 300.0*GeV], [320.0*GeV, 300.0*GeV]], 0.0],
[[[600.0*GeV, 60.0*GeV], [600.0*GeV, 60.0*GeV]], 0.0002308],
[[[800.0*GeV, 360.0*GeV], [800.0*GeV, 360.0*GeV]], 0.0004669],
[[[640.0*GeV, 450.0*GeV], [640.0*GeV, 450.0*GeV]], 7.01e-05],
[[[520.0*GeV, 90.0*GeV], [520.0*GeV, 90.0*GeV]], 0.0002249],
[[[960.0*GeV, 1.0*GeV], [960.0*GeV, 1.0*GeV]], 0.0008188],
[[[280.0*GeV, 180.0*GeV], [280.0*GeV, 180.0*GeV]], 1.92e-05],
[[[1000.0*GeV, 690.0*GeV], [1000.0*GeV, 690.0*GeV]], 0.000149],
[[[840.0*GeV, 120.0*GeV], [840.0*GeV, 120.0*GeV]], 0.0005942],
[[[640.0*GeV, 90.0*GeV], [640.0*GeV, 90.0*GeV]], 0.0001853],
[[[840.0*GeV, 450.0*GeV], [840.0*GeV, 450.0*GeV]], 0.0001867],
[[[960.0*GeV, 210.0*GeV], [960.0*GeV, 210.0*GeV]], 0.0007618],
[[[920.0*GeV, 630.0*GeV], [920.0*GeV, 630.0*GeV]], 0.0002422],
[[[640.0*GeV, 120.0*GeV], [640.0*GeV, 120.0*GeV]], 0.0004913],
[[[480.0*GeV, 330.0*GeV], [480.0*GeV, 330.0*GeV]], 4.41e-05],
[[[480.0*GeV, 300.0*GeV], [480.0*GeV, 300.0*GeV]], 4.44e-05],
[[[360.0*GeV, 270.0*GeV], [360.0*GeV, 270.0*GeV]], 2.07e-05],
[[[280.0*GeV, 90.0*GeV], [280.0*GeV, 90.0*GeV]], 1.91e-05],
[[[120.0*GeV, 1.0*GeV], [120.0*GeV, 1.0*GeV]], 0.0],
[[[840.0*GeV, 90.0*GeV], [840.0*GeV, 90.0*GeV]], 0.0005587],
[[[520.0*GeV, 1.0*GeV], [520.0*GeV, 1.0*GeV]], 0.0002692],
[[[880.0*GeV, 90.0*GeV], [880.0*GeV, 90.0*GeV]], 0.0006555],
[[[520.0*GeV, 30.0*GeV], [520.0*GeV, 30.0*GeV]], 0.0001798],
[[[440.0*GeV, 120.0*GeV], [440.0*GeV, 120.0*GeV]], 0.00013],
[[[680.0*GeV, 1.0*GeV], [680.0*GeV, 1.0*GeV]], 0.00042],
[[[200.0*GeV, 120.0*GeV], [200.0*GeV, 120.0*GeV]], 0.0],
[[[840.0*GeV, 180.0*GeV], [840.0*GeV, 180.0*GeV]], 0.0005396],
[[[280.0*GeV, 30.0*GeV], [280.0*GeV, 30.0*GeV]], 1.91e-05],
[[[800.0*GeV, 630.0*GeV], [800.0*GeV, 630.0*GeV]], 0.0],
[[[1000.0*GeV, 360.0*GeV], [1000.0*GeV, 360.0*GeV]], 0.0005404],
[[[360.0*GeV, 1.0*GeV], [360.0*GeV, 1.0*GeV]], 8.23e-05],
[[[760.0*GeV, 420.0*GeV], [760.0*GeV, 420.0*GeV]], 0.000186],
[[[720.0*GeV, 570.0*GeV], [720.0*GeV, 570.0*GeV]], 1.85e-05],
[[[600.0*GeV, 30.0*GeV], [600.0*GeV, 30.0*GeV]], 0.0002767],
[[[520.0*GeV, 180.0*GeV], [520.0*GeV, 180.0*GeV]], 0.0001792],
[[[960.0*GeV, 450.0*GeV], [960.0*GeV, 450.0*GeV]], 0.0003173],
[[[80.0*GeV, 1.0*GeV], [80.0*GeV, 1.0*GeV]], 0.0],
[[[560.0*GeV, 360.0*GeV], [560.0*GeV, 360.0*GeV]], 9.14e-05],
[[[800.0*GeV, 210.0*GeV], [800.0*GeV, 210.0*GeV]], 0.0004643],
[[[520.0*GeV, 120.0*GeV], [520.0*GeV, 120.0*GeV]], 0.0001567],
[[[120.0*GeV, 30.0*GeV], [120.0*GeV, 30.0*GeV]], 0.0],
[[[800.0*GeV, 150.0*GeV], [800.0*GeV, 150.0*GeV]], 0.0005951],
[[[720.0*GeV, 540.0*GeV], [720.0*GeV, 540.0*GeV]], 1.86e-05],
[[[280.0*GeV, 240.0*GeV], [280.0*GeV, 240.0*GeV]], 0.0],
[[[360.0*GeV, 180.0*GeV], [360.0*GeV, 180.0*GeV]], 2.07e-05],
[[[680.0*GeV, 120.0*GeV], [680.0*GeV, 120.0*GeV]], 0.0003494],
[[[760.0*GeV, 90.0*GeV], [760.0*GeV, 90.0*GeV]], 0.0007066],
[[[960.0*GeV, 270.0*GeV], [960.0*GeV, 270.0*GeV]], 0.000487],
[[[720.0*GeV, 1.0*GeV], [720.0*GeV, 1.0*GeV]], 0.0003725],
[[[920.0*GeV, 120.0*GeV], [920.0*GeV, 120.0*GeV]], 0.0009297],
[[[600.0*GeV, 300.0*GeV], [600.0*GeV, 300.0*GeV]], 0.000138],
[[[1000.0*GeV, 540.0*GeV], [1000.0*GeV, 540.0*GeV]], 0.0005231],
[[[960.0*GeV, 480.0*GeV], [960.0*GeV, 480.0*GeV]], 0.0005564],
[[[760.0*GeV, 120.0*GeV], [760.0*GeV, 120.0*GeV]], 0.0003544],
[[[440.0*GeV, 210.0*GeV], [440.0*GeV, 210.0*GeV]], 6.53e-05],
[[[1000.0*GeV, 60.0*GeV], [1000.0*GeV, 60.0*GeV]], 0.0007062],
[[[720.0*GeV, 630.0*GeV], [720.0*GeV, 630.0*GeV]], 0.0],
[[[1000.0*GeV, 480.0*GeV], [1000.0*GeV, 480.0*GeV]], 0.000447],
[[[880.0*GeV, 570.0*GeV], [880.0*GeV, 570.0*GeV]], 0.0001682],
[[[600.0*GeV, 510.0*GeV], [600.0*GeV, 510.0*GeV]], 0.0],
[[[720.0*GeV, 30.0*GeV], [720.0*GeV, 30.0*GeV]], 0.0005027],
[[[960.0*GeV, 330.0*GeV], [960.0*GeV, 330.0*GeV]], 0.0005945],
[[[360.0*GeV, 60.0*GeV], [360.0*GeV, 60.0*GeV]], 4.15e-05],
[[[440.0*GeV, 180.0*GeV], [440.0*GeV, 180.0*GeV]], 6.51e-05],
[[[640.0*GeV, 360.0*GeV], [640.0*GeV, 360.0*GeV]], 0.0001394],
[[[320.0*GeV, 150.0*GeV], [320.0*GeV, 150.0*GeV]], 0.0001203],
[[[400.0*GeV, 90.0*GeV], [400.0*GeV, 90.0*GeV]], 4.25e-05],
[[[200.0*GeV, 60.0*GeV], [200.0*GeV, 60.0*GeV]], 1.71e-05],
[[[960.0*GeV, 510.0*GeV], [960.0*GeV, 510.0*GeV]], 0.0002982],
[[[480.0*GeV, 90.0*GeV], [480.0*GeV, 90.0*GeV]], 0.0001326],
[[[880.0*GeV, 600.0*GeV], [880.0*GeV, 600.0*GeV]], 0.000186],
[[[400.0*GeV, 60.0*GeV], [400.0*GeV, 60.0*GeV]], 0.0001491],
[[[880.0*GeV, 480.0*GeV], [880.0*GeV, 480.0*GeV]], 0.0002991],
[[[600.0*GeV, 150.0*GeV], [600.0*GeV, 150.0*GeV]], 0.0002075],
[[[440.0*GeV, 420.0*GeV], [440.0*GeV, 420.0*GeV]], 0.0],
[[[280.0*GeV, 60.0*GeV], [280.0*GeV, 60.0*GeV]], 0.0],
[[[520.0*GeV, 360.0*GeV], [520.0*GeV, 360.0*GeV]], 2.24e-05],
[[[760.0*GeV, 450.0*GeV], [760.0*GeV, 450.0*GeV]], 0.0001865],
[[[240.0*GeV, 120.0*GeV], [240.0*GeV, 120.0*GeV]], 0.0],
[[[560.0*GeV, 120.0*GeV], [560.0*GeV, 120.0*GeV]], 0.0003871],
[[[40.0*GeV, 1.0*GeV], [40.0*GeV, 1.0*GeV]], 0.0],
[[[320.0*GeV, 30.0*GeV], [320.0*GeV, 30.0*GeV]], 1.99e-05],
[[[440.0*GeV, 270.0*GeV], [440.0*GeV, 270.0*GeV]], 6.52e-05],
[[[600.0*GeV, 1.0*GeV], [600.0*GeV, 1.0*GeV]], 0.0002766],
[[[760.0*GeV, 30.0*GeV], [760.0*GeV, 30.0*GeV]], 0.0004472],
[[[1000.0*GeV, 300.0*GeV], [1000.0*GeV, 300.0*GeV]], 0.000652],
[[[880.0*GeV, 360.0*GeV], [880.0*GeV, 360.0*GeV]], 0.0004092],
[[[840.0*GeV, 1.0*GeV], [840.0*GeV, 1.0*GeV]], 0.0005214],
[[[1000.0*GeV, 270.0*GeV], [1000.0*GeV, 270.0*GeV]], 0.0005578],
[[[1000.0*GeV, 420.0*GeV], [1000.0*GeV, 420.0*GeV]], 0.000668],
[[[800.0*GeV, 540.0*GeV], [800.0*GeV, 540.0*GeV]], 0.0001305],
[[[840.0*GeV, 420.0*GeV], [840.0*GeV, 420.0*GeV]], 0.0003356],
[[[400.0*GeV, 360.0*GeV], [400.0*GeV, 360.0*GeV]], 0.0],
[[[680.0*GeV, 450.0*GeV], [680.0*GeV, 450.0*GeV]], 0.0001173],
[[[800.0*GeV, 690.0*GeV], [800.0*GeV, 690.0*GeV]], 1.87e-05],
[[[840.0*GeV, 540.0*GeV], [840.0*GeV, 540.0*GeV]], 0.0002047],
[[[680.0*GeV, 240.0*GeV], [680.0*GeV, 240.0*GeV]], 0.0003026],
[[[560.0*GeV, 210.0*GeV], [560.0*GeV, 210.0*GeV]], 0.0001591],
[[[560.0*GeV, 390.0*GeV], [560.0*GeV, 390.0*GeV]], 6.84e-05],
[[[960.0*GeV, 360.0*GeV], [960.0*GeV, 360.0*GeV]], 0.0002782],
[[[840.0*GeV, 390.0*GeV], [840.0*GeV, 390.0*GeV]], 0.0004484],
[[[720.0*GeV, 210.0*GeV], [720.0*GeV, 210.0*GeV]], 0.0004083],
[[[640.0*GeV, 210.0*GeV], [640.0*GeV, 210.0*GeV]], 0.0003007],
[[[800.0*GeV, 300.0*GeV], [800.0*GeV, 300.0*GeV]], 0.000411],
[[[880.0*GeV, 120.0*GeV], [880.0*GeV, 120.0*GeV]], 0.0006522],
[[[560.0*GeV, 510.0*GeV], [560.0*GeV, 510.0*GeV]], 0.0],
[[[880.0*GeV, 300.0*GeV], [880.0*GeV, 300.0*GeV]], 0.0004129],
[[[440.0*GeV, 360.0*GeV], [440.0*GeV, 360.0*GeV]], 2.17e-05],
[[[1000.0*GeV, 630.0*GeV], [1000.0*GeV, 630.0*GeV]], 0.000224],
[[[840.0*GeV, 480.0*GeV], [840.0*GeV, 480.0*GeV]], 0.0001682],
[[[920.0*GeV, 150.0*GeV], [920.0*GeV, 150.0*GeV]], 0.0006885],
[[[800.0*GeV, 60.0*GeV], [800.0*GeV, 60.0*GeV]], 0.0004299],
[[[960.0*GeV, 180.0*GeV], [960.0*GeV, 180.0*GeV]], 0.0004468],
[[[760.0*GeV, 570.0*GeV], [760.0*GeV, 570.0*GeV]], 3.71e-05],
[[[840.0*GeV, 360.0*GeV], [840.0*GeV, 360.0*GeV]], 0.0004097],
[[[160.0*GeV, 30.0*GeV], [160.0*GeV, 30.0*GeV]], 0.0],
[[[920.0*GeV, 240.0*GeV], [920.0*GeV, 240.0*GeV]], 0.0004841],
[[[760.0*GeV, 270.0*GeV], [760.0*GeV, 270.0*GeV]], 0.0003537],
[[[320.0*GeV, 210.0*GeV], [320.0*GeV, 210.0*GeV]], 0.0],
[[[600.0*GeV, 450.0*GeV], [600.0*GeV, 450.0*GeV]], 4.59e-05],
[[[800.0*GeV, 570.0*GeV], [800.0*GeV, 570.0*GeV]], 0.0001303],
[[[600.0*GeV, 120.0*GeV], [600.0*GeV, 120.0*GeV]], 0.0003456],
[[[480.0*GeV, 450.0*GeV], [480.0*GeV, 450.0*GeV]], 0.0],
[[[760.0*GeV, 600.0*GeV], [760.0*GeV, 600.0*GeV]], 3.72e-05],
[[[920.0*GeV, 570.0*GeV], [920.0*GeV, 570.0*GeV]], 0.0002428],
[[[840.0*GeV, 270.0*GeV], [840.0*GeV, 270.0*GeV]], 0.0004133],
[[[720.0*GeV, 120.0*GeV], [720.0*GeV, 120.0*GeV]], 0.0004306],
[[[360.0*GeV, 30.0*GeV], [360.0*GeV, 30.0*GeV]], 2.08e-05],
[[[800.0*GeV, 600.0*GeV], [800.0*GeV, 600.0*GeV]], 5.62e-05],
[[[960.0*GeV, 690.0*GeV], [960.0*GeV, 690.0*GeV]], 0.0001305],
[[[440.0*GeV, 60.0*GeV], [440.0*GeV, 60.0*GeV]], 0.0001302],
[[[800.0*GeV, 330.0*GeV], [800.0*GeV, 330.0*GeV]], 0.0003362],
[[[680.0*GeV, 570.0*GeV], [680.0*GeV, 570.0*GeV]], 4.68e-05],
[[[920.0*GeV, 660.0*GeV], [920.0*GeV, 660.0*GeV]], 5.59e-05],
[[[600.0*GeV, 240.0*GeV], [600.0*GeV, 240.0*GeV]], 0.000116],
[[[920.0*GeV, 300.0*GeV], [920.0*GeV, 300.0*GeV]], 0.0005401],
[[[920.0*GeV, 540.0*GeV], [920.0*GeV, 540.0*GeV]], 0.0003534],
[[[800.0*GeV, 510.0*GeV], [800.0*GeV, 510.0*GeV]], 0.0001302],
[[[600.0*GeV, 570.0*GeV], [600.0*GeV, 570.0*GeV]], 2.31e-05],
[[[440.0*GeV, 90.0*GeV], [440.0*GeV, 90.0*GeV]], 0.000152],
[[[760.0*GeV, 60.0*GeV], [760.0*GeV, 60.0*GeV]], 0.0004468],
[[[1000.0*GeV, 210.0*GeV], [1000.0*GeV, 210.0*GeV]], 0.0006891],
[[[480.0*GeV, 270.0*GeV], [480.0*GeV, 270.0*GeV]], 0.000111],
[[[640.0*GeV, 60.0*GeV], [640.0*GeV, 60.0*GeV]], 0.0003476],
[[[680.0*GeV, 210.0*GeV], [680.0*GeV, 210.0*GeV]], 0.0004437],
[[[400.0*GeV, 240.0*GeV], [400.0*GeV, 240.0*GeV]], 4.26e-05],
[[[400.0*GeV, 120.0*GeV], [400.0*GeV, 120.0*GeV]], 6.38e-05],
[[[280.0*GeV, 210.0*GeV], [280.0*GeV, 210.0*GeV]], 0.0],
[[[920.0*GeV, 480.0*GeV], [920.0*GeV, 480.0*GeV]], 0.0003549],
[[[240.0*GeV, 180.0*GeV], [240.0*GeV, 180.0*GeV]], 0.0],
