#MA5 EffMap for txName: T2bb , Analysis: atlas_sus_13_05 , SR: SRA-mCT350
# Mother  Daughter  Eff. 
750   500   0.0040194
650   200   0.0210940
375   300   0.0000000
700   250   0.0231478
350   175   0.0000247
700   675   0.0000000
525   450   0.0000000
625   200   0.0179308
450   50   0.0075387
600   175   0.0164647
550   175   0.0115989
575   550   0.0000000
575   375   0.0001097
700   375   0.0125454
625   350   0.0049012
700   475   0.0011684
600   400   0.0000822
300   75   0.0000236
400   375   0.0000000
100   75   0.0000000
700   625   0.0000000
400   325   0.0000000
625   50   0.0239490
450   400   0.0000000
200   75   0.0000000
300   25   0.0000000
650   100   0.0261617
625   550   0.0000000
600   100   0.0216595
750   650   0.0000000
750   300   0.0254034
600   250   0.0118571
300   250   0.0000000
575   425   0.0000273
625   600   0.0000277
575   50   0.0200967
300   150   0.0000000
500   475   0.0000000
375   350   0.0000000
550   375   0.0000546
600   575   0.0000000
500   375   0.0000801
600   300   0.0071334
450   1   0.0081256
575   1   0.0195131
200   100   0.0000000
250   150   0.0000000
150   125   0.0000000
650   575   0.0000276
700   1   0.0303428
650   300   0.0135560
150   1   0.0000000
700   175   0.0259879
550   500   0.0000000
400   175   0.0000508
525   250   0.0031582
250   225   0.0000000
625   450   0.0001369
550   100   0.0154075
700   75   0.0288085
200   175   0.0000000
600   1   0.0205212
575   475   0.0000273
300   1   0.0000000
550   425   0.0000542
250   50   0.0000000
375   1   0.0011732
200   1   0.0000000
750   400   0.0156504
400   250   0.0000509
550   325   0.0002712
625   150   0.0203197
450   425   0.0000000
650   1   0.0271850
625   1   0.0237583
400   1   0.0023036
600   500   0.0000000
525   75   0.0132387
100   1   0.0000000
350   250   0.0000000
300   200   0.0000235
550   525   0.0000000
350   300   0.0000000
150   50   0.0000000
350   1   0.0001974
