#MA5 EffMap for txName: T2bb , Analysis: atlas_sus_13_05 , SR: SRA-mCT200
# Mother  Daughter  Eff. 
750   500   0.0262658
650   200   0.0416621
375   300   0.0000000
700   250   0.0439863
350   175   0.0047167
700   675   0.0000279
525   450   0.0001614
625   200   0.0404549
450   50   0.0324582
600   175   0.0395482
550   175   0.0355556
575   550   0.0000273
575   375   0.0146454
700   375   0.0368539
625   350   0.0305909
700   475   0.0225888
600   400   0.0161379
300   75   0.0070180
400   375   0.0000252
100   75   0.0000000
700   625   0.0000557
400   325   0.0001020
625   50   0.0431192
450   400   0.0000263
200   75   0.0000411
300   25   0.0105915
650   100   0.0456929
625   550   0.0001377
600   100   0.0433465
750   650   0.0003339
750   300   0.0457819
600   250   0.0363122
300   250   0.0000235
575   425   0.0042653
625   600   0.0000277
575   50   0.0421593
300   150   0.0011065
500   475   0.0000000
375   350   0.0000000
550   375   0.0085652
600   575   0.0000274
500   375   0.0009877
600   300   0.0318112
450   1   0.0342586
575   1   0.0414825
200   100   0.0000408
250   150   0.0000442
150   125   0.0000000
650   575   0.0001658
700   1   0.0469238
650   300   0.0384086
150   1   0.0000182
700   175   0.0448473
550   500   0.0000000
400   175   0.0138956
525   250   0.0268983
250   225   0.0000000
625   450   0.0093916
550   100   0.0387761
700   75   0.0460992
200   175   0.0000000
600   1   0.0409333
575   475   0.0001911
300   1   0.0095002
550   425   0.0008125
250   50   0.0023728
375   1   0.0233882
200   1   0.0001633
750   400   0.0381320
400   250   0.0030308
550   325   0.0183332
625   150   0.0419370
450   425   0.0000000
650   1   0.0461337
625   1   0.0429084
400   1   0.0275162
600   500   0.0002757
525   75   0.0357745
100   1   0.0000153
350   250   0.0001232
300   200   0.0001412
550   525   0.0000000
350   300   0.0000246
150   50   0.0000183
350   1   0.0191212
