#MA5 EffMap for txName: T2bb , Analysis: atlas_sus_13_05 , SR: SRA-mCT150
# Mother  Daughter  Eff. 
750   500   0.0338302
650   200   0.0471709
375   300   0.0000755
700   250   0.0488551
350   175   0.0119030
700   675   0.0000279
525   450   0.0002959
625   200   0.0464318
450   50   0.0407298
600   175   0.0460028
550   175   0.0424390
575   550   0.0000820
575   375   0.0242993
700   375   0.0437832
625   350   0.0389614
700   475   0.0318803
600   400   0.0251521
300   75   0.0160614
400   375   0.0000252
100   75   0.0000000
700   625   0.0002509
400   325   0.0002805
625   50   0.0480636
450   400   0.0001053
200   75   0.0005138
300   25   0.0200482
650   100   0.0499931
625   550   0.0003580
600   100   0.0478657
750   650   0.0013356
750   300   0.0502764
600   250   0.0435308
300   250   0.0000235
575   425   0.0119210
625   600   0.0000277
575   50   0.0478115
300   150   0.0056032
500   475   0.0000536
375   350   0.0000000
550   375   0.0178396
600   575   0.0000274
500   375   0.0045116
600   300   0.0398259
450   1   0.0421221
575   1   0.0464221
200   100   0.0001225
250   150   0.0001768
150   125   0.0000181
650   575   0.0004144
700   1   0.0511389
650   300   0.0440569
150   1   0.0000727
700   175   0.0490290
550   500   0.0000273
400   175   0.0227867
525   250   0.0359179
250   225   0.0000000
625   450   0.0182903
550   100   0.0454102
700   75   0.0505676
200   175   0.0000000
600   1   0.0459544
575   475   0.0013649
300   1   0.0184332
550   425   0.0044958
250   50   0.0086041
375   1   0.0327235
200   1   0.0021839
750   400   0.0438714
400   250   0.0092963
550   325   0.0271744
625   150   0.0472102
450   425   0.0000000
650   1   0.0505301
625   1   0.0479029
400   1   0.0362495
600   500   0.0012408
525   75   0.0425705
100   1   0.0000306
350   250   0.0006902
300   200   0.0005648
550   525   0.0000000
350   300   0.0000493
150   50   0.0000731
350   1   0.0290642
