#MA5 EffMap for txName: T2bb , Analysis: atlas_sus_13_05 , SR: SRA-mCT300
# Mother  Daughter  Eff. 
750   500   0.0096857
650   200   0.0283745
375   300   0.0000000
700   250   0.0302980
350   175   0.0000247
700   675   0.0000000
525   450   0.0000000
625   200   0.0252912
450   50   0.0139256
600   175   0.0234663
550   175   0.0183198
575   550   0.0000273
575   375   0.0013987
700   375   0.0208997
625   350   0.0117297
700   475   0.0054803
600   400   0.0020549
300   75   0.0000707
400   375   0.0000000
100   75   0.0000000
700   625   0.0000000
400   325   0.0000000
625   50   0.0307442
450   400   0.0000000
200   75   0.0000000
300   25   0.0001655
650   100   0.0329588
625   550   0.0000275
600   100   0.0291273
750   650   0.0000278
750   300   0.0327173
600   250   0.0189932
300   250   0.0000000
575   425   0.0000820
625   600   0.0000277
575   50   0.0272779
300   150   0.0000000
500   475   0.0000000
375   350   0.0000000
550   375   0.0001909
600   575   0.0000274
500   375   0.0000801
600   300   0.0141291
450   1   0.0153862
575   1   0.0270182
200   100   0.0000204
250   150   0.0000000
150   125   0.0000000
650   575   0.0000553
700   1   0.0362885
650   300   0.0216014
150   1   0.0000000
700   175   0.0323305
550   500   0.0000000
400   175   0.0008129
525   250   0.0084576
250   225   0.0000000
625   450   0.0003012
550   100   0.0233956
700   75   0.0352474
200   175   0.0000000
600   1   0.0273161
575   475   0.0000819
300   1   0.0002836
550   425   0.0001083
250   50   0.0000665
375   1   0.0056162
200   1   0.0000000
750   400   0.0230136
400   250   0.0001019
550   325   0.0032273
625   150   0.0272770
450   425   0.0000000
650   1   0.0337516
625   1   0.0299669
400   1   0.0082017
600   500   0.0000000
525   75   0.0201163
100   1   0.0000000
350   250   0.0000000
300   200   0.0000235
550   525   0.0000000
350   300   0.0000000
150   50   0.0000000
350   1   0.0029854
