txName: TChiWH
conditionDescription: None
condition: None
constraint: [[['W']],[['higgs']]]
figureUrl: https://twiki.cern.ch/twiki/pub/CMSPublic/PhysicsResultsSUS13006/Fig16_exclusion_TChiWH.png
dataUrl: https://twiki.cern.ch/twiki/pub/CMSPublic/PhysicsResultsSUS13006/ss_eff_map.root
validated: None
axes: 2*Eq(mother,x)_Eq(lsp,y)
publishedData: True
efficiencyMap: [[[[125.0*GeV, 0.0*GeV], [125.0*GeV, 0.0*GeV]], 0.049247],
[[[150.0*GeV, 0.0*GeV], [150.0*GeV, 0.0*GeV]], 0.070035],
[[[150.0*GeV, 25.0*GeV], [150.0*GeV, 25.0*GeV]], 0.054559],
[[[175.0*GeV, 0.0*GeV], [175.0*GeV, 0.0*GeV]], 0.11493],
[[[175.0*GeV, 25.0*GeV], [175.0*GeV, 25.0*GeV]], 0.10224],
[[[175.0*GeV, 50.0*GeV], [175.0*GeV, 50.0*GeV]], 0.060194],
[[[200.0*GeV, 0.0*GeV], [200.0*GeV, 0.0*GeV]], 0.20743],
[[[200.0*GeV, 25.0*GeV], [200.0*GeV, 25.0*GeV]], 0.2112],
[[[200.0*GeV, 50.0*GeV], [200.0*GeV, 50.0*GeV]], 0.12831],
[[[200.0*GeV, 75.0*GeV], [200.0*GeV, 75.0*GeV]], 0.066182],
[[[225.0*GeV, 0.0*GeV], [225.0*GeV, 0.0*GeV]], 0.36573],
[[[225.0*GeV, 25.0*GeV], [225.0*GeV, 25.0*GeV]], 0.36158],
[[[225.0*GeV, 50.0*GeV], [225.0*GeV, 50.0*GeV]], 0.23427],
[[[225.0*GeV, 75.0*GeV], [225.0*GeV, 75.0*GeV]], 0.15933],
[[[225.0*GeV, 100.0*GeV], [225.0*GeV, 100.0*GeV]], 0.067562],
[[[250.0*GeV, 0.0*GeV], [250.0*GeV, 0.0*GeV]], 0.49168],
[[[250.0*GeV, 25.0*GeV], [250.0*GeV, 25.0*GeV]], 0.48965],
[[[250.0*GeV, 50.0*GeV], [250.0*GeV, 50.0*GeV]], 0.39883],
[[[250.0*GeV, 75.0*GeV], [250.0*GeV, 75.0*GeV]], 0.2763],
[[[250.0*GeV, 100.0*GeV], [250.0*GeV, 100.0*GeV]], 0.13796],
[[[250.0*GeV, 125.0*GeV], [250.0*GeV, 125.0*GeV]], 0.059912],
[[[275.0*GeV, 0.0*GeV], [275.0*GeV, 0.0*GeV]], 0.81226],
[[[275.0*GeV, 25.0*GeV], [275.0*GeV, 25.0*GeV]], 0.68946],
[[[275.0*GeV, 50.0*GeV], [275.0*GeV, 50.0*GeV]], 0.67538],
[[[275.0*GeV, 75.0*GeV], [275.0*GeV, 75.0*GeV]], 0.54888],
[[[275.0*GeV, 100.0*GeV], [275.0*GeV, 100.0*GeV]], 0.35161],
[[[275.0*GeV, 125.0*GeV], [275.0*GeV, 125.0*GeV]], 0.25916],
[[[275.0*GeV, 150.0*GeV], [275.0*GeV, 150.0*GeV]], 0.063195],
[[[300.0*GeV, 0.0*GeV], [300.0*GeV, 0.0*GeV]], 0.956],
[[[300.0*GeV, 25.0*GeV], [300.0*GeV, 25.0*GeV]], 1.0474],
[[[300.0*GeV, 50.0*GeV], [300.0*GeV, 50.0*GeV]], 0.95289],
[[[300.0*GeV, 75.0*GeV], [300.0*GeV, 75.0*GeV]], 0.73274],
[[[300.0*GeV, 100.0*GeV], [300.0*GeV, 100.0*GeV]], 0.56022],
[[[300.0*GeV, 125.0*GeV], [300.0*GeV, 125.0*GeV]], 0.41922],
[[[300.0*GeV, 150.0*GeV], [300.0*GeV, 150.0*GeV]], 0.21042],
[[[300.0*GeV, 175.0*GeV], [300.0*GeV, 175.0*GeV]], 0.040489],
[[[325.0*GeV, 0.0*GeV], [325.0*GeV, 0.0*GeV]], 1.1929],
[[[325.0*GeV, 25.0*GeV], [325.0*GeV, 25.0*GeV]], 1.2346],
[[[325.0*GeV, 50.0*GeV], [325.0*GeV, 50.0*GeV]], 1.3111],
[[[325.0*GeV, 75.0*GeV], [325.0*GeV, 75.0*GeV]], 1.1813],
[[[325.0*GeV, 100.0*GeV], [325.0*GeV, 100.0*GeV]], 0.92625],
[[[325.0*GeV, 125.0*GeV], [325.0*GeV, 125.0*GeV]], 0.53122],
[[[325.0*GeV, 150.0*GeV], [325.0*GeV, 150.0*GeV]], 0.39557],
[[[325.0*GeV, 175.0*GeV], [325.0*GeV, 175.0*GeV]], 0.15659],
[[[325.0*GeV, 200.0*GeV], [325.0*GeV, 200.0*GeV]], 0.053093],
[[[350.0*GeV, 0.0*GeV], [350.0*GeV, 0.0*GeV]], 1.5147],
[[[350.0*GeV, 25.0*GeV], [350.0*GeV, 25.0*GeV]], 1.6314],
