txname: T1tttt
condition: None
fuzzycondition: None
constraint: [[['t','t']],[['t','t']]]
checked: VM
figureUrl: https://atlas.web.cern.ch/Atlas/GROUPS/PHYSICS/CONFNOTES/ATLAS-CONF-2013-061/fig_12b.png
validated: True
axes: 2*Eq(mother,x)_Eq(lsp,y)
publishedData: False
upperLimits: [[[[450.0*GeV, 1.0*GeV], [450.0*GeV, 1.0*GeV]], 0.628538*pb],
[[[450.0*GeV, 50.0*GeV], [450.0*GeV, 50.0*GeV]], 1.37348*pb],
[[[450.0*GeV, 95.0*GeV], [450.0*GeV, 95.0*GeV]], 1.44786*pb],
[[[500.0*GeV, 1.0*GeV], [500.0*GeV, 1.0*GeV]], 0.190108*pb],
[[[500.0*GeV, 50.0*GeV], [500.0*GeV, 50.0*GeV]], 0.293621*pb],
[[[500.0*GeV, 100.0*GeV], [500.0*GeV, 100.0*GeV]], 0.556479*pb],
[[[500.0*GeV, 145.0*GeV], [500.0*GeV, 145.0*GeV]], 0.918608*pb],
[[[550.0*GeV, 1.0*GeV], [550.0*GeV, 1.0*GeV]], 0.0786027*pb],
[[[550.0*GeV, 50.0*GeV], [550.0*GeV, 50.0*GeV]], 0.097196*pb],
[[[550.0*GeV, 100.0*GeV], [550.0*GeV, 100.0*GeV]], 0.165918*pb],
[[[550.0*GeV, 150.0*GeV], [550.0*GeV, 150.0*GeV]], 0.353016*pb],
[[[550.0*GeV, 195.0*GeV], [550.0*GeV, 195.0*GeV]], 1.02867*pb],
[[[600.0*GeV, 1.0*GeV], [600.0*GeV, 1.0*GeV]], 0.0401542*pb],
[[[600.0*GeV, 50.0*GeV], [600.0*GeV, 50.0*GeV]], 0.0491044*pb],
[[[600.0*GeV, 100.0*GeV], [600.0*GeV, 100.0*GeV]], 0.0644086*pb],
[[[600.0*GeV, 150.0*GeV], [600.0*GeV, 150.0*GeV]], 0.0966365*pb],
[[[600.0*GeV, 200.0*GeV], [600.0*GeV, 200.0*GeV]], 0.234889*pb],
[[[600.0*GeV, 245.0*GeV], [600.0*GeV, 245.0*GeV]], 0.638069*pb],
[[[650.0*GeV, 1.0*GeV], [650.0*GeV, 1.0*GeV]], 0.025677*pb],
[[[650.0*GeV, 50.0*GeV], [650.0*GeV, 50.0*GeV]], 0.0271964*pb],
[[[650.0*GeV, 100.0*GeV], [650.0*GeV, 100.0*GeV]], 0.0345569*pb],
[[[650.0*GeV, 150.0*GeV], [650.0*GeV, 150.0*GeV]], 0.0512162*pb],
[[[650.0*GeV, 200.0*GeV], [650.0*GeV, 200.0*GeV]], 0.0828487*pb],
[[[650.0*GeV, 250.0*GeV], [650.0*GeV, 250.0*GeV]], 0.180001*pb],
[[[650.0*GeV, 295.0*GeV], [650.0*GeV, 295.0*GeV]], 0.344217*pb],
[[[700.0*GeV, 1.0*GeV], [700.0*GeV, 1.0*GeV]], 0.0146318*pb],
[[[700.0*GeV, 50.0*GeV], [700.0*GeV, 50.0*GeV]], 0.0183989*pb],
[[[700.0*GeV, 100.0*GeV], [700.0*GeV, 100.0*GeV]], 0.0179824*pb],
[[[700.0*GeV, 150.0*GeV], [700.0*GeV, 150.0*GeV]], 0.0250782*pb],
[[[700.0*GeV, 200.0*GeV], [700.0*GeV, 200.0*GeV]], 0.0358117*pb],
[[[700.0*GeV, 250.0*GeV], [700.0*GeV, 250.0*GeV]], 0.0692226*pb],
[[[700.0*GeV, 300.0*GeV], [700.0*GeV, 300.0*GeV]], 0.321852*pb],
[[[700.0*GeV, 345.0*GeV], [700.0*GeV, 345.0*GeV]], 0.260544*pb],
[[[750.0*GeV, 1.0*GeV], [750.0*GeV, 1.0*GeV]], 0.0131385*pb],
[[[750.0*GeV, 50.0*GeV], [750.0*GeV, 50.0*GeV]], 0.0141242*pb],
[[[750.0*GeV, 100.0*GeV], [750.0*GeV, 100.0*GeV]], 0.0155461*pb],
[[[750.0*GeV, 150.0*GeV], [750.0*GeV, 150.0*GeV]], 0.0176602*pb],
[[[750.0*GeV, 200.0*GeV], [750.0*GeV, 200.0*GeV]], 0.0242874*pb],
[[[750.0*GeV, 250.0*GeV], [750.0*GeV, 250.0*GeV]], 0.0355984*pb],
[[[750.0*GeV, 300.0*GeV], [750.0*GeV, 300.0*GeV]], 0.0597528*pb],
[[[750.0*GeV, 350.0*GeV], [750.0*GeV, 350.0*GeV]], 0.134804*pb],
[[[750.0*GeV, 395.0*GeV], [750.0*GeV, 395.0*GeV]], 0.22253*pb],
