#            mhscp               ctau              width        SR1FULL_375
     5.0000000e+01      1.0000000e+99      0.0000000e+00      0.0000000e+00
     5.0000000e+01      1.9732700e-22      1.0000000e+06      0.0000000e+00
     7.5000000e+01      1.0000000e+99      0.0000000e+00      0.0000000e+00
     7.5000000e+01      1.9732700e-22      1.0000000e+06      0.0000000e+00
     1.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     1.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     1.2500000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     1.2500000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     1.5000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     1.5000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     1.7500000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     1.7500000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     2.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     2.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     2.2500000e+02      1.0000000e+99      0.0000000e+00      1.5158237e-16
     2.2500000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     2.5000000e+02      1.0000000e+99      0.0000000e+00      6.7329769e-10
     2.5000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     2.7500000e+02      1.0000000e+99      0.0000000e+00      2.5330602e-06
     2.7500000e+02      1.9732700e+02      1.0000000e-18      2.3833192e-06
     2.7500000e+02      3.5236964e+01      5.6000000e-18      1.8064884e-06
     2.7500000e+02      6.1664687e+00      3.2000000e-17      3.9864996e-07
     2.7500000e+02      4.2897174e+00      4.6000000e-17      1.8613577e-07
     2.7500000e+02      2.9018676e+00      6.8000000e-17      5.8511810e-08
     2.7500000e+02      1.9732700e+00      1.0000000e-16      1.1736436e-08
     2.7500000e+02      1.3155133e+00      1.5000000e-16      1.2084458e-09
     2.7500000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     3.0000000e+02      1.0000000e+99      0.0000000e+00      1.9333372e-04
     3.0000000e+02      1.9732700e+02      1.0000000e-18      1.8190436e-04
     3.0000000e+02      3.5236964e+01      5.6000000e-18      1.3787145e-04
     3.0000000e+02      6.1664687e+00      3.2000000e-17      3.0376075e-05
     3.0000000e+02      4.2897174e+00      4.6000000e-17      1.4155779e-05
     3.0000000e+02      2.9018676e+00      6.8000000e-17      4.4272715e-06
     3.0000000e+02      1.9732700e+00      1.0000000e-16      8.7467410e-07
     3.0000000e+02      1.3155133e+00      1.5000000e-16      8.4052719e-08
     3.0000000e+02      8.9694091e-01      2.2000000e-16      6.4860409e-09
     3.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     3.2500000e+02      1.0000000e+99      0.0000000e+00      1.8148009e-03
     3.2500000e+02      1.9732700e+02      1.0000000e-18      1.7076446e-03
