#            mhscp              mprod               ctau              width        SR1FULL_825
     5.0000000e+01      1.0000000e+02      1.0000000e+99      0.0000000e+00      0.0000000e+00
     6.0000000e+02      9.0000000e+02      1.9732700e+06      1.0000000e-22      6.1205049e-06
     6.0000000e+02      9.0000000e+02      1.0000000e+99      0.0000000e+00      6.1205455e-06
     3.5000000e+03      3.6000000e+03      1.9732700e+06      1.0000000e-22      2.8563214e-04
     3.5000000e+03      3.6000000e+03      1.0000000e+99      0.0000000e+00      2.8563420e-04
     6.0000000e+02      9.0000000e+02      1.9732700e+02      1.0000000e-18      5.7285884e-06
     3.5000000e+03      3.6000000e+03      1.9732700e+02      1.0000000e-18      2.6581575e-04
     6.0000000e+02      9.0000000e+02      3.5236964e+01      5.6000000e-18      4.2447528e-06
     3.5000000e+03      3.6000000e+03      3.5236964e+01      5.6000000e-18      1.9197044e-04
     3.5000000e+03      3.6000000e+03      8.9694091e+00      2.2000000e-17      6.3567464e-05
     6.0000000e+02      9.0000000e+02      6.1664687e+00      3.2000000e-17      8.5177755e-07
     6.0000000e+02      9.0000000e+02      4.2897174e+00      4.6000000e-17      3.8358687e-07
     6.0000000e+02      9.0000000e+02      2.9018676e+00      6.8000000e-17      1.1458689e-07
     6.0000000e+02      9.0000000e+02      1.9732700e+00      1.0000000e-16      2.1115699e-08
     6.0000000e+02      9.0000000e+02      1.3155133e+00      1.5000000e-16      1.6764572e-09
     3.5000000e+03      3.6000000e+03      8.9694091e-01      2.2000000e-16      4.5120261e-10
     3.5000000e+03      3.6000000e+03      1.3155133e+00      1.5000000e-16      2.6463272e-08
     3.5000000e+03      3.6000000e+03      1.9732700e+00      1.0000000e-16      5.1443503e-07
     3.5000000e+03      3.6000000e+03      2.9018676e+00      6.8000000e-17      3.5590566e-06
     3.5000000e+03      3.6000000e+03      4.2897174e+00      4.6000000e-17      1.3803704e-05
     5.0000000e+01      1.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     5.0000000e+01      1.0000000e+03      1.0000000e+99      0.0000000e+00      0.0000000e+00
     6.0000000e+02      9.0000000e+02      1.9732700e-22      1.0000000e+06      0.0000000e+00
     6.5000000e+02      1.0000000e+03      1.9732700e+06      1.0000000e-22      1.5226119e-04
     6.5000000e+02      1.0000000e+03      1.0000000e+99      0.0000000e+00      1.5226220e-04
     3.5000000e+03      3.6000000e+03      1.9732700e-22      1.0000000e+06      0.0000000e+00
     6.5000000e+02      1.0000000e+03      1.9732700e+02      1.0000000e-18      1.4258635e-04
     3.5000000e+03      3.6500000e+03      1.9732700e+02      1.0000000e-18      1.6282589e-04
     3.5000000e+03      3.6500000e+03      1.9732700e+06      1.0000000e-22      1.7446907e-04
