# lambdaL33 = 0.300, lambdaR23 = 1.250, mLQ = 1250.00
#  mchi1 (GeV), mchi1-mchi0 (GeV)
7.337963207178299854e+02,5.000000000000000000e+00
7.327841377290912988e+02,5.688634490836349755e+00
7.426063842002527053e+02,6.000000000000000000e+00
7.306391569193036730e+02,6.225566276772148910e+00
7.263600202777745380e+02,7.000000000000000000e+00
7.250000000000000000e+02,7.093765738332589166e+00
7.078920072749920109e+02,7.315680290999680757e+00
7.029868323418472755e+02,8.000000000000000000e+00
7.119599815685648991e+02,8.521600737257404745e+00
7.105185200060825537e+02,9.000000000000000000e+00
7.128929962497701354e+02,1.467291834989886468e+01
7.079271978430703030e+02,2.000000000000000000e+01
7.000000000000000000e+02,5.288621104938498263e+01
6.951585462740981711e+02,8.450734807711415897e+01
6.961913586195933021e+02,1.000000000000000000e+02
7.000000000000000000e+02,1.006430758791715050e+02
7.247473879063830964e+02,1.010104483744674297e+02
7.250000000000000000e+02,1.011241916531721330e+02
7.253193751212781990e+02,1.012775004851127960e+02
7.500000000000000000e+02,1.015889174459305480e+02
7.744887710719864344e+02,1.020449157120542765e+02
7.750000000000000000e+02,1.025927599478758765e+02
7.987403154433860664e+02,1.050387382264557061e+02
8.000000000000000000e+02,1.059971319080454748e+02
8.019479924332280234e+02,1.077919697329121504e+02
8.250000000000000000e+02,1.101760044137688936e+02
8.470425317000716632e+02,1.118298731997133046e+02
8.500000000000000000e+02,1.124799632875752167e+02
8.611801387517150488e+02,1.223602775034301118e+02
9.000000000000000000e+02,1.234406778560004341e+02
9.376141601649022732e+02,1.247716796701954820e+02
9.500000000000000000e+02,1.322503695394564147e+02
9.728612068641537007e+02,1.457224137283073446e+02
1.000000000000000000e+03,1.479558438960047511e+02
1.025641529628153648e+03,1.487169407436925042e+02
1.050000000000000000e+03,1.710610547293142076e+02
1.063851468076474021e+03,1.722970638470520726e+02
1.098831331931031173e+03,2.000000000000000000e+02
