txName: TChiZZ
conditionDescription: None
condition: None
constraint: [[['Z']],[['Z']]]
validated: None
axes: 2*Eq(mother,x)_Eq(lsp,y)
publishedData: False
efficiencyMap: [[[[480.0*GeV, 380.0*GeV], [480.0*GeV, 380.0*GeV]], 5.8e-05],
[[[600.0*GeV, 420.0*GeV], [600.0*GeV, 420.0*GeV]], 0.0002493],
[[[600.0*GeV, 1.0*GeV], [600.0*GeV, 1.0*GeV]], 0.0002628],
[[[280.0*GeV, 180.0*GeV], [280.0*GeV, 180.0*GeV]], 2.8e-05],
[[[280.0*GeV, 40.0*GeV], [280.0*GeV, 40.0*GeV]], 0.0001261],
[[[640.0*GeV, 60.0*GeV], [640.0*GeV, 60.0*GeV]], 0.0002352],
[[[400.0*GeV, 320.0*GeV], [400.0*GeV, 320.0*GeV]], 2.86e-05],
[[[560.0*GeV, 440.0*GeV], [560.0*GeV, 440.0*GeV]], 0.000176],
[[[760.0*GeV, 360.0*GeV], [760.0*GeV, 360.0*GeV]], 0.0002966],
[[[720.0*GeV, 260.0*GeV], [720.0*GeV, 260.0*GeV]], 0.0002799],
[[[240.0*GeV, 200.0*GeV], [240.0*GeV, 200.0*GeV]], 1.39e-05],
[[[480.0*GeV, 400.0*GeV], [480.0*GeV, 400.0*GeV]], 1.45e-05],
[[[600.0*GeV, 400.0*GeV], [600.0*GeV, 400.0*GeV]], 0.0003354],
[[[680.0*GeV, 120.0*GeV], [680.0*GeV, 120.0*GeV]], 0.0002062],
[[[240.0*GeV, 20.0*GeV], [240.0*GeV, 20.0*GeV]], 0.0001246],
[[[560.0*GeV, 220.0*GeV], [560.0*GeV, 220.0*GeV]], 0.0003643],
[[[280.0*GeV, 80.0*GeV], [280.0*GeV, 80.0*GeV]], 0.0001401],
[[[800.0*GeV, 1.0*GeV], [800.0*GeV, 1.0*GeV]], 0.0002664],
[[[320.0*GeV, 80.0*GeV], [320.0*GeV, 80.0*GeV]], 0.0001563],
[[[680.0*GeV, 40.0*GeV], [680.0*GeV, 40.0*GeV]], 0.0002357],
[[[560.0*GeV, 200.0*GeV], [560.0*GeV, 200.0*GeV]], 0.0002633],
[[[240.0*GeV, 220.0*GeV], [240.0*GeV, 220.0*GeV]], 0.0],
[[[480.0*GeV, 220.0*GeV], [480.0*GeV, 220.0*GeV]], 0.0003039],
[[[600.0*GeV, 220.0*GeV], [600.0*GeV, 220.0*GeV]], 0.0002201],
[[[600.0*GeV, 300.0*GeV], [600.0*GeV, 300.0*GeV]], 0.000293],
[[[640.0*GeV, 360.0*GeV], [640.0*GeV, 360.0*GeV]], 0.0002642],
[[[680.0*GeV, 660.0*GeV], [680.0*GeV, 660.0*GeV]], 0.0],
[[[680.0*GeV, 160.0*GeV], [680.0*GeV, 160.0*GeV]], 0.0002791],
[[[440.0*GeV, 200.0*GeV], [440.0*GeV, 200.0*GeV]], 0.0002894],
[[[320.0*GeV, 220.0*GeV], [320.0*GeV, 220.0*GeV]], 0.0001414],
[[[680.0*GeV, 600.0*GeV], [680.0*GeV, 600.0*GeV]], 0.0],
[[[480.0*GeV, 1.0*GeV], [480.0*GeV, 1.0*GeV]], 0.0002322],
[[[640.0*GeV, 40.0*GeV], [640.0*GeV, 40.0*GeV]], 0.0002649],
[[[800.0*GeV, 40.0*GeV], [800.0*GeV, 40.0*GeV]], 0.0001331],
[[[800.0*GeV, 620.0*GeV], [800.0*GeV, 620.0*GeV]], 0.0002522],
[[[560.0*GeV, 40.0*GeV], [560.0*GeV, 40.0*GeV]], 0.0001317],
[[[160.0*GeV, 80.0*GeV], [160.0*GeV, 80.0*GeV]], 1.36e-05],
[[[520.0*GeV, 160.0*GeV], [520.0*GeV, 160.0*GeV]], 0.0003346],
[[[400.0*GeV, 100.0*GeV], [400.0*GeV, 100.0*GeV]], 0.0002011],
[[[560.0*GeV, 400.0*GeV], [560.0*GeV, 400.0*GeV]], 0.0001751],
[[[520.0*GeV, 460.0*GeV], [520.0*GeV, 460.0*GeV]], 1.46e-05],
[[[320.0*GeV, 260.0*GeV], [320.0*GeV, 260.0*GeV]], 1.42e-05],
[[[440.0*GeV, 160.0*GeV], [440.0*GeV, 160.0*GeV]], 0.0003182],
[[[680.0*GeV, 300.0*GeV], [680.0*GeV, 300.0*GeV]], 0.0003242],
[[[480.0*GeV, 460.0*GeV], [480.0*GeV, 460.0*GeV]], 0.0],
[[[320.0*GeV, 160.0*GeV], [320.0*GeV, 160.0*GeV]], 0.0001837],
[[[560.0*GeV, 1.0*GeV], [560.0*GeV, 1.0*GeV]], 0.000234],
[[[760.0*GeV, 460.0*GeV], [760.0*GeV, 460.0*GeV]], 0.0003408],
[[[280.0*GeV, 200.0*GeV], [280.0*GeV, 200.0*GeV]], 6.99e-05],
[[[440.0*GeV, 140.0*GeV], [440.0*GeV, 140.0*GeV]], 0.0002312],
[[[760.0*GeV, 120.0*GeV], [760.0*GeV, 120.0*GeV]], 0.0001479],
[[[360.0*GeV, 120.0*GeV], [360.0*GeV, 120.0*GeV]], 0.0001427],
[[[640.0*GeV, 180.0*GeV], [640.0*GeV, 180.0*GeV]], 0.0002795],
[[[400.0*GeV, 180.0*GeV], [400.0*GeV, 180.0*GeV]], 0.000158],
[[[720.0*GeV, 100.0*GeV], [720.0*GeV, 100.0*GeV]], 0.00034],
[[[760.0*GeV, 260.0*GeV], [760.0*GeV, 260.0*GeV]], 0.0002951],
[[[240.0*GeV, 120.0*GeV], [240.0*GeV, 120.0*GeV]], 6.96e-05],
[[[600.0*GeV, 380.0*GeV], [600.0*GeV, 380.0*GeV]], 0.0002493],
[[[160.0*GeV, 140.0*GeV], [160.0*GeV, 140.0*GeV]], 4.05e-05],
[[[520.0*GeV, 480.0*GeV], [520.0*GeV, 480.0*GeV]], 0.0],
[[[600.0*GeV, 80.0*GeV], [600.0*GeV, 80.0*GeV]], 0.0002348],
