#            mprod               mint              mhscp              width               c000
     1.0500000e+02      1.0300000e+02      1.0000000e+02      0.0000000e+00      2.2949037e-01
     1.0500000e+02      1.0300000e+02      1.0000000e+02      1.0000000e-19      2.2865486e-01
     1.0500000e+02      1.0300000e+02      1.0000000e+02      3.2000000e-18      2.0399987e-01
     1.0500000e+02      1.0300000e+02      1.0000000e+02      1.0000000e-17      1.5793914e-01
     1.0500000e+02      1.0300000e+02      1.0000000e+02      4.6000000e-17      3.8787967e-02
     1.0500000e+02      1.0300000e+02      1.0000000e+02      6.8000000e-17      1.6477077e-02
     1.0500000e+02      1.0300000e+02      1.0000000e+02      1.0000000e-16      4.8857276e-03
     1.0500000e+02      1.0300000e+02      1.0000000e+02      1.5000000e-16      7.9359259e-04
     1.0500000e+02      1.0300000e+02      1.0000000e+02      2.2000000e-16      7.2835704e-05
     1.0500000e+02      1.0300000e+02      1.0000000e+02      3.2000000e-16      3.1064244e-06
     1.0500000e+02      1.0300000e+02      1.0000000e+02      4.6000000e-16      5.7412247e-08
     1.0500000e+02      1.0300000e+02      1.0000000e+02      6.8000000e-16      5.4700358e-10
     1.0500000e+02      1.0300000e+02      1.0000000e+02      1.0000000e+06      0.0000000e+00
     1.1000000e+02      1.0500000e+02      1.0000000e+02      0.0000000e+00      2.3703365e-01
     1.1000000e+02      1.0500000e+02      1.0000000e+02      1.0000000e-19      2.3616806e-01
     1.1000000e+02      1.0500000e+02      1.0000000e+02      3.2000000e-18      2.1062703e-01
     1.1000000e+02      1.0500000e+02      1.0000000e+02      1.0000000e-17      1.6292668e-01
     1.1000000e+02      1.0500000e+02      1.0000000e+02      4.6000000e-17      3.9793240e-02
     1.1000000e+02      1.0500000e+02      1.0000000e+02      6.8000000e-17      1.6844903e-02
     1.1000000e+02      1.0500000e+02      1.0000000e+02      1.0000000e-16      4.9702909e-03
     1.1000000e+02      1.0500000e+02      1.0000000e+02      1.5000000e-16      8.0188076e-04
     1.1000000e+02      1.0500000e+02      1.0000000e+02      2.2000000e-16      7.3093990e-05
     1.1000000e+02      1.0500000e+02      1.0000000e+02      3.2000000e-16      3.1023569e-06
     1.1000000e+02      1.0500000e+02      1.0000000e+02      4.6000000e-16      5.6596246e-08
     1.1000000e+02      1.0500000e+02      1.0000000e+02      6.8000000e-16      4.0630696e-10
     1.1000000e+02      1.0500000e+02      1.0000000e+02      1.0000000e+06      0.0000000e+00
     1.2000000e+02      1.0500000e+02      1.0000000e+02      0.0000000e+00      2.3626841e-01
     1.2000000e+02      1.0500000e+02      1.0000000e+02      1.0000000e-19      2.3538943e-01
     1.2000000e+02      1.0500000e+02      1.0000000e+02      3.2000000e-18      2.0952893e-01
     1.2000000e+02      1.0500000e+02      1.0000000e+02      1.0000000e-17      1.6157826e-01
     1.2000000e+02      1.0500000e+02      1.0000000e+02      4.6000000e-17      3.9299036e-02
     1.2000000e+02      1.0500000e+02      1.0000000e+02      6.8000000e-17      1.6650806e-02
     1.2000000e+02      1.0500000e+02      1.0000000e+02      1.0000000e-16      4.9238104e-03
     1.2000000e+02      1.0500000e+02      1.0000000e+02      1.5000000e-16      7.9698862e-04
     1.2000000e+02      1.0500000e+02      1.0000000e+02      2.2000000e-16      7.2865632e-05
     1.2000000e+02      1.0500000e+02      1.0000000e+02      3.2000000e-16      3.1010451e-06
     1.2000000e+02      1.0500000e+02      1.0000000e+02      4.6000000e-16      5.7318727e-08
     1.2000000e+02      1.0500000e+02      1.0000000e+02      6.8000000e-16      4.3013242e-10
     1.2000000e+02      1.0500000e+02      1.0000000e+02      1.0000000e+06      0.0000000e+00
     1.2000000e+02      1.1000000e+02      1.0000000e+02      0.0000000e+00      2.3992072e-01
     1.2000000e+02      1.1000000e+02      1.0000000e+02      1.0000000e-19      2.3903581e-01
     1.2000000e+02      1.1000000e+02      1.0000000e+02      3.2000000e-18      2.1296956e-01
     1.2000000e+02      1.1000000e+02      1.0000000e+02      1.0000000e-17      1.6449199e-01
     1.2000000e+02      1.1000000e+02      1.0000000e+02      4.6000000e-17      4.0169655e-02
     1.2000000e+02      1.1000000e+02      1.0000000e+02      6.8000000e-17      1.7044344e-02
     1.2000000e+02      1.1000000e+02      1.0000000e+02      1.0000000e-16      5.0512062e-03
     1.2000000e+02      1.1000000e+02      1.0000000e+02      1.5000000e-16      8.2102680e-04
     1.2000000e+02      1.1000000e+02      1.0000000e+02      2.2000000e-16      7.5578573e-05
     1.2000000e+02      1.1000000e+02      1.0000000e+02      3.2000000e-16      3.2441201e-06
     1.2000000e+02      1.1000000e+02      1.0000000e+02      4.6000000e-16      6.0564535e-08
     1.2000000e+02      1.1000000e+02      1.0000000e+02      6.8000000e-16      6.0580653e-10
     1.2000000e+02      1.1000000e+02      1.0000000e+02      1.0000000e+06      0.0000000e+00
     1.2000000e+02      1.1500000e+02      1.0000000e+02      0.0000000e+00      2.3966394e-01
     1.2000000e+02      1.1500000e+02      1.0000000e+02      1.0000000e-19      2.3877752e-01
     1.2000000e+02      1.1500000e+02      1.0000000e+02      3.2000000e-18      2.1268037e-01
     1.2000000e+02      1.1500000e+02      1.0000000e+02      1.0000000e-17      1.6420424e-01
     1.2000000e+02      1.1500000e+02      1.0000000e+02      4.6000000e-17      4.0097946e-02
     1.2000000e+02      1.1500000e+02      1.0000000e+02      6.8000000e-17      1.7020145e-02
     1.2000000e+02      1.1500000e+02      1.0000000e+02      1.0000000e-16      5.0461504e-03
     1.2000000e+02      1.1500000e+02      1.0000000e+02      1.5000000e-16      8.2033788e-04
     1.2000000e+02      1.1500000e+02      1.0000000e+02      2.2000000e-16      7.5455982e-05
     1.2000000e+02      1.1500000e+02      1.0000000e+02      3.2000000e-16      3.2294909e-06
     1.2000000e+02      1.1500000e+02      1.0000000e+02      4.6000000e-16      5.9353342e-08
     1.2000000e+02      1.1500000e+02      1.0000000e+02      6.8000000e-16      4.6186867e-10
     1.2000000e+02      1.1500000e+02      1.0000000e+02      1.0000000e+06      0.0000000e+00
     1.3000000e+02      1.0500000e+02      1.0000000e+02      0.0000000e+00      2.4208658e-01
     1.3000000e+02      1.0500000e+02      1.0000000e+02      1.0000000e-19      2.4117391e-01
     1.3000000e+02      1.0500000e+02      1.0000000e+02      3.2000000e-18      2.1437213e-01
     1.3000000e+02      1.0500000e+02      1.0000000e+02      1.0000000e-17      1.6491095e-01
     1.3000000e+02      1.0500000e+02      1.0000000e+02      4.6000000e-17      3.9904948e-02
     1.3000000e+02      1.0500000e+02      1.0000000e+02      6.8000000e-17      1.6897370e-02
     1.3000000e+02      1.0500000e+02      1.0000000e+02      1.0000000e-16      4.9975252e-03
     1.3000000e+02      1.0500000e+02      1.0000000e+02      1.5000000e-16      8.0984886e-04
     1.3000000e+02      1.0500000e+02      1.0000000e+02      2.2000000e-16      7.4186111e-05
     1.3000000e+02      1.0500000e+02      1.0000000e+02      3.2000000e-16      3.1592341e-06
     1.3000000e+02      1.0500000e+02      1.0000000e+02      4.6000000e-16      5.7190175e-08
     1.3000000e+02      1.0500000e+02      1.0000000e+02      6.8000000e-16      3.4746479e-10
     1.3000000e+02      1.0500000e+02      1.0000000e+02      1.0000000e+06      0.0000000e+00
     1.3000000e+02      1.1500000e+02      1.0000000e+02      0.0000000e+00      2.3964824e-01
     1.3000000e+02      1.1500000e+02      1.0000000e+02      1.0000000e-19      2.3874817e-01
     1.3000000e+02      1.1500000e+02      1.0000000e+02      3.2000000e-18      2.1229950e-01
     1.3000000e+02      1.1500000e+02      1.0000000e+02      1.0000000e-17      1.6341389e-01
     1.3000000e+02      1.1500000e+02      1.0000000e+02      4.6000000e-17      3.9561301e-02
     1.3000000e+02      1.1500000e+02      1.0000000e+02      6.8000000e-17      1.6747821e-02
     1.3000000e+02      1.1500000e+02      1.0000000e+02      1.0000000e-16      4.9530413e-03
     1.3000000e+02      1.1500000e+02      1.0000000e+02      1.5000000e-16      8.0355496e-04
     1.3000000e+02      1.1500000e+02      1.0000000e+02      2.2000000e-16      7.3900490e-05
     1.3000000e+02      1.1500000e+02      1.0000000e+02      3.2000000e-16      3.1772061e-06
     1.3000000e+02      1.1500000e+02      1.0000000e+02      4.6000000e-16      5.9221993e-08
     1.3000000e+02      1.1500000e+02      1.0000000e+02      6.8000000e-16      4.6991483e-10
     1.3000000e+02      1.1500000e+02      1.0000000e+02      1.0000000e+06      0.0000000e+00
     1.3000000e+02      1.2500000e+02      1.0000000e+02      0.0000000e+00      2.4650440e-01
     1.3000000e+02      1.2500000e+02      1.0000000e+02      1.0000000e-19      2.4557293e-01
     1.3000000e+02      1.2500000e+02      1.0000000e+02      3.2000000e-18      2.1822984e-01
     1.3000000e+02      1.2500000e+02      1.0000000e+02      1.0000000e-17      1.6781854e-01
     1.3000000e+02      1.2500000e+02      1.0000000e+02      4.6000000e-17      4.0613978e-02
     1.3000000e+02      1.2500000e+02      1.0000000e+02      6.8000000e-17      1.7213004e-02
     1.3000000e+02      1.2500000e+02      1.0000000e+02      1.0000000e-16      5.1007219e-03
     1.3000000e+02      1.2500000e+02      1.0000000e+02      1.5000000e-16      8.3002863e-04
     1.3000000e+02      1.2500000e+02      1.0000000e+02      2.2000000e-16      7.6605834e-05
     1.3000000e+02      1.2500000e+02      1.0000000e+02      3.2000000e-16      3.3041748e-06
     1.3000000e+02      1.2500000e+02      1.0000000e+02      4.6000000e-16      6.1267072e-08
     1.3000000e+02      1.2500000e+02      1.0000000e+02      6.8000000e-16      4.1329995e-10
     1.3000000e+02      1.2500000e+02      1.0000000e+02      1.0000000e+06      0.0000000e+00
     1.4000000e+02      1.0500000e+02      1.0000000e+02      0.0000000e+00      2.5233338e-01
     1.4000000e+02      1.0500000e+02      1.0000000e+02      1.0000000e-19      2.5137381e-01
     1.4000000e+02      1.0500000e+02      1.0000000e+02      3.2000000e-18      2.2323679e-01
     1.4000000e+02      1.0500000e+02      1.0000000e+02      1.0000000e-17      1.7150454e-01
     1.4000000e+02      1.0500000e+02      1.0000000e+02      4.6000000e-17      4.1555002e-02
     1.4000000e+02      1.0500000e+02      1.0000000e+02      6.8000000e-17      1.7667311e-02
     1.4000000e+02      1.0500000e+02      1.0000000e+02      1.0000000e-16      5.2662933e-03
     1.4000000e+02      1.0500000e+02      1.0000000e+02      1.5000000e-16      8.6593745e-04
     1.4000000e+02      1.0500000e+02      1.0000000e+02      2.2000000e-16      8.1029099e-05
     1.4000000e+02      1.0500000e+02      1.0000000e+02      3.2000000e-16      3.5387124e-06
     1.4000000e+02      1.0500000e+02      1.0000000e+02      4.6000000e-16      6.5026407e-08
     1.4000000e+02      1.0500000e+02      1.0000000e+02      6.8000000e-16      3.3266172e-10
     1.4000000e+02      1.0500000e+02      1.0000000e+02      1.0000000e+06      0.0000000e+00
     1.4000000e+02      1.1900000e+02      1.0000000e+02      0.0000000e+00      2.4413823e-01
     1.4000000e+02      1.1900000e+02      1.0000000e+02      1.0000000e-19      2.4320990e-01
     1.4000000e+02      1.1900000e+02      1.0000000e+02      3.2000000e-18      2.1598111e-01
     1.4000000e+02      1.1900000e+02      1.0000000e+02      1.0000000e-17      1.6588535e-01
     1.4000000e+02      1.1900000e+02      1.0000000e+02      4.6000000e-17      4.0003767e-02
     1.4000000e+02      1.1900000e+02      1.0000000e+02      6.8000000e-17      1.6930576e-02
     1.4000000e+02      1.1900000e+02      1.0000000e+02      1.0000000e-16      5.0074587e-03
     1.4000000e+02      1.1900000e+02      1.0000000e+02      1.5000000e-16      8.1248772e-04
     1.4000000e+02      1.1900000e+02      1.0000000e+02      2.2000000e-16      7.4716956e-05
     1.4000000e+02      1.1900000e+02      1.0000000e+02      3.2000000e-16      3.2100880e-06
     1.4000000e+02      1.1900000e+02      1.0000000e+02      4.6000000e-16      5.9523937e-08
     1.4000000e+02      1.1900000e+02      1.0000000e+02      6.8000000e-16      4.1610190e-10
     1.4000000e+02      1.1900000e+02      1.0000000e+02      1.0000000e+06      0.0000000e+00
     1.4000000e+02      1.3500000e+02      1.0000000e+02      0.0000000e+00      2.5899482e-01
     1.4000000e+02      1.3500000e+02      1.0000000e+02      1.0000000e-19      2.5800615e-01
     1.4000000e+02      1.3500000e+02      1.0000000e+02      3.2000000e-18      2.2903166e-01
     1.4000000e+02      1.3500000e+02      1.0000000e+02      1.0000000e-17      1.7583178e-01
     1.4000000e+02      1.3500000e+02      1.0000000e+02      4.6000000e-17      4.2506720e-02
     1.4000000e+02      1.3500000e+02      1.0000000e+02      6.8000000e-17      1.8043474e-02
     1.4000000e+02      1.3500000e+02      1.0000000e+02      1.0000000e-16      5.3615173e-03
     1.4000000e+02      1.3500000e+02      1.0000000e+02      1.5000000e-16      8.7589993e-04
     1.4000000e+02      1.3500000e+02      1.0000000e+02      2.2000000e-16      8.1182903e-05
     1.4000000e+02      1.3500000e+02      1.0000000e+02      3.2000000e-16      3.5210843e-06
     1.4000000e+02      1.3500000e+02      1.0000000e+02      4.6000000e-16      6.7108690e-08
     1.4000000e+02      1.3500000e+02      1.0000000e+02      6.8000000e-16      6.3101592e-10
