#            mprod              mhscp              width               c200
     5.5000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     1.3000000e+03      1.2000000e+03      0.0000000e+00      4.2812184e-01
     1.3000000e+03      1.2000000e+03      1.0000000e-18      4.0251382e-01
     1.3000000e+03      1.2000000e+03      5.6000000e-18      3.0338888e-01
     1.3000000e+03      1.2000000e+03      3.2000000e-17      6.2512356e-02
     1.3000000e+03      1.2000000e+03      4.6000000e-17      2.8145230e-02
     1.3000000e+03      1.2000000e+03      6.8000000e-17      8.5394315e-03
     1.3000000e+03      1.2000000e+03      1.0000000e-16      1.7024926e-03
     1.3000000e+03      1.2000000e+03      1.5000000e-16      1.7225717e-04
     1.3000000e+03      1.2000000e+03      2.2000000e-16      9.6030985e-06
     1.3000000e+03      1.2000000e+03      3.2000000e-16      2.3084018e-07
     1.3000000e+03      1.2000000e+03      4.6000000e-16      1.9848405e-09
     3.0100000e+03      3.0000000e+03      4.6000000e-17      1.4881022e-05
     5.5000000e+01      5.0000000e+01      1.0000000e+06      0.0000000e+00
     6.0000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     1.3000000e+03      1.2000000e+03      1.0000000e+06      0.0000000e+00
     1.3500000e+03      1.2000000e+03      0.0000000e+00      4.2841240e-01
     2.2000000e+03      1.8000000e+03      3.2000000e-17      8.8421529e-03
     1.3500000e+03      1.2000000e+03      1.0000000e-18      4.0245925e-01
     2.2000000e+03      1.8000000e+03      4.6000000e-17      3.4606826e-03
     1.3500000e+03      1.2000000e+03      5.6000000e-18      3.0244980e-01
     2.2000000e+03      1.8000000e+03      6.8000000e-17      8.5612927e-04
     1.3500000e+03      1.2000000e+03      3.2000000e-17      6.1973277e-02
     1.3500000e+03      1.2000000e+03      4.6000000e-17      2.7898843e-02
     1.3500000e+03      1.2000000e+03      6.8000000e-17      8.4732178e-03
     1.3500000e+03      1.2000000e+03      1.0000000e-16      1.6934975e-03
     1.3500000e+03      1.2000000e+03      1.5000000e-16      1.7200130e-04
     1.3500000e+03      1.2000000e+03      2.2000000e-16      9.6219473e-06
     1.3500000e+03      1.2000000e+03      3.2000000e-16      2.3185967e-07
     1.3500000e+03      1.2000000e+03      4.6000000e-16      1.9878030e-09
     6.0000000e+01      5.0000000e+01      1.0000000e+06      0.0000000e+00
     7.0000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     1.3500000e+03      1.2000000e+03      1.0000000e+06      0.0000000e+00
     1.4000000e+03      7.0000000e+02      0.0000000e+00      6.5544541e-01
     1.4000000e+03      7.0000000e+02      1.0000000e-19      6.5255656e-01
     1.4000000e+03      7.0000000e+02      3.2000000e-18      5.6822128e-01
     1.4000000e+03      7.0000000e+02      1.0000000e-17      4.1666724e-01
     1.4000000e+03      7.0000000e+02      2.2000000e-17      2.3931613e-01
     1.4000000e+03      7.0000000e+02      4.6000000e-17      8.0782204e-02
     1.4000000e+03      7.0000000e+02      6.8000000e-17      3.1355082e-02
     1.4000000e+03      7.0000000e+02      1.0000000e-16      8.5906684e-03
     1.4000000e+03      7.0000000e+02      1.5000000e-16      1.3222335e-03
     1.4000000e+03      7.0000000e+02      2.2000000e-16      1.1919890e-04
     1.4000000e+03      7.0000000e+02      3.2000000e-16      5.0710149e-06
     1.4000000e+03      7.0000000e+02      4.6000000e-16      8.7677153e-08
     1.4000000e+03      7.0000000e+02      6.8000000e-16      2.6563187e-10
     7.0000000e+01      5.0000000e+01      1.0000000e+06      0.0000000e+00
     8.0000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     1.4000000e+03      7.0000000e+02      1.0000000e+06      0.0000000e+00
     1.4000000e+03      8.0000000e+02      0.0000000e+00      6.5485220e-01
     1.4000000e+03      8.0000000e+02      5.0000000e-19      6.3953592e-01
     1.4000000e+03      8.0000000e+02      3.2000000e-18      5.6212817e-01
     1.4000000e+03      8.0000000e+02      1.0000000e-17      4.0376953e-01
     1.4000000e+03      8.0000000e+02      3.2000000e-17      1.3772424e-01
     1.4000000e+03      8.0000000e+02      4.6000000e-17      7.0915177e-02
     1.4000000e+03      8.0000000e+02      6.8000000e-17      2.6149176e-02
     1.4000000e+03      8.0000000e+02      1.0000000e-16      6.7177542e-03
     1.4000000e+03      8.0000000e+02      1.5000000e-16      9.5225568e-04
     1.4000000e+03      8.0000000e+02      2.2000000e-16      7.8407728e-05
     1.4000000e+03      8.0000000e+02      3.2000000e-16      3.0178416e-06
     1.4000000e+03      8.0000000e+02      4.6000000e-16      4.6919866e-08
     1.4000000e+03      8.0000000e+02      6.8000000e-16      1.2519061e-10
     8.0000000e+01      5.0000000e+01      1.0000000e+06      0.0000000e+00
     8.0000000e+01      7.5000000e+01      0.0000000e+00      0.0000000e+00
     1.4000000e+03      8.0000000e+02      1.0000000e+06      0.0000000e+00
     1.4000000e+03      9.0000000e+02      0.0000000e+00      6.1923419e-01
     1.4000000e+03      9.0000000e+02      5.0000000e-19      6.0347635e-01
     1.4000000e+03      9.0000000e+02      3.2000000e-18      5.2472554e-01
     1.4000000e+03      9.0000000e+02      1.0000000e-17      3.6793552e-01
     1.4000000e+03      9.0000000e+02      3.2000000e-17      1.1780195e-01
     1.4000000e+03      9.0000000e+02      4.6000000e-17      5.8567779e-02
     1.4000000e+03      9.0000000e+02      6.8000000e-17      2.0534167e-02
     1.4000000e+03      9.0000000e+02      1.0000000e-16      4.9414120e-03
     1.4000000e+03      9.0000000e+02      1.5000000e-16      6.4193465e-04
     1.4000000e+03      9.0000000e+02      2.2000000e-16      4.7800039e-05
     1.4000000e+03      9.0000000e+02      3.2000000e-16      1.6354469e-06
     1.4000000e+03      9.0000000e+02      4.6000000e-16      2.2105630e-08
     1.4000000e+03      9.0000000e+02      6.8000000e-16      4.8491975e-11
     8.0000000e+01      7.5000000e+01      1.0000000e+06      0.0000000e+00
     8.5000000e+01      7.5000000e+01      0.0000000e+00      0.0000000e+00
     1.4000000e+03      9.0000000e+02      1.0000000e+06      0.0000000e+00
     1.4000000e+03      1.0000000e+03      0.0000000e+00      5.5390312e-01
     1.4000000e+03      1.0000000e+03      1.0000000e-18      5.2365608e-01
     1.4000000e+03      1.0000000e+03      5.6000000e-18      4.0449344e-01
     1.4000000e+03      1.0000000e+03      3.2000000e-17      9.4652257e-02
     1.4000000e+03      1.0000000e+03      4.6000000e-17      4.5375459e-02
     1.4000000e+03      1.0000000e+03      6.8000000e-17      1.5114870e-02
     1.4000000e+03      1.0000000e+03      1.0000000e-16      3.4127560e-03
     1.4000000e+03      1.0000000e+03      1.5000000e-16      4.0908553e-04
     1.4000000e+03      1.0000000e+03      2.2000000e-16      2.7842383e-05
     1.4000000e+03      1.0000000e+03      3.2000000e-16      8.5417944e-07
     1.4000000e+03      1.0000000e+03      4.6000000e-16      1.0063392e-08
     8.5000000e+01      7.5000000e+01      1.0000000e+06      0.0000000e+00
     9.0000000e+01      7.5000000e+01      0.0000000e+00      0.0000000e+00
     1.4000000e+03      1.0000000e+03      1.0000000e+06      0.0000000e+00
     1.4000000e+03      1.1000000e+03      0.0000000e+00      4.8940512e-01
     2.2000000e+03      2.0000000e+03      3.2000000e-17      1.7460126e-03
