#            mhscp              width               c000
     4.5000000e+01      0.0000000e+00      1.2828787e-08
     4.5000000e+01      3.2000000e-18      1.2656060e-08
     4.5000000e+01      4.6000000e-17      1.0559634e-08
     4.5000000e+01      6.8000000e-17      9.6224706e-09
     4.5000000e+01      1.0000000e+06      0.0000000e+00
     5.0000000e+01      0.0000000e+00      8.8590105e-07
     5.0000000e+01      1.8000000e-18      8.4226217e-07
     5.0000000e+01      1.0000000e-17      6.7119683e-07
     5.0000000e+01      6.8000000e-17      1.6696126e-07
     5.0000000e+01      1.0000000e-16      9.6695013e-08
     5.0000000e+01      1.5000000e-16      5.5503605e-08
     5.0000000e+01      2.2000000e-16      3.4788265e-08
     5.0000000e+01      3.2000000e-16      2.0714974e-08
     5.0000000e+01      6.8000000e-16      3.5802794e-09
     5.0000000e+01      1.0000000e+06      0.0000000e+00
     5.5000000e+01      0.0000000e+00      1.2442197e-04
     5.5000000e+01      1.8000000e-18      1.1735919e-04
     5.5000000e+01      1.0000000e-17      8.9939796e-05
     5.5000000e+01      4.6000000e-17      2.8051975e-05
     5.5000000e+01      6.8000000e-17      1.3816349e-05
     5.5000000e+01      1.0000000e-16      4.9781880e-06
     5.5000000e+01      1.5000000e-16      1.0606965e-06
     5.5000000e+01      2.2000000e-16      1.6383467e-07
     5.5000000e+01      3.2000000e-16      3.8781346e-08
     5.5000000e+01      4.6000000e-16      1.6045194e-08
     5.5000000e+01      6.8000000e-16      4.9453828e-09
     5.5000000e+01      1.0000000e+06      0.0000000e+00
     6.0000000e+01      0.0000000e+00      4.1536393e-04
     6.0000000e+01      1.8000000e-18      3.9117438e-04
     6.0000000e+01      1.0000000e-17      2.9767701e-04
     6.0000000e+01      4.6000000e-17      9.0107936e-05
     6.0000000e+01      6.8000000e-17      4.3583343e-05
     6.0000000e+01      1.0000000e-16      1.5263266e-05
     6.0000000e+01      1.5000000e-16      3.0498316e-06
     6.0000000e+01      2.2000000e-16      3.7479463e-07
     6.0000000e+01      3.2000000e-16      4.9632872e-08
     6.0000000e+01      4.6000000e-16      1.6003426e-08
     6.0000000e+01      6.8000000e-16      4.4225726e-09
     6.0000000e+01      1.0000000e+06      0.0000000e+00
     6.5000000e+01      0.0000000e+00      1.0236343e-03
     6.5000000e+01      1.8000000e-18      9.6346127e-04
     6.5000000e+01      1.0000000e-17      7.3138260e-04
     6.5000000e+01      4.6000000e-17      2.1986247e-04
     6.5000000e+01      6.8000000e-17      1.0622207e-04
     6.5000000e+01      1.0000000e-16      3.7287450e-05
     6.5000000e+01      1.5000000e-16      7.5234941e-06
     6.5000000e+01      2.2000000e-16      9.0741770e-07
     6.5000000e+01      3.2000000e-16      8.2823131e-08
     6.5000000e+01      4.6000000e-16      1.6365226e-08
     6.5000000e+01      6.8000000e-16      3.7996862e-09
     6.5000000e+01      1.0000000e+06      0.0000000e+00
     7.5000000e+01      0.0000000e+00      1.3291895e-02
     7.5000000e+01      1.0000000e-22      1.3291849e-02
     7.5000000e+01      1.8000000e-18      1.2484398e-02
     7.5000000e+01      1.0000000e-17      9.3929888e-03
     7.5000000e+01      4.6000000e-17      2.7475678e-03
     7.5000000e+01      6.8000000e-17      1.3177490e-03
     7.5000000e+01      1.0000000e-16      4.6317856e-04
     7.5000000e+01      1.5000000e-16      9.5798896e-05
     7.5000000e+01      2.2000000e-16      1.1962868e-05
     7.5000000e+01      3.2000000e-16      8.0515782e-07
     7.5000000e+01      4.6000000e-16      3.6355528e-08
     7.5000000e+01      6.8000000e-16      2.2987718e-09
     7.5000000e+01      1.0000000e+06      0.0000000e+00
     8.0000000e+01      0.0000000e+00      3.6253107e-02
     8.0000000e+01      1.0000000e-22      3.6252976e-02
     8.0000000e+01      1.8000000e-18      3.3971800e-02
     8.0000000e+01      1.0000000e-17      2.5302545e-02
     8.0000000e+01      4.6000000e-17      7.1458027e-03
     8.0000000e+01      6.8000000e-17      3.3803277e-03
     8.0000000e+01      1.0000000e-16      1.1768522e-03
     8.0000000e+01      1.5000000e-16      2.4521763e-04
     8.0000000e+01      2.2000000e-16      3.1864102e-05
     8.0000000e+01      3.2000000e-16      2.2490143e-06
     8.0000000e+01      4.6000000e-16      8.7124806e-08
     8.0000000e+01      6.8000000e-16      2.9554628e-09
     8.0000000e+01      1.0000000e+06      0.0000000e+00
     1.0000000e+02      0.0000000e+00      1.0165011e-01
     1.0000000e+02      1.0000000e-19      1.0124085e-01
     1.0000000e+02      3.2000000e-18      8.9361295e-02
     1.0000000e+02      1.0000000e-17      6.8072574e-02
     1.0000000e+02      4.6000000e-17      1.6740178e-02
     1.0000000e+02      6.8000000e-17      7.3230188e-03
     1.0000000e+02      1.0000000e-16      2.2871395e-03
     1.0000000e+02      1.5000000e-16      4.0378824e-04
     1.0000000e+02      2.2000000e-16      4.1307533e-05
     1.0000000e+02      3.2000000e-16      2.0417966e-06
     1.0000000e+02      4.6000000e-16      5.1710857e-08
     1.0000000e+02      6.8000000e-16      1.3531883e-09
     1.0000000e+02      1.0000000e+06      0.0000000e+00
     1.2500000e+02      0.0000000e+00      1.4407229e-01
     1.2500000e+02      1.0000000e-19      1.4344014e-01
     1.2500000e+02      3.2000000e-18      1.2521741e-01
     1.2500000e+02      1.0000000e-17      9.3228990e-02
     1.2500000e+02      4.6000000e-17      2.0875298e-02
     1.2500000e+02      6.8000000e-17      8.7825796e-03
     1.2500000e+02      1.0000000e-16      2.6369365e-03
     1.2500000e+02      1.5000000e-16      4.4935419e-04
     1.2500000e+02      2.2000000e-16      4.4984990e-05
     1.2500000e+02      3.2000000e-16      2.2060900e-06
     1.2500000e+02      4.6000000e-16      5.2999645e-08
     1.2500000e+02      6.8000000e-16      7.2455491e-10
     1.2500000e+02      1.0000000e+06      0.0000000e+00
     1.5000000e+02      0.0000000e+00      1.6805763e-01
     1.5000000e+02      1.0000000e-18      1.6053213e-01
     1.5000000e+02      5.6000000e-18      1.3024261e-01
     1.5000000e+02      2.2000000e-17      6.3106699e-02
     1.5000000e+02      4.6000000e-17      2.3040817e-02
     1.5000000e+02      6.8000000e-17      9.5901755e-03
     1.5000000e+02      1.0000000e-16      2.8628158e-03
     1.5000000e+02      1.5000000e-16      4.8948891e-04
     1.5000000e+02      2.2000000e-16      4.9661876e-05
     1.5000000e+02      3.2000000e-16      2.4627902e-06
     1.5000000e+02      4.6000000e-16      5.5534203e-08
     1.5000000e+02      6.8000000e-16      4.5839977e-10
     1.5000000e+02      1.0000000e+06      0.0000000e+00
     1.7500000e+02      0.0000000e+00      1.8431505e-01
     1.7500000e+02      1.0000000e-18      1.7581789e-01
     1.7500000e+02      5.6000000e-18      1.4177877e-01
     1.7500000e+02      2.2000000e-17      6.7455878e-02
     1.7500000e+02      4.6000000e-17      2.4179425e-02
     1.7500000e+02      6.8000000e-17      9.9657226e-03
     1.7500000e+02      1.0000000e-16      2.9618693e-03
     1.7500000e+02      1.5000000e-16      5.1245435e-04
     1.7500000e+02      2.2000000e-16      5.4296630e-05
     1.7500000e+02      3.2000000e-16      2.9406128e-06
     1.7500000e+02      4.6000000e-16      7.2918614e-08
     1.7500000e+02      6.8000000e-16      4.3028754e-10
     1.7500000e+02      1.0000000e+06      0.0000000e+00
     2.0000000e+02      0.0000000e+00      2.1027239e-01
     2.0000000e+02      1.0000000e-18      2.0050718e-01
     2.0000000e+02      5.6000000e-18      1.6143921e-01
     2.0000000e+02      2.2000000e-17      7.6459827e-02
     2.0000000e+02      4.6000000e-17      2.7247182e-02
     2.0000000e+02      6.8000000e-17      1.1159338e-02
     2.0000000e+02      1.0000000e-16      3.2734107e-03
     2.0000000e+02      1.5000000e-16      5.4836609e-04
     2.0000000e+02      2.2000000e-16      5.4320658e-05
     2.0000000e+02      3.2000000e-16      2.6051297e-06
     2.0000000e+02      4.6000000e-16      5.4654643e-08
     2.0000000e+02      6.8000000e-16      2.6779745e-10
     2.0000000e+02      1.0000000e+06      0.0000000e+00
     2.2500000e+02      0.0000000e+00      2.3138935e-01
     2.2500000e+02      1.0000000e-18      2.2057372e-01
     2.2500000e+02      5.6000000e-18      1.7735472e-01
     2.2500000e+02      2.2000000e-17      8.3688078e-02
     2.2500000e+02      4.6000000e-17      2.9742497e-02
     2.2500000e+02      6.8000000e-17      1.2179407e-02
     2.2500000e+02      1.0000000e-16      3.5841026e-03
     2.2500000e+02      1.5000000e-16      6.0777329e-04
     2.2500000e+02      2.2000000e-16      6.1943145e-05
     2.2500000e+02      3.2000000e-16      3.1237697e-06
     2.2500000e+02      4.6000000e-16      6.8517225e-08
     2.2500000e+02      6.8000000e-16      3.0257106e-10
     2.2500000e+02      1.0000000e+06      0.0000000e+00
     2.5000000e+02      0.0000000e+00      2.5112736e-01
     2.5000000e+02      1.0000000e-18      2.3927734e-01
     2.5000000e+02      5.6000000e-18      1.9198277e-01
     2.5000000e+02      2.2000000e-17      8.9913202e-02
     2.5000000e+02      4.6000000e-17      3.1608616e-02
     2.5000000e+02      6.8000000e-17      1.2811238e-02
     2.5000000e+02      1.0000000e-16      3.7096899e-03
     2.5000000e+02      1.5000000e-16      6.1102136e-04
     2.5000000e+02      2.2000000e-16      5.9354081e-05
     2.5000000e+02      3.2000000e-16      2.7828647e-06
     2.5000000e+02      4.6000000e-16      5.6827583e-08
     2.5000000e+02      6.8000000e-16      2.6612806e-10
     2.5000000e+02      1.0000000e+06      0.0000000e+00
     2.7500000e+02      0.0000000e+00      2.6999469e-01
     2.7500000e+02      1.0000000e-18      2.5724579e-01
     2.7500000e+02      5.6000000e-18      2.0639357e-01
     2.7500000e+02      2.2000000e-17      9.6794008e-02
     2.7500000e+02      4.6000000e-17      3.4206299e-02
     2.7500000e+02      6.8000000e-17      1.3966398e-02
     2.7500000e+02      1.0000000e-16      4.1015914e-03
     2.7500000e+02      1.5000000e-16      6.9519907e-04
     2.7500000e+02      2.2000000e-16      7.1035661e-05
     2.7500000e+02      3.2000000e-16      3.6198806e-06
     2.7500000e+02      4.6000000e-16      8.2108391e-08
     2.7500000e+02      6.8000000e-16      4.2853911e-10
     2.7500000e+02      1.0000000e+06      0.0000000e+00
     3.0000000e+02      0.0000000e+00      2.9075009e-01
     3.0000000e+02      1.0000000e-18      2.7699404e-01
     3.0000000e+02      5.6000000e-18      2.2212071e-01
     3.0000000e+02      2.2000000e-17      1.0388139e-01
     3.0000000e+02      4.6000000e-17      3.6493937e-02
     3.0000000e+02      6.8000000e-17      1.4798511e-02
     3.0000000e+02      1.0000000e-16      4.2943902e-03
     3.0000000e+02      1.5000000e-16      7.1159211e-04
     3.0000000e+02      2.2000000e-16      6.9973424e-05
     3.0000000e+02      3.2000000e-16      3.3466985e-06
     3.0000000e+02      4.6000000e-16      6.9568847e-08
     3.0000000e+02      6.8000000e-16      3.3573044e-10
     3.0000000e+02      1.0000000e+06      0.0000000e+00
     3.2500000e+02      0.0000000e+00      3.0970709e-01
     3.2500000e+02      1.0000000e-18      2.9491170e-01
     3.2500000e+02      5.6000000e-18      2.3597845e-01
     3.2500000e+02      2.2000000e-17      1.0959447e-01
     3.2500000e+02      4.6000000e-17      3.8168845e-02
     3.2500000e+02      6.8000000e-17      1.5372134e-02
     3.2500000e+02      1.0000000e-16      4.4221967e-03
     3.2500000e+02      1.5000000e-16      7.2462428e-04
     3.2500000e+02      2.2000000e-16      7.0536754e-05
     3.2500000e+02      3.2000000e-16      3.3676096e-06
     3.2500000e+02      4.6000000e-16      7.1172395e-08
     3.2500000e+02      6.8000000e-16      3.5941303e-10
     3.2500000e+02      1.0000000e+06      0.0000000e+00
     3.5000000e+02      0.0000000e+00      3.2384562e-01
     3.5000000e+02      1.0000000e-18      3.0834815e-01
     3.5000000e+02      5.6000000e-18      2.4663162e-01
     3.5000000e+02      2.2000000e-17      1.1437796e-01
     3.5000000e+02      4.6000000e-17      3.9752944e-02
     3.5000000e+02      6.8000000e-17      1.5983730e-02
     3.5000000e+02      1.0000000e-16      4.5901848e-03
     3.5000000e+02      1.5000000e-16      7.5118758e-04
     3.5000000e+02      2.2000000e-16      7.3047823e-05
     3.5000000e+02      3.2000000e-16      3.4723242e-06
     3.5000000e+02      4.6000000e-16      7.2429813e-08
     3.5000000e+02      6.8000000e-16      3.4620927e-10
     3.5000000e+02      1.0000000e+06      0.0000000e+00
     3.7500000e+02      0.0000000e+00      3.4071462e-01
     3.7500000e+02      1.0000000e-18      3.2436784e-01
     3.7500000e+02      5.6000000e-18      2.5929235e-01
     3.7500000e+02      2.2000000e-17      1.2000938e-01
     3.7500000e+02      4.6000000e-17      4.1594663e-02
     3.7500000e+02      6.8000000e-17      1.6681003e-02
     3.7500000e+02      1.0000000e-16      4.7706247e-03
     3.7500000e+02      1.5000000e-16      7.7482292e-04
     3.7500000e+02      2.2000000e-16      7.4438898e-05
     3.7500000e+02      3.2000000e-16      3.4747532e-06
     3.7500000e+02      4.6000000e-16      7.0490818e-08
     3.7500000e+02      6.8000000e-16      3.1215646e-10
     3.7500000e+02      1.0000000e+06      0.0000000e+00
     4.0000000e+02      0.0000000e+00      3.5563343e-01
     4.0000000e+02      1.0000000e-18      3.3844501e-01
     4.0000000e+02      5.6000000e-18      2.7008840e-01
     4.0000000e+02      2.2000000e-17      1.2428499e-01
     4.0000000e+02      4.6000000e-17      4.2737180e-02
     4.0000000e+02      6.8000000e-17      1.7023153e-02
     4.0000000e+02      1.0000000e-16      4.8236268e-03
     4.0000000e+02      1.5000000e-16      7.7312432e-04
     4.0000000e+02      2.2000000e-16      7.3047937e-05
     4.0000000e+02      3.2000000e-16      3.3376608e-06
     4.0000000e+02      4.6000000e-16      6.5967943e-08
     4.0000000e+02      6.8000000e-16      2.8056373e-10
     4.0000000e+02      1.0000000e+06      0.0000000e+00
     4.2500000e+02      0.0000000e+00      3.7175954e-01
     4.2500000e+02      5.0000000e-19      3.6261455e-01
     4.2500000e+02      3.2000000e-18      3.1722714e-01
     4.2500000e+02      1.0000000e-17      2.2779375e-01
     4.2500000e+02      3.2000000e-17      8.1986844e-02
     4.2500000e+02      4.6000000e-17      4.4276846e-02
     4.2500000e+02      6.8000000e-17      1.7578804e-02
     4.2500000e+02      1.0000000e-16      4.9613086e-03
     4.2500000e+02      1.5000000e-16      7.9094829e-04
     4.2500000e+02      2.2000000e-16      7.4159305e-05
     4.2500000e+02      3.2000000e-16      3.3449356e-06
     4.2500000e+02      4.6000000e-16      6.4725752e-08
     4.2500000e+02      6.8000000e-16      2.6123724e-10
     4.2500000e+02      1.0000000e+06      0.0000000e+00
     4.5000000e+02      0.0000000e+00      3.8324406e-01
     4.5000000e+02      5.0000000e-19      3.7376352e-01
     4.5000000e+02      3.2000000e-18      3.2673017e-01
     4.5000000e+02      1.0000000e-17      2.3416598e-01
     4.5000000e+02      3.2000000e-17      8.3764393e-02
     4.5000000e+02      4.6000000e-17      4.5066260e-02
     4.5000000e+02      6.8000000e-17      1.7791310e-02
     4.5000000e+02      1.0000000e-16      4.9837002e-03
     4.5000000e+02      1.5000000e-16      7.8669519e-04
     4.5000000e+02      2.2000000e-16      7.2994691e-05
     4.5000000e+02      3.2000000e-16      3.2546171e-06
     4.5000000e+02      4.6000000e-16      6.1647388e-08
     4.5000000e+02      6.8000000e-16      2.3111162e-10
     4.5000000e+02      1.0000000e+06      0.0000000e+00
     4.7500000e+02      0.0000000e+00      3.9537213e-01
     4.7500000e+02      5.0000000e-19      3.8552967e-01
     4.7500000e+02      3.2000000e-18      3.3672695e-01
     4.7500000e+02      1.0000000e-17      2.4082667e-01
