#            mprod              mhscp              width               c000               c100               c200               c300
     5.5000000e+01      5.0000000e+01      0.0000000e+00      4.7398922e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-22      4.7398776e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-20      4.7384247e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-19      4.7252374e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      5.0000000e-19      4.6670723e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-18      4.5953774e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.8000000e-18      4.4829620e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      3.2000000e-18      4.2928485e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      5.6000000e-18      3.9856125e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-17      3.4786403e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.5000000e-17      2.9808267e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      2.2000000e-17      2.4020263e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      3.2000000e-17      1.7659695e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      4.6000000e-17      1.1503638e-06      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      6.8000000e-17      5.9068166e-07      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-16      2.2997426e-07      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.5000000e-16      6.0076944e-08      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      2.2000000e-16      1.5705777e-08      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      3.2000000e-16      6.1844430e-09      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      4.6000000e-16      2.6237205e-09      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      6.8000000e-16      7.2479168e-10      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-15      1.1287050e-10      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.5000000e-15      6.2863985e-12      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      2.2000000e-15      1.1396431e-13      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      3.2000000e-15      3.9334383e-16      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      5.6000000e-15      5.9624703e-22      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-14      1.7219383e-32      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.8000000e-14      1.3549588e-51      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      3.7000000e-14      5.8613350e-97      0.0000000e+00      0.0000000e+00      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-13      2.2434576e-247      0.0000000e+00      0.0000000e+00      0.0000000e+00
