#            mprod               mint              mhscp              width               c300
     5.5000000e+01      5.3000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     1.4000000e+03      1.2450000e+03      7.0000000e+02      0.0000000e+00      7.0693753e-01
     3.0000000e+03      2.9950000e+03      2.0000000e+03      0.0000000e+00      3.0637403e-02
     1.4000000e+03      1.2450000e+03      7.0000000e+02      1.0000000e-19      7.0381812e-01
     3.0000000e+03      2.9950000e+03      2.0000000e+03      1.0000000e-19      3.0368783e-02
     3.0000000e+03      2.9950000e+03      2.0000000e+03      1.8000000e-18      2.6175174e-02
     1.4000000e+03      1.2450000e+03      7.0000000e+02      3.2000000e-18      6.1221099e-01
     3.0000000e+03      2.9950000e+03      2.0000000e+03      5.6000000e-18      1.8904929e-02
     1.4000000e+03      1.2450000e+03      7.0000000e+02      1.0000000e-17      4.4583938e-01
     3.0000000e+03      2.9950000e+03      2.0000000e+03      2.2000000e-17      5.0090869e-03
     1.4000000e+03      1.2450000e+03      7.0000000e+02      3.2000000e-17      1.5519711e-01
     1.4000000e+03      1.2450000e+03      7.0000000e+02      4.6000000e-17      8.0188372e-02
     1.4000000e+03      1.2450000e+03      7.0000000e+02      6.8000000e-17      2.9516242e-02
     1.4000000e+03      1.2450000e+03      7.0000000e+02      1.0000000e-16      7.4995577e-03
     1.4000000e+03      1.2450000e+03      7.0000000e+02      1.5000000e-16      1.0362159e-03
     1.4000000e+03      1.2450000e+03      7.0000000e+02      2.2000000e-16      8.2087893e-05
     1.4000000e+03      1.2450000e+03      7.0000000e+02      3.2000000e-16      3.0056399e-06
     1.4000000e+03      1.2450000e+03      7.0000000e+02      4.6000000e-16      4.3897019e-08
     1.4000000e+03      1.2450000e+03      7.0000000e+02      6.8000000e-16      1.0645979e-10
     3.0000000e+03      2.9950000e+03      2.0000000e+03      3.2000000e-16      2.0263506e-10
     3.0000000e+03      2.9950000e+03      2.0000000e+03      2.2000000e-16      2.1532204e-08
     3.0000000e+03      2.9950000e+03      2.0000000e+03      1.5000000e-16      9.9335918e-07
     3.0000000e+03      2.9950000e+03      2.0000000e+03      1.0000000e-16      2.0986756e-05
     5.5000000e+01      5.3000000e+01      5.0000000e+01      1.0000000e+06      0.0000000e+00
     6.0000000e+01      5.5000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     1.4000000e+03      1.2450000e+03      7.0000000e+02      1.0000000e+06      0.0000000e+00
     1.4000000e+03      1.2500000e+03      1.2000000e+03      1.0000000e-22      3.4852961e-01
     1.4000000e+03      1.2500000e+03      1.2000000e+03      0.0000000e+00      3.4853197e-01
     3.0000000e+03      2.9950000e+03      2.0000000e+03      1.0000000e+06      0.0000000e+00
     1.4000000e+03      1.2500000e+03      1.2000000e+03      1.0000000e-18      3.2568136e-01
     3.0000000e+03      2.9950000e+03      2.5000000e+03      5.0000000e-19      3.5460993e-03
     3.0000000e+03      2.9950000e+03      2.5000000e+03      3.2000000e-18      2.7751860e-03
     1.4000000e+03      1.2500000e+03      1.2000000e+03      5.6000000e-18      2.3908573e-01
     3.0000000e+03      2.9950000e+03      2.5000000e+03      0.0000000e+00      3.7145166e-03
     1.4000000e+03      1.2500000e+03      1.2000000e+03      1.5000000e-17      1.2861714e-01
