#            mprod              mhscp              width               c200
     5.5000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     1.3000000e+03      1.2000000e+03      1.0000000e-22      2.3463386e-01
     1.3000000e+03      1.2000000e+03      0.0000000e+00      2.3463539e-01
     1.3000000e+03      1.2000000e+03      1.0000000e-18      2.1984290e-01
     1.3000000e+03      1.2000000e+03      5.6000000e-18      1.6337565e-01
     1.3000000e+03      1.2000000e+03      1.5000000e-17      9.0284602e-02
     1.3000000e+03      1.2000000e+03      3.2000000e-17      3.2294603e-02
     1.3000000e+03      1.2000000e+03      4.6000000e-17      1.4422781e-02
     1.3000000e+03      1.2000000e+03      6.8000000e-17      4.3454688e-03
     1.3000000e+03      1.2000000e+03      1.0000000e-16      8.6055955e-04
     1.3000000e+03      1.2000000e+03      1.5000000e-16      8.6294178e-05
     1.3000000e+03      1.2000000e+03      2.2000000e-16      4.7637694e-06
     1.3000000e+03      1.2000000e+03      3.2000000e-16      1.1362939e-07
     1.3000000e+03      1.2000000e+03      4.6000000e-16      9.6991670e-10
     3.0100000e+03      3.0000000e+03      4.6000000e-17      7.1973635e-06
     5.5000000e+01      5.0000000e+01      1.0000000e+06      0.0000000e+00
     6.0000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     1.3000000e+03      1.2000000e+03      1.0000000e+06      0.0000000e+00
     1.3500000e+03      1.2000000e+03      1.0000000e-22      2.3067578e-01
     1.3500000e+03      1.2000000e+03      0.0000000e+00      2.3067729e-01
     2.2000000e+03      1.8000000e+03      3.2000000e-17      3.9413694e-03
     1.3500000e+03      1.2000000e+03      1.0000000e-18      2.1605198e-01
     2.2000000e+03      1.8000000e+03      4.6000000e-17      1.5136781e-03
     1.3500000e+03      1.2000000e+03      5.6000000e-18      1.6028537e-01
     1.3500000e+03      1.2000000e+03      1.5000000e-17      8.8293687e-02
     2.2000000e+03      1.8000000e+03      6.8000000e-17      3.6217279e-04
     1.3500000e+03      1.2000000e+03      3.2000000e-17      3.1431937e-02
