#            mhscp              width               c000
     4.5000000e+01      0.0000000e+00      4.1372081e-08
     4.5000000e+01      1.0000000e-22      4.1372061e-08
     4.5000000e+01      1.5000000e-17      3.8489352e-08
     4.5000000e+01      6.8000000e-17      2.9896684e-08
     4.5000000e+01      2.2000000e-16      1.4732529e-08
     4.5000000e+01      3.2000000e-16      9.3352956e-09
     4.5000000e+01      1.0000000e+06      0.0000000e+00
     5.0000000e+01      0.0000000e+00      2.5407508e-06
     5.0000000e+01      1.8000000e-18      2.4109752e-06
     5.0000000e+01      1.0000000e-17      1.9026184e-06
     5.0000000e+01      6.8000000e-17      4.1560676e-07
     5.0000000e+01      1.0000000e-16      2.1608298e-07
     5.0000000e+01      1.5000000e-16      1.0756885e-07
     5.0000000e+01      2.2000000e-16      6.1871133e-08
     5.0000000e+01      3.2000000e-16      3.5704738e-08
     5.0000000e+01      4.6000000e-16      1.7610425e-08
     5.0000000e+01      6.8000000e-16      5.9564685e-09
     5.0000000e+01      1.0000000e+06      0.0000000e+00
     5.5000000e+01      0.0000000e+00      2.5786788e-04
     5.5000000e+01      1.8000000e-18      2.4308284e-04
     5.5000000e+01      1.0000000e-17      1.8581707e-04
     5.5000000e+01      4.6000000e-17      5.7480236e-05
     5.5000000e+01      6.8000000e-17      2.8204255e-05
     5.5000000e+01      1.0000000e-16      1.0111021e-05
     5.5000000e+01      1.5000000e-16      2.1327858e-06
     5.5000000e+01      2.2000000e-16      3.1976403e-07
     5.5000000e+01      3.2000000e-16      7.1870841e-08
     5.5000000e+01      4.6000000e-16      2.9225799e-08
     5.5000000e+01      6.8000000e-16      8.9454089e-09
     5.5000000e+01      1.0000000e+06      0.0000000e+00
     6.0000000e+01      0.0000000e+00      8.3903104e-04
     6.0000000e+01      1.8000000e-18      7.8952997e-04
     6.0000000e+01      1.0000000e-17      5.9883519e-04
     6.0000000e+01      4.6000000e-17      1.7952380e-04
     6.0000000e+01      6.8000000e-17      8.6506445e-05
     6.0000000e+01      1.0000000e-16      3.0168058e-05
