#            mhscp              width               c100
     4.5000000e+01      0.0000000e+00      0.0000000e+00
     5.0000000e+01      0.0000000e+00      0.0000000e+00
     5.5000000e+01      0.0000000e+00      0.0000000e+00
     6.0000000e+01      0.0000000e+00      0.0000000e+00
     6.5000000e+01      0.0000000e+00      0.0000000e+00
     7.5000000e+01      0.0000000e+00      0.0000000e+00
     8.0000000e+01      0.0000000e+00      0.0000000e+00
     1.0000000e+02      0.0000000e+00      0.0000000e+00
     1.2500000e+02      0.0000000e+00      0.0000000e+00
     1.5000000e+02      0.0000000e+00      0.0000000e+00
     1.7500000e+02      0.0000000e+00      3.0727021e-01
     2.0000000e+02      0.0000000e+00      3.4555614e-01
     2.2500000e+02      0.0000000e+00      3.7837979e-01
     2.5000000e+02      0.0000000e+00      4.0509721e-01
     2.7500000e+02      0.0000000e+00      4.3636536e-01
     3.0000000e+02      0.0000000e+00      4.6272705e-01
     3.2500000e+02      0.0000000e+00      4.8911778e-01
     3.5000000e+02      0.0000000e+00      5.1173644e-01
     3.7500000e+02      0.0000000e+00      5.3346355e-01
     4.0000000e+02      0.0000000e+00      5.5366983e-01
     4.2500000e+02      0.0000000e+00      5.7624954e-01
     4.5000000e+02      0.0000000e+00      5.9036566e-01
     4.7500000e+02      0.0000000e+00      6.0640538e-01
     5.0000000e+02      0.0000000e+00      6.1845238e-01
     5.5000000e+02      0.0000000e+00      6.3896452e-01
     6.0000000e+02      0.0000000e+00      6.5626170e-01
     6.5000000e+02      0.0000000e+00      6.6600007e-01
     7.0000000e+02      0.0000000e+00      6.7285915e-01
     7.5000000e+02      0.0000000e+00      6.7425746e-01
     8.0000000e+02      0.0000000e+00      6.7092838e-01
     8.5000000e+02      0.0000000e+00      6.5935424e-01
     9.0000000e+02      0.0000000e+00      6.4786651e-01
     9.5000000e+02      0.0000000e+00      6.2841865e-01
     1.0000000e+03      0.0000000e+00      6.0566513e-01
     1.1000000e+03      0.0000000e+00      5.5724776e-01
     1.2000000e+03      0.0000000e+00      5.0894702e-01
     1.3000000e+03      0.0000000e+00      4.3305553e-01
     1.4000000e+03      0.0000000e+00      3.0590493e-01
     1.5000000e+03      0.0000000e+00      2.3527469e-01
     1.6000000e+03      0.0000000e+00      2.1215717e-01
     1.7000000e+03      0.0000000e+00      1.9165281e-01
     1.8000000e+03      0.0000000e+00      1.3810245e-01
     1.9000000e+03      0.0000000e+00      7.5643545e-02
     2.0000000e+03      0.0000000e+00      3.5692099e-02
     2.1000000e+03      0.0000000e+00      1.8371087e-02
     2.2000000e+03      0.0000000e+00      1.2917906e-02
     2.3000000e+03      0.0000000e+00      1.1698436e-02
     2.4000000e+03      0.0000000e+00      1.0913413e-02
     2.5000000e+03      0.0000000e+00      9.8105288e-03
     2.6000000e+03      0.0000000e+00      8.5245787e-03
     2.8000000e+03      0.0000000e+00      5.0445467e-03
     3.0000000e+03      0.0000000e+00      1.5079089e-03
     3.5000000e+03      0.0000000e+00      0.0000000e+00
