#            mprod              mhscp              width               c000
     5.5000000e+01      5.0000000e+01      0.0000000e+00      1.5665415e-06
     5.5000000e+01      5.0000000e+01      1.0000000e-22      1.5665366e-06
     5.5000000e+01      5.0000000e+01      1.0000000e-20      1.5660533e-06
     5.5000000e+01      5.0000000e+01      1.0000000e-19      1.5616659e-06
     5.5000000e+01      5.0000000e+01      5.0000000e-19      1.5423146e-06
     5.5000000e+01      5.0000000e+01      1.0000000e-18      1.5184623e-06
     5.5000000e+01      5.0000000e+01      1.8000000e-18      1.4810637e-06
     5.5000000e+01      5.0000000e+01      3.2000000e-18      1.4178187e-06
     5.5000000e+01      5.0000000e+01      5.6000000e-18      1.3156179e-06
     5.5000000e+01      5.0000000e+01      1.0000000e-17      1.1469992e-06
     5.5000000e+01      5.0000000e+01      1.5000000e-17      9.8146256e-07
     5.5000000e+01      5.0000000e+01      2.2000000e-17      7.8905739e-07
     5.5000000e+01      5.0000000e+01      3.2000000e-17      5.7773651e-07
     5.5000000e+01      5.0000000e+01      4.6000000e-17      3.7342168e-07
     5.5000000e+01      5.0000000e+01      6.8000000e-17      1.8809022e-07
     5.5000000e+01      5.0000000e+01      1.0000000e-16      6.9367194e-08
     5.5000000e+01      5.0000000e+01      1.5000000e-16      1.4596887e-08
     5.5000000e+01      5.0000000e+01      2.2000000e-16      1.6466784e-09
     5.5000000e+01      5.0000000e+01      3.2000000e-16      7.2915693e-11
     5.5000000e+01      5.0000000e+01      4.6000000e-16      9.2793620e-13
     5.5000000e+01      5.0000000e+01      6.8000000e-16      9.7540506e-16
     5.5000000e+01      5.0000000e+01      1.0000000e-15      4.5400863e-20
     5.5000000e+01      5.0000000e+01      1.5000000e-15      7.7290338e-27
     5.5000000e+01      5.0000000e+01      2.2000000e-15      2.5799468e-36
     5.5000000e+01      5.0000000e+01      3.2000000e-15      7.4770959e-50
     5.5000000e+01      5.0000000e+01      5.6000000e-15      2.4144946e-82
     5.5000000e+01      5.0000000e+01      1.0000000e-14      6.5488332e-142
     5.5000000e+01      5.0000000e+01      1.8000000e-14      3.2594292e-250
     5.5000000e+01      5.0000000e+01      3.7000000e-14      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-13      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e-12      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e+06      0.0000000e+00
     6.0000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.0000000e-22      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.0000000e-20      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.0000000e-19      0.0000000e+00
     6.0000000e+01      5.0000000e+01      5.0000000e-19      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.0000000e-18      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.8000000e-18      0.0000000e+00
     6.0000000e+01      5.0000000e+01      3.2000000e-18      0.0000000e+00
     6.0000000e+01      5.0000000e+01      5.6000000e-18      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.0000000e-17      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.5000000e-17      0.0000000e+00
     6.0000000e+01      5.0000000e+01      2.2000000e-17      0.0000000e+00
     6.0000000e+01      5.0000000e+01      3.2000000e-17      0.0000000e+00
     6.0000000e+01      5.0000000e+01      4.6000000e-17      0.0000000e+00
     6.0000000e+01      5.0000000e+01      6.8000000e-17      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.0000000e-16      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.5000000e-16      0.0000000e+00
     6.0000000e+01      5.0000000e+01      2.2000000e-16      0.0000000e+00
     6.0000000e+01      5.0000000e+01      3.2000000e-16      0.0000000e+00
     6.0000000e+01      5.0000000e+01      4.6000000e-16      0.0000000e+00
     6.0000000e+01      5.0000000e+01      6.8000000e-16      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.0000000e-15      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.5000000e-15      0.0000000e+00
     6.0000000e+01      5.0000000e+01      2.2000000e-15      0.0000000e+00
     6.0000000e+01      5.0000000e+01      3.2000000e-15      0.0000000e+00
     6.0000000e+01      5.0000000e+01      5.6000000e-15      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.0000000e-14      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.8000000e-14      0.0000000e+00
     6.0000000e+01      5.0000000e+01      3.7000000e-14      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.0000000e-13      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.0000000e-12      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.0000000e+06      0.0000000e+00
     7.0000000e+01      5.0000000e+01      0.0000000e+00      1.5665415e-06
