1860.00,0.009866
1900.00,0.010850
1920.12,0.011419
1940.00,0.012009
1980.00,0.013355
2010.31,0.014560
2020.00,0.014972
2060.00,0.016982
2086.55,0.018566
2100.00,0.019459
2140.00,0.022519
2152.99,0.023673
2180.00,0.026357
2212.45,0.030186
2220.00,0.031198
2260.00,0.037892
2262.68,0.038491
2300.00,0.048491
2301.50,0.049079
2329.67,0.062582
2340.00,0.070811
2349.12,0.079799
2361.24,0.101752
2367.73,0.129744
2370.14,0.165438
2369.50,0.210950
2366.23,0.268984
2360.20,0.342983
2350.98,0.437340
2340.00,0.542157
2338.22,0.557654
2321.78,0.711068
2302.68,0.906687
2300.00,0.936578
2281.40,1.156122
2260.00,1.455419
2258.71,1.474178
2234.79,1.879732
2220.00,2.168093
2210.00,2.396856
2184.81,3.056244
2180.00,3.196465
2159.27,3.897041
2140.00,4.635174
2132.25,4.969137
2102.60,6.336173
2100.00,6.471605
2068.85,8.079286
2060.00,8.584678
2030.67,10.301963
2020.00,11.017422
1988.84,13.136208
1980.00,13.864685
1944.95,16.749814
1940.00,17.303741
1901.93,21.357971
1900.00,21.727012
1864.29,27.233283
1860.00,28.587752
1839.58,34.725619
1824.72,44.279224
