1412.50,0.010090
1430.64,0.010424
1437.50,0.011904
1462.50,0.012421
1470.08,0.013408
1487.50,0.014925
1512.50,0.015292
1517.68,0.016505
1537.50,0.018136
1562.50,0.018826
1571.74,0.019952
1587.50,0.022016
1612.50,0.023177
1624.12,0.024583
1637.50,0.027891
1662.50,0.028533
1666.12,0.032627
1687.50,0.035126
1697.84,0.039508
1712.50,0.043244
1722.88,0.049800
1737.50,0.053238
1744.02,0.064834
1762.50,0.065541
1763.05,0.080686
1780.98,0.087357
1787.50,0.099334
1796.98,0.122289
1809.52,0.129956
1812.50,0.150550
1817.38,0.185342
1820.03,0.228173
1818.01,0.280903
1812.50,0.286033
1812.39,0.345819
1804.60,0.425737
1795.42,0.511816
1787.50,0.524124
1785.48,0.645247
1775.37,0.794361
1764.54,0.839819
1762.50,0.977935
1752.55,1.203933
1737.71,1.226796
1737.50,1.482160
1718.37,1.581991
1712.50,1.824681
1693.13,1.921503
1687.50,2.246358
1662.50,2.267159
1662.34,2.634547
1637.50,2.765483
1627.94,3.043239
1612.50,3.404576
