1431.41,0.010090
1437.50,0.010424
1462.50,0.011904
1470.79,0.012421
1487.50,0.013408
1512.50,0.014925
1518.44,0.015292
1537.50,0.016505
1562.50,0.018136
1572.59,0.018826
1587.50,0.019952
1612.50,0.022016
1624.88,0.023177
1637.50,0.024583
1662.50,0.027891
1666.68,0.028533
1687.50,0.032627
1698.26,0.035126
1712.50,0.039508
1723.25,0.043244
1737.50,0.049800
1744.43,0.053238
1762.50,0.064834
1763.56,0.065541
1781.57,0.080686
1787.50,0.087357
1797.66,0.099334
1810.23,0.122289
1812.50,0.129956
1818.10,0.150550
1820.76,0.185342
1818.77,0.228173
1813.20,0.280903
1812.50,0.286033
1805.44,0.345819
1796.32,0.425737
1787.50,0.511816
1786.41,0.524124
1776.38,0.645247
1765.66,0.794361
1762.50,0.839819
1753.78,0.977935
1739.13,1.203933
1737.50,1.226796
1719.96,1.482160
1712.50,1.581991
1694.82,1.824681
1687.50,1.921503
1664.00,2.246358
1662.50,2.267159
1637.50,2.634547
1629.39,2.765483
1612.50,3.043239
1593.34,3.404576
