1860.00,0.009866
1900.00,0.010850
1920.69,0.011419
1940.00,0.012009
1980.00,0.013355
2010.86,0.014560
2020.00,0.014972
2060.00,0.016982
2087.02,0.018566
2100.00,0.019459
2140.00,0.022519
2153.40,0.023673
2180.00,0.026357
2212.83,0.030186
2220.00,0.031198
2260.00,0.037892
2263.01,0.038491
2300.00,0.048491
2301.81,0.049079
2329.98,0.062582
2340.00,0.070811
2349.47,0.079799
2361.61,0.101752
2368.12,0.129744
2370.51,0.165438
2369.85,0.210950
2366.54,0.268984
2360.47,0.342983
2351.20,0.437340
2340.00,0.542157
2338.41,0.557654
2321.95,0.711068
2302.83,0.906687
2300.00,0.936578
2281.53,1.156122
2260.00,1.455419
2258.83,1.474178
2234.91,1.879732
2220.00,2.168093
2210.13,2.396856
2184.96,3.056244
2180.00,3.196465
2159.45,3.897041
2140.00,4.635174
2132.48,4.969137
2102.89,6.336173
2100.00,6.471605
2069.22,8.079286
2060.00,8.584678
2031.14,10.301963
2020.00,11.017422
1989.41,13.136208
1980.00,13.864685
1945.60,16.749814
1940.00,17.303741
1902.64,21.357971
1900.00,21.727012
1865.02,27.233283
1860.00,28.587752
1840.28,34.725619
1825.41,44.279224
