#            mhscp              width               c300
     4.5000000e+01      0.0000000e+00      0.0000000e+00
     5.0000000e+01      0.0000000e+00      0.0000000e+00
     5.5000000e+01      0.0000000e+00      0.0000000e+00
     6.0000000e+01      0.0000000e+00      0.0000000e+00
     6.5000000e+01      0.0000000e+00      0.0000000e+00
     7.5000000e+01      0.0000000e+00      0.0000000e+00
     8.0000000e+01      0.0000000e+00      0.0000000e+00
     1.0000000e+02      0.0000000e+00      0.0000000e+00
     1.2500000e+02      0.0000000e+00      0.0000000e+00
     1.5000000e+02      0.0000000e+00      0.0000000e+00
     1.7500000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.2500000e+02      0.0000000e+00      0.0000000e+00
     2.5000000e+02      0.0000000e+00      0.0000000e+00
     2.7500000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      0.0000000e+00      0.0000000e+00
     3.2500000e+02      0.0000000e+00      0.0000000e+00
     3.5000000e+02      0.0000000e+00      0.0000000e+00
     3.7500000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      0.0000000e+00      0.0000000e+00
     4.2500000e+02      0.0000000e+00      0.0000000e+00
     4.5000000e+02      0.0000000e+00      0.0000000e+00
     4.7500000e+02      0.0000000e+00      0.0000000e+00
     5.0000000e+02      0.0000000e+00      0.0000000e+00
     5.5000000e+02      0.0000000e+00      4.1714366e-01
     6.0000000e+02      0.0000000e+00      4.3037115e-01
     6.5000000e+02      0.0000000e+00      4.3555764e-01
     7.0000000e+02      0.0000000e+00      4.3782004e-01
     7.5000000e+02      0.0000000e+00      4.3579552e-01
     8.0000000e+02      0.0000000e+00      4.2906943e-01
     8.5000000e+02      0.0000000e+00      4.1640574e-01
     9.0000000e+02      0.0000000e+00      4.0173078e-01
     9.5000000e+02      0.0000000e+00      3.8144571e-01
     1.0000000e+03      0.0000000e+00      3.6036549e-01
     1.1000000e+03      0.0000000e+00      3.1821060e-01
     1.2000000e+03      0.0000000e+00      2.8001805e-01
     1.3000000e+03      0.0000000e+00      2.2904971e-01
     1.4000000e+03      0.0000000e+00      1.5045732e-01
     1.5000000e+03      0.0000000e+00      1.1088298e-01
     1.6000000e+03      0.0000000e+00      9.9309913e-02
     1.7000000e+03      0.0000000e+00      8.9243523e-02
     1.8000000e+03      0.0000000e+00      6.5220796e-02
     1.9000000e+03      0.0000000e+00      3.6501887e-02
     2.0000000e+03      0.0000000e+00      1.7401944e-02
     2.1000000e+03      0.0000000e+00      8.8676162e-03
     2.2000000e+03      0.0000000e+00      5.9053082e-03
     2.3000000e+03      0.0000000e+00      5.1767457e-03
     2.4000000e+03      0.0000000e+00      4.6910581e-03
     2.5000000e+03      0.0000000e+00      4.2378898e-03
     2.6000000e+03      0.0000000e+00      3.6959879e-03
     2.8000000e+03      0.0000000e+00      2.3285452e-03
     3.0000000e+03      0.0000000e+00      7.1999979e-04
     3.5000000e+03      0.0000000e+00      0.0000000e+00
