#            mprod               mint              mhscp              width               c000
     5.5000000e+01      5.3000000e+01      5.0000000e+01      0.0000000e+00      3.9464500e-08
     5.5000000e+01      5.3000000e+01      5.0000000e+01      1.0000000e-20      3.9462350e-08
     5.5000000e+01      5.3000000e+01      5.0000000e+01      1.5000000e-17      3.6375080e-08
     5.5000000e+01      5.3000000e+01      5.0000000e+01      6.8000000e-17      2.7346101e-08
     5.5000000e+01      5.3000000e+01      5.0000000e+01      2.2000000e-16      1.2249116e-08
     5.5000000e+01      5.3000000e+01      5.0000000e+01      3.2000000e-16      7.2721224e-09
     5.5000000e+01      5.3000000e+01      5.0000000e+01      1.0000000e+06      0.0000000e+00
     6.0000000e+01      5.5000000e+01      5.0000000e+01      0.0000000e+00      1.6060423e-06
     6.0000000e+01      5.5000000e+01      5.0000000e+01      1.8000000e-18      1.5203480e-06
     6.0000000e+01      5.5000000e+01      5.0000000e+01      1.0000000e-17      1.1851269e-06
     6.0000000e+01      5.5000000e+01      5.0000000e+01      3.2000000e-17      6.1204700e-07
     6.0000000e+01      5.5000000e+01      5.0000000e+01      6.8000000e-17      2.1607761e-07
     6.0000000e+01      5.5000000e+01      5.0000000e+01      1.0000000e-16      9.2607241e-08
     6.0000000e+01      5.5000000e+01      5.0000000e+01      1.5000000e-16      3.2096926e-08
     6.0000000e+01      5.5000000e+01      5.0000000e+01      2.2000000e-16      1.3560865e-08
     6.0000000e+01      5.5000000e+01      5.0000000e+01      3.2000000e-16      7.0307943e-09
     6.0000000e+01      5.5000000e+01      5.0000000e+01      1.0000000e+06      0.0000000e+00
     7.0000000e+01      5.5000000e+01      5.0000000e+01      0.0000000e+00      1.6188635e-06
     7.0000000e+01      5.5000000e+01      5.0000000e+01      1.8000000e-18      1.5333732e-06
     7.0000000e+01      5.5000000e+01      5.0000000e+01      1.0000000e-17      1.1987116e-06
     7.0000000e+01      5.5000000e+01      5.0000000e+01      3.2000000e-17      6.2531572e-07
     7.0000000e+01      5.5000000e+01      5.0000000e+01      6.8000000e-17      2.2706630e-07
     7.0000000e+01      5.5000000e+01      5.0000000e+01      1.0000000e-16      1.0165998e-07
     7.0000000e+01      5.5000000e+01      5.0000000e+01      1.5000000e-16      3.8932227e-08
     7.0000000e+01      5.5000000e+01      5.0000000e+01      2.2000000e-16      1.8371721e-08
     7.0000000e+01      5.5000000e+01      5.0000000e+01      3.2000000e-16      1.0017937e-08
     7.0000000e+01      5.5000000e+01      5.0000000e+01      1.0000000e+06      0.0000000e+00
     7.0000000e+01      6.0000000e+01      5.0000000e+01      0.0000000e+00      2.6671895e-08
     7.0000000e+01      6.0000000e+01      5.0000000e+01      5.6000000e-18      2.5846948e-08
     7.0000000e+01      6.0000000e+01      5.0000000e+01      4.6000000e-17      2.0635044e-08
     7.0000000e+01      6.0000000e+01      5.0000000e+01      1.5000000e-16      1.1657175e-08
     7.0000000e+01      6.0000000e+01      5.0000000e+01      2.2000000e-16      7.9723674e-09
     7.0000000e+01      6.0000000e+01      5.0000000e+01      1.0000000e+06      0.0000000e+00
     7.0000000e+01      6.5000000e+01      5.0000000e+01      0.0000000e+00      4.1279412e-08
     7.0000000e+01      6.5000000e+01      5.0000000e+01      1.0000000e-20      4.1277139e-08
     7.0000000e+01      6.5000000e+01      5.0000000e+01      1.5000000e-17      3.8013396e-08
     7.0000000e+01      6.5000000e+01      5.0000000e+01      6.8000000e-17      2.8486985e-08
     7.0000000e+01      6.5000000e+01      5.0000000e+01      2.2000000e-16      1.2667566e-08
