#            mprod              mhscp              width               c000
     5.5000000e+01      5.0000000e+01      0.0000000e+00      1.5665415e-06
     6.0000000e+01      5.0000000e+01      0.0000000e+00      0.0000000e+00
     7.0000000e+01      5.0000000e+01      0.0000000e+00      1.5665415e-06
     8.0000000e+01      5.0000000e+01      0.0000000e+00      1.5665415e-06
     8.0000000e+01      7.5000000e+01      0.0000000e+00      1.4381842e-02
     8.5000000e+01      7.5000000e+01      0.0000000e+00      1.5149334e-02
     9.0000000e+01      7.5000000e+01      0.0000000e+00      1.4563798e-02
     1.0000000e+02      5.0000000e+01      0.0000000e+00      1.5665415e-06
     1.0000000e+02      7.5000000e+01      0.0000000e+00      1.4756506e-02
     1.0500000e+02      1.0000000e+02      0.0000000e+00      1.3153496e-01
     1.1000000e+02      7.5000000e+01      0.0000000e+00      1.5709888e-02
     1.1000000e+02      1.0000000e+02      0.0000000e+00      1.3467323e-01
     1.2000000e+02      7.5000000e+01      0.0000000e+00      1.6779907e-02
     1.2000000e+02      1.0000000e+02      0.0000000e+00      1.3516620e-01
     1.2500000e+02      5.0000000e+01      0.0000000e+00      3.1459118e-06
     1.3000000e+02      1.0000000e+02      0.0000000e+00      1.3679439e-01
     1.4000000e+02      7.5000000e+01      0.0000000e+00      1.8104651e-02
     1.4000000e+02      1.0000000e+02      0.0000000e+00      1.3764399e-01
     1.5000000e+02      5.0000000e+01      0.0000000e+00      3.1587406e-06
     1.5500000e+02      1.5000000e+02      0.0000000e+00      2.4389646e-01
     1.6000000e+02      7.5000000e+01      0.0000000e+00      1.8748944e-02
     1.6000000e+02      1.0000000e+02      0.0000000e+00      1.4732988e-01
     1.6000000e+02      1.5000000e+02      0.0000000e+00      2.4320074e-01
     1.7000000e+02      1.5000000e+02      0.0000000e+00      2.4774482e-01
     1.8000000e+02      7.5000000e+01      0.0000000e+00      1.9676216e-02
     1.8000000e+02      1.0000000e+02      0.0000000e+00      1.5658165e-01
     1.8000000e+02      1.5000000e+02      0.0000000e+00      2.4839833e-01
     2.0000000e+02      5.0000000e+01      0.0000000e+00      4.7637684e-06
     2.0000000e+02      7.5000000e+01      0.0000000e+00      1.9610142e-02
     2.0000000e+02      1.0000000e+02      0.0000000e+00      1.6038163e-01
     2.0000000e+02      1.5000000e+02      0.0000000e+00      2.5172156e-01
     2.0500000e+02      2.0000000e+02      0.0000000e+00      2.8873596e-01
     2.1000000e+02      2.0000000e+02      0.0000000e+00      2.9092551e-01
     2.2000000e+02      2.0000000e+02      0.0000000e+00      2.9399426e-01
     2.2500000e+02      1.5000000e+02      0.0000000e+00      2.5871716e-01
     2.3000000e+02      2.0000000e+02      0.0000000e+00      2.9548370e-01
     2.4000000e+02      2.0000000e+02      0.0000000e+00      2.9835223e-01
     2.5000000e+02      5.0000000e+01      0.0000000e+00      1.7974597e-06
     2.5000000e+02      7.5000000e+01      0.0000000e+00      1.7970743e-02
     2.5000000e+02      1.0000000e+02      0.0000000e+00      1.6028099e-01
     2.5000000e+02      1.5000000e+02      0.0000000e+00      2.6346551e-01
     2.5500000e+02      2.5000000e+02      0.0000000e+00      3.2494693e-01
     2.6000000e+02      2.0000000e+02      0.0000000e+00      2.9939280e-01
     2.6000000e+02      2.5000000e+02      0.0000000e+00      3.2727714e-01
     2.7000000e+02      2.5000000e+02      0.0000000e+00      3.2996883e-01
     2.8000000e+02      2.0000000e+02      0.0000000e+00      3.0506737e-01
     2.8000000e+02      2.5000000e+02      0.0000000e+00      3.3251450e-01
     3.0000000e+02      5.0000000e+01      0.0000000e+00      3.7616936e-06
     3.0000000e+02      7.5000000e+01      0.0000000e+00      1.7979685e-02
     3.0000000e+02      1.0000000e+02      0.0000000e+00      1.5623337e-01
     3.0000000e+02      1.5000000e+02      0.0000000e+00      2.6604892e-01
     3.0000000e+02      2.0000000e+02      0.0000000e+00      3.0761140e-01
     3.0000000e+02      2.5000000e+02      0.0000000e+00      3.3606921e-01
     3.0500000e+02      3.0000000e+02      0.0000000e+00      3.4971048e-01
     3.1000000e+02      3.0000000e+02      0.0000000e+00      3.5428786e-01
     3.2000000e+02      3.0000000e+02      0.0000000e+00      3.5374093e-01
     3.2500000e+02      2.5000000e+02      0.0000000e+00      3.3887933e-01
     3.3000000e+02      3.0000000e+02      0.0000000e+00      3.5600364e-01
     3.4000000e+02      3.0000000e+02      0.0000000e+00      3.5543531e-01
     3.5000000e+02      1.5000000e+02      0.0000000e+00      2.6275976e-01
     3.5000000e+02      2.0000000e+02      0.0000000e+00      3.1454077e-01
     3.5000000e+02      2.5000000e+02      0.0000000e+00      3.3907263e-01
     3.5500000e+02      3.5000000e+02      0.0000000e+00      3.6318360e-01
     3.6000000e+02      3.0000000e+02      0.0000000e+00      3.5875029e-01
     3.6000000e+02      3.5000000e+02      0.0000000e+00      3.7048759e-01
     3.7000000e+02      3.5000000e+02      0.0000000e+00      3.7036753e-01
     3.8000000e+02      3.0000000e+02      0.0000000e+00      3.5951054e-01
     3.8000000e+02      3.5000000e+02      0.0000000e+00      3.7298043e-01
     4.0000000e+02      5.0000000e+01      0.0000000e+00      1.1161045e-06
     4.0000000e+02      7.5000000e+01      0.0000000e+00      1.3812664e-02
     4.0000000e+02      1.0000000e+02      0.0000000e+00      1.2988375e-01
     4.0000000e+02      1.5000000e+02      0.0000000e+00      2.5318746e-01
     4.0000000e+02      2.0000000e+02      0.0000000e+00      3.1281408e-01
     4.0000000e+02      2.5000000e+02      0.0000000e+00      3.4757462e-01
     4.0000000e+02      3.0000000e+02      0.0000000e+00      3.6311147e-01
     4.0000000e+02      3.5000000e+02      0.0000000e+00      3.7491486e-01
     4.0500000e+02      4.0000000e+02      0.0000000e+00      3.7998554e-01
     4.1000000e+02      4.0000000e+02      0.0000000e+00      3.8303920e-01
     4.2000000e+02      4.0000000e+02      0.0000000e+00      3.8337297e-01
     4.2500000e+02      3.5000000e+02      0.0000000e+00      3.7534348e-01
     4.3000000e+02      4.0000000e+02      0.0000000e+00      3.8618138e-01
     4.4000000e+02      4.0000000e+02      0.0000000e+00      3.8755253e-01
     4.5000000e+02      2.5000000e+02      0.0000000e+00      3.5379495e-01
     4.5000000e+02      3.0000000e+02      0.0000000e+00      3.7508549e-01
     4.5000000e+02      3.5000000e+02      0.0000000e+00      3.8414261e-01
     4.5500000e+02      4.5000000e+02      0.0000000e+00      3.8880604e-01
     4.6000000e+02      4.0000000e+02      0.0000000e+00      3.9162474e-01
     4.6000000e+02      4.5000000e+02      0.0000000e+00      3.9506934e-01
     4.7000000e+02      4.5000000e+02      0.0000000e+00      3.9442551e-01
     4.8000000e+02      4.0000000e+02      0.0000000e+00      3.9224341e-01
     4.8000000e+02      4.5000000e+02      0.0000000e+00      3.9786986e-01
     5.0000000e+02      1.0000000e+02      0.0000000e+00      9.9975048e-02
     5.0000000e+02      1.5000000e+02      0.0000000e+00      2.2329374e-01
     5.0000000e+02      2.0000000e+02      0.0000000e+00      2.9994793e-01
     5.0000000e+02      2.5000000e+02      0.0000000e+00      3.5049821e-01
     5.0000000e+02      3.0000000e+02      0.0000000e+00      3.7774699e-01
     5.0000000e+02      3.5000000e+02      0.0000000e+00      3.8788194e-01
