#            mprod              mhscp              width               c000
     5.5000000e+01      5.0000000e+01      0.0000000e+00      4.7398922e-06
     5.5000000e+01      5.0000000e+01      1.0000000e-22      4.7398776e-06
     5.5000000e+01      5.0000000e+01      1.0000000e-20      4.7384247e-06
     5.5000000e+01      5.0000000e+01      1.0000000e-19      4.7252374e-06
     5.5000000e+01      5.0000000e+01      5.0000000e-19      4.6670723e-06
     5.5000000e+01      5.0000000e+01      1.0000000e-18      4.5953774e-06
     5.5000000e+01      5.0000000e+01      1.8000000e-18      4.4829620e-06
     5.5000000e+01      5.0000000e+01      3.2000000e-18      4.2928485e-06
     5.5000000e+01      5.0000000e+01      5.6000000e-18      3.9856125e-06
     5.5000000e+01      5.0000000e+01      1.0000000e-17      3.4786403e-06
     5.5000000e+01      5.0000000e+01      1.5000000e-17      2.9808267e-06
     5.5000000e+01      5.0000000e+01      2.2000000e-17      2.4020263e-06
     5.5000000e+01      5.0000000e+01      3.2000000e-17      1.7659695e-06
     5.5000000e+01      5.0000000e+01      4.6000000e-17      1.1503638e-06
     5.5000000e+01      5.0000000e+01      6.8000000e-17      5.9068166e-07
     5.5000000e+01      5.0000000e+01      1.0000000e-16      2.2997426e-07
     5.5000000e+01      5.0000000e+01      1.5000000e-16      6.0076944e-08
     5.5000000e+01      5.0000000e+01      2.2000000e-16      1.5705777e-08
     5.5000000e+01      5.0000000e+01      3.2000000e-16      6.1844430e-09
     5.5000000e+01      5.0000000e+01      4.6000000e-16      2.6237205e-09
     5.5000000e+01      5.0000000e+01      6.8000000e-16      7.2479168e-10
     5.5000000e+01      5.0000000e+01      1.0000000e-15      1.1287050e-10
     5.5000000e+01      5.0000000e+01      1.5000000e-15      6.2863985e-12
     5.5000000e+01      5.0000000e+01      2.2000000e-15      1.1396431e-13
     5.5000000e+01      5.0000000e+01      3.2000000e-15      3.9334383e-16
     5.5000000e+01      5.0000000e+01      5.6000000e-15      5.9624703e-22
     5.5000000e+01      5.0000000e+01      1.0000000e-14      1.7219383e-32
     5.5000000e+01      5.0000000e+01      1.8000000e-14      1.3549588e-51
     5.5000000e+01      5.0000000e+01      3.7000000e-14      5.8613350e-97
     5.5000000e+01      5.0000000e+01      1.0000000e-13      2.2434576e-247
     5.5000000e+01      5.0000000e+01      1.0000000e-12      0.0000000e+00
     5.5000000e+01      5.0000000e+01      1.0000000e+06      0.0000000e+00
     6.0000000e+01      5.0000000e+01      0.0000000e+00      1.5665415e-06
     6.0000000e+01      5.0000000e+01      1.0000000e-22      1.5665366e-06
     6.0000000e+01      5.0000000e+01      1.0000000e-20      1.5660528e-06
     6.0000000e+01      5.0000000e+01      1.0000000e-19      1.5616617e-06
     6.0000000e+01      5.0000000e+01      5.0000000e-19      1.5422938e-06
     6.0000000e+01      5.0000000e+01      1.0000000e-18      1.5184214e-06
     6.0000000e+01      5.0000000e+01      1.8000000e-18      1.4809918e-06
     6.0000000e+01      5.0000000e+01      3.2000000e-18      1.4176964e-06
     6.0000000e+01      5.0000000e+01      5.6000000e-18      1.3154194e-06
     6.0000000e+01      5.0000000e+01      1.0000000e-17      1.1466901e-06
     6.0000000e+01      5.0000000e+01      1.5000000e-17      9.8106579e-07
     6.0000000e+01      5.0000000e+01      2.2000000e-17      7.8858959e-07
     6.0000000e+01      5.0000000e+01      3.2000000e-17      5.7723837e-07
     6.0000000e+01      5.0000000e+01      4.6000000e-17      3.7295893e-07
     6.0000000e+01      5.0000000e+01      6.8000000e-17      1.8774576e-07
     6.0000000e+01      5.0000000e+01      1.0000000e-16      6.9180458e-08
     6.0000000e+01      5.0000000e+01      1.5000000e-16      1.4537984e-08
     6.0000000e+01      5.0000000e+01      2.2000000e-16      1.6369419e-09
     6.0000000e+01      5.0000000e+01      3.2000000e-16      7.2289428e-11
     6.0000000e+01      5.0000000e+01      4.6000000e-16      9.1650095e-13
     6.0000000e+01      5.0000000e+01      6.8000000e-16      9.5768851e-16
     6.0000000e+01      5.0000000e+01      1.0000000e-15      4.4193374e-20
     6.0000000e+01      5.0000000e+01      1.5000000e-15      7.4227492e-27
     6.0000000e+01      5.0000000e+01      2.2000000e-15      2.4313947e-36
     6.0000000e+01      5.0000000e+01      3.2000000e-15      6.8591566e-50
     6.0000000e+01      5.0000000e+01      5.6000000e-15      2.0761911e-82
     6.0000000e+01      5.0000000e+01      1.0000000e-14      5.0014329e-142
     6.0000000e+01      5.0000000e+01      1.8000000e-14      2.0063952e-250
     6.0000000e+01      5.0000000e+01      3.7000000e-14      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.0000000e-13      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.0000000e-12      0.0000000e+00
     6.0000000e+01      5.0000000e+01      1.0000000e+06      0.0000000e+00
     7.0000000e+01      5.0000000e+01      0.0000000e+00      3.1330830e-06
     7.0000000e+01      5.0000000e+01      1.0000000e-22      3.1330733e-06
     7.0000000e+01      5.0000000e+01      1.0000000e-20      3.1321114e-06
     7.0000000e+01      5.0000000e+01      1.0000000e-19      3.1233810e-06
     7.0000000e+01      5.0000000e+01      5.0000000e-19      3.0848726e-06
     7.0000000e+01      5.0000000e+01      1.0000000e-18      3.0374041e-06
     7.0000000e+01      5.0000000e+01      1.8000000e-18      2.9629690e-06
     7.0000000e+01      5.0000000e+01      3.2000000e-18      2.8370701e-06
     7.0000000e+01      5.0000000e+01      5.6000000e-18      2.6335631e-06
     7.0000000e+01      5.0000000e+01      1.0000000e-17      2.2976233e-06
     7.0000000e+01      5.0000000e+01      1.5000000e-17      1.9675803e-06
     7.0000000e+01      5.0000000e+01      2.2000000e-17      1.5836082e-06
     7.0000000e+01      5.0000000e+01      3.2000000e-17      1.1613300e-06
     7.0000000e+01      5.0000000e+01      4.6000000e-17      7.5229374e-07
     7.0000000e+01      5.0000000e+01      6.8000000e-17      3.8024873e-07
     7.0000000e+01      5.0000000e+01      1.0000000e-16      1.4094873e-07
     7.0000000e+01      5.0000000e+01      1.5000000e-16      2.9896646e-08
     7.0000000e+01      5.0000000e+01      2.2000000e-16      3.4105697e-09
     7.0000000e+01      5.0000000e+01      3.2000000e-16      1.5346661e-10
     7.0000000e+01      5.0000000e+01      4.6000000e-16      1.9977915e-12
     7.0000000e+01      5.0000000e+01      6.8000000e-16      2.1769781e-15
     7.0000000e+01      5.0000000e+01      1.0000000e-15      1.0687095e-19
     7.0000000e+01      5.0000000e+01      1.5000000e-15      1.9813254e-26
     7.0000000e+01      5.0000000e+01      2.2000000e-15      7.4835707e-36
     7.0000000e+01      5.0000000e+01      3.2000000e-15      2.6089971e-49
     7.0000000e+01      5.0000000e+01      5.6000000e-15      1.3612619e-81
     7.0000000e+01      5.0000000e+01      1.0000000e-14      9.8814448e-141
     7.0000000e+01      5.0000000e+01      1.8000000e-14      3.5386160e-248
     7.0000000e+01      5.0000000e+01      3.7000000e-14      0.0000000e+00
     7.0000000e+01      5.0000000e+01      1.0000000e-13      0.0000000e+00
     7.0000000e+01      5.0000000e+01      1.0000000e-12      0.0000000e+00
     7.0000000e+01      5.0000000e+01      1.0000000e+06      0.0000000e+00
     8.0000000e+01      5.0000000e+01      0.0000000e+00      7.8327075e-06
     8.0000000e+01      5.0000000e+01      1.0000000e-22      7.8326832e-06
     8.0000000e+01      5.0000000e+01      1.0000000e-20      7.8302825e-06
     8.0000000e+01      5.0000000e+01      1.0000000e-19      7.8084908e-06
     8.0000000e+01      5.0000000e+01      5.0000000e-19      7.7123702e-06
     8.0000000e+01      5.0000000e+01      1.0000000e-18      7.5938818e-06
     8.0000000e+01      5.0000000e+01      1.8000000e-18      7.4080751e-06
     8.0000000e+01      5.0000000e+01      3.2000000e-18      7.0937860e-06
     8.0000000e+01      5.0000000e+01      5.6000000e-18      6.5857123e-06
     8.0000000e+01      5.0000000e+01      1.0000000e-17      5.7468705e-06
     8.0000000e+01      5.0000000e+01      1.5000000e-17      4.9225643e-06
     8.0000000e+01      5.0000000e+01      2.2000000e-17      3.9632881e-06
     8.0000000e+01      5.0000000e+01      3.2000000e-17      2.9078802e-06
     8.0000000e+01      5.0000000e+01      4.6000000e-17      1.8849801e-06
     8.0000000e+01      5.0000000e+01      6.8000000e-17      9.5379884e-07
     8.0000000e+01      5.0000000e+01      1.0000000e-16      3.5410729e-07
     8.0000000e+01      5.0000000e+01      1.5000000e-16      7.5295579e-08
     8.0000000e+01      5.0000000e+01      2.2000000e-16      8.6195297e-09
     8.0000000e+01      5.0000000e+01      3.2000000e-16      3.8979910e-10
     8.0000000e+01      5.0000000e+01      4.6000000e-16      5.1102391e-12
     8.0000000e+01      5.0000000e+01      6.8000000e-16      5.6313953e-15
     8.0000000e+01      5.0000000e+01      1.0000000e-15      2.8106952e-19
     8.0000000e+01      5.0000000e+01      1.5000000e-15      5.3499656e-26
     8.0000000e+01      5.0000000e+01      2.2000000e-15      2.0979563e-35
     8.0000000e+01      5.0000000e+01      3.2000000e-15      7.7202390e-49
     8.0000000e+01      5.0000000e+01      5.6000000e-15      4.5714534e-81
     8.0000000e+01      5.0000000e+01      1.0000000e-14      4.0792014e-140
     8.0000000e+01      5.0000000e+01      1.8000000e-14      2.0156966e-247
     8.0000000e+01      5.0000000e+01      3.7000000e-14      0.0000000e+00
     8.0000000e+01      5.0000000e+01      1.0000000e-13      0.0000000e+00
     8.0000000e+01      5.0000000e+01      1.0000000e-12      0.0000000e+00
     8.0000000e+01      5.0000000e+01      1.0000000e+06      0.0000000e+00
     8.0000000e+01      7.5000000e+01      0.0000000e+00      2.8543563e-02
     8.0000000e+01      7.5000000e+01      1.0000000e-22      2.8543461e-02
     8.0000000e+01      7.5000000e+01      1.0000000e-20      2.8533379e-02
     8.0000000e+01      7.5000000e+01      1.0000000e-19      2.8441889e-02
     8.0000000e+01      7.5000000e+01      5.0000000e-19      2.8038830e-02
     8.0000000e+01      7.5000000e+01      1.0000000e-18      2.7543090e-02
     8.0000000e+01      7.5000000e+01      1.8000000e-18      2.6768213e-02
     8.0000000e+01      7.5000000e+01      3.2000000e-18      2.5464676e-02
     8.0000000e+01      7.5000000e+01      5.6000000e-18      2.3377196e-02
     8.0000000e+01      7.5000000e+01      1.0000000e-17      1.9988093e-02
     8.0000000e+01      7.5000000e+01      1.5000000e-17      1.6734539e-02
     8.0000000e+01      7.5000000e+01      2.2000000e-17      1.3057856e-02
     8.0000000e+01      7.5000000e+01      3.2000000e-17      9.1745685e-03
     8.0000000e+01      7.5000000e+01      4.6000000e-17      5.6152832e-03
     8.0000000e+01      7.5000000e+01      6.8000000e-17      2.6177358e-03
     8.0000000e+01      7.5000000e+01      1.0000000e-16      8.7978569e-04
     8.0000000e+01      7.5000000e+01      1.5000000e-16      1.6843451e-04
     8.0000000e+01      7.5000000e+01      2.2000000e-16      1.8639137e-05
     8.0000000e+01      7.5000000e+01      3.2000000e-16      1.0300954e-06
     8.0000000e+01      7.5000000e+01      4.6000000e-16      2.9821581e-08
     8.0000000e+01      7.5000000e+01      6.8000000e-16      5.3455081e-10
     8.0000000e+01      7.5000000e+01      1.0000000e-15      2.8111596e-11
     8.0000000e+01      7.5000000e+01      1.5000000e-15      6.7823862e-13
     8.0000000e+01      7.5000000e+01      2.2000000e-15      4.5375673e-15
     8.0000000e+01      7.5000000e+01      3.2000000e-15      4.2631818e-18
     8.0000000e+01      7.5000000e+01      5.6000000e-15      2.9181131e-25
     8.0000000e+01      7.5000000e+01      1.0000000e-14      2.4018271e-38
     8.0000000e+01      7.5000000e+01      1.8000000e-14      3.9646917e-62
     8.0000000e+01      7.5000000e+01      3.7000000e-14      1.3045371e-118
     8.0000000e+01      7.5000000e+01      1.0000000e-13      6.7692293e-306
     8.0000000e+01      7.5000000e+01      1.0000000e-12      0.0000000e+00
     8.0000000e+01      7.5000000e+01      1.0000000e+06      0.0000000e+00
     8.5000000e+01      7.5000000e+01      0.0000000e+00      2.8815327e-02
     8.5000000e+01      7.5000000e+01      1.0000000e-22      2.8815225e-02
     8.5000000e+01      7.5000000e+01      1.0000000e-20      2.8805062e-02
     8.5000000e+01      7.5000000e+01      1.0000000e-19      2.8712836e-02
     8.5000000e+01      7.5000000e+01      5.0000000e-19      2.8306544e-02
     8.5000000e+01      7.5000000e+01      1.0000000e-18      2.7806839e-02
     8.5000000e+01      7.5000000e+01      1.8000000e-18      2.7025788e-02
     8.5000000e+01      7.5000000e+01      3.2000000e-18      2.5711921e-02
     8.5000000e+01      7.5000000e+01      5.6000000e-18      2.3608008e-02
     8.5000000e+01      7.5000000e+01      1.0000000e-17      2.0192320e-02
     8.5000000e+01      7.5000000e+01      1.5000000e-17      1.6913016e-02
     8.5000000e+01      7.5000000e+01      2.2000000e-17      1.3206349e-02
     8.5000000e+01      7.5000000e+01      3.2000000e-17      9.2892752e-03
     8.5000000e+01      7.5000000e+01      4.6000000e-17      5.6953333e-03
     8.5000000e+01      7.5000000e+01      6.8000000e-17      2.6629997e-03
     8.5000000e+01      7.5000000e+01      1.0000000e-16      8.9928513e-04
     8.5000000e+01      7.5000000e+01      1.5000000e-16      1.7358568e-04
     8.5000000e+01      7.5000000e+01      2.2000000e-16      1.9442752e-05
     8.5000000e+01      7.5000000e+01      3.2000000e-16      1.0915837e-06
     8.5000000e+01      7.5000000e+01      4.6000000e-16      3.2033265e-08
     8.5000000e+01      7.5000000e+01      6.8000000e-16      5.9452532e-10
     8.5000000e+01      7.5000000e+01      1.0000000e-15      4.1731725e-11
     8.5000000e+01      7.5000000e+01      1.5000000e-15      1.4947193e-12
     8.5000000e+01      7.5000000e+01      2.2000000e-15      1.5006672e-14
     8.5000000e+01      7.5000000e+01      3.2000000e-15      2.1724087e-17
     8.5000000e+01      7.5000000e+01      5.6000000e-15      3.4757886e-24
     8.5000000e+01      7.5000000e+01      1.0000000e-14      1.2772873e-36
     8.5000000e+01      7.5000000e+01      1.8000000e-14      3.5572325e-59
     8.5000000e+01      7.5000000e+01      3.7000000e-14      1.2582443e-112
     8.5000000e+01      7.5000000e+01      1.0000000e-13      9.8354818e-290
     8.5000000e+01      7.5000000e+01      1.0000000e-12      0.0000000e+00
     8.5000000e+01      7.5000000e+01      1.0000000e+06      0.0000000e+00
     9.0000000e+01      7.5000000e+01      0.0000000e+00      2.8642883e-02
     9.0000000e+01      7.5000000e+01      1.0000000e-22      2.8642781e-02
     9.0000000e+01      7.5000000e+01      1.0000000e-20      2.8632681e-02
     9.0000000e+01      7.5000000e+01      1.0000000e-19      2.8541028e-02
     9.0000000e+01      7.5000000e+01      5.0000000e-19      2.8137246e-02
     9.0000000e+01      7.5000000e+01      1.0000000e-18      2.7640608e-02
     9.0000000e+01      7.5000000e+01      1.8000000e-18      2.6864310e-02
     9.0000000e+01      7.5000000e+01      3.2000000e-18      2.5558323e-02
     9.0000000e+01      7.5000000e+01      5.6000000e-18      2.3466742e-02
     9.0000000e+01      7.5000000e+01      1.0000000e-17      2.0070390e-02
     9.0000000e+01      7.5000000e+01      1.5000000e-17      1.6808980e-02
     9.0000000e+01      7.5000000e+01      2.2000000e-17      1.3122010e-02
     9.0000000e+01      7.5000000e+01      3.2000000e-17      9.2256509e-03
     9.0000000e+01      7.5000000e+01      4.6000000e-17      5.6515434e-03
     9.0000000e+01      7.5000000e+01      6.8000000e-17      2.6381851e-03
     9.0000000e+01      7.5000000e+01      1.0000000e-16      8.8841118e-04
     9.0000000e+01      7.5000000e+01      1.5000000e-16      1.7067106e-04
     9.0000000e+01      7.5000000e+01      2.2000000e-16      1.8999675e-05
     9.0000000e+01      7.5000000e+01      3.2000000e-16      1.0636545e-06
