#            mhscp              width               c300
     4.5000000e+01      0.0000000e+00      0.0000000e+00
     5.0000000e+01      0.0000000e+00      0.0000000e+00
     5.5000000e+01      0.0000000e+00      0.0000000e+00
     6.0000000e+01      0.0000000e+00      0.0000000e+00
     6.5000000e+01      0.0000000e+00      0.0000000e+00
     7.5000000e+01      0.0000000e+00      0.0000000e+00
     8.0000000e+01      0.0000000e+00      0.0000000e+00
     1.0000000e+02      0.0000000e+00      0.0000000e+00
     1.2500000e+02      0.0000000e+00      0.0000000e+00
     1.5000000e+02      0.0000000e+00      0.0000000e+00
     1.7500000e+02      0.0000000e+00      0.0000000e+00
     2.0000000e+02      0.0000000e+00      0.0000000e+00
     2.2500000e+02      0.0000000e+00      0.0000000e+00
     2.5000000e+02      0.0000000e+00      0.0000000e+00
     2.7500000e+02      0.0000000e+00      0.0000000e+00
     3.0000000e+02      0.0000000e+00      0.0000000e+00
     3.2500000e+02      0.0000000e+00      0.0000000e+00
     3.5000000e+02      0.0000000e+00      0.0000000e+00
     3.7500000e+02      0.0000000e+00      0.0000000e+00
     4.0000000e+02      0.0000000e+00      0.0000000e+00
     4.2500000e+02      0.0000000e+00      0.0000000e+00
     4.5000000e+02      0.0000000e+00      0.0000000e+00
     4.7500000e+02      0.0000000e+00      0.0000000e+00
     5.0000000e+02      0.0000000e+00      0.0000000e+00
     5.5000000e+02      0.0000000e+00      6.3760585e-01
     6.0000000e+02      0.0000000e+00      6.5521134e-01
     6.5000000e+02      0.0000000e+00      6.6518723e-01
     7.0000000e+02      0.0000000e+00      6.7220214e-01
     7.5000000e+02      0.0000000e+00      6.7374089e-01
     8.0000000e+02      0.0000000e+00      6.7051298e-01
     8.5000000e+02      0.0000000e+00      6.5897791e-01
     9.0000000e+02      0.0000000e+00      6.4752041e-01
     9.5000000e+02      0.0000000e+00      6.2810978e-01
     1.0000000e+03      0.0000000e+00      6.0539597e-01
     1.1000000e+03      0.0000000e+00      5.5702552e-01
     1.2000000e+03      0.0000000e+00      5.0879520e-01
     1.3000000e+03      0.0000000e+00      4.3291577e-01
     1.4000000e+03      0.0000000e+00      3.0580753e-01
     1.5000000e+03      0.0000000e+00      2.3524800e-01
     1.6000000e+03      0.0000000e+00      2.1213405e-01
     1.7000000e+03      0.0000000e+00      1.9163658e-01
     1.8000000e+03      0.0000000e+00      1.3809858e-01
     1.9000000e+03      0.0000000e+00      7.5643417e-02
     2.0000000e+03      0.0000000e+00      3.5692052e-02
     2.1000000e+03      0.0000000e+00      1.8371084e-02
     2.2000000e+03      0.0000000e+00      1.2917906e-02
     2.3000000e+03      0.0000000e+00      1.1698436e-02
     2.4000000e+03      0.0000000e+00      1.0913413e-02
     2.5000000e+03      0.0000000e+00      9.8105288e-03
     2.6000000e+03      0.0000000e+00      8.5245787e-03
     2.8000000e+03      0.0000000e+00      5.0445467e-03
     3.0000000e+03      0.0000000e+00      1.5079089e-03
     3.5000000e+03      0.0000000e+00      0.0000000e+00
