#            mhscp              width               c000
     4.5000000e+01      0.0000000e+00      1.2828787e-08
     5.0000000e+01      0.0000000e+00      8.8590105e-07
     5.5000000e+01      0.0000000e+00      1.2442197e-04
     6.0000000e+01      0.0000000e+00      4.1536393e-04
     6.5000000e+01      0.0000000e+00      1.0236343e-03
     7.5000000e+01      0.0000000e+00      1.3291895e-02
     8.0000000e+01      0.0000000e+00      3.6253107e-02
     1.0000000e+02      0.0000000e+00      1.0165011e-01
     1.2500000e+02      0.0000000e+00      1.4407229e-01
     1.5000000e+02      0.0000000e+00      1.6805763e-01
     1.7500000e+02      0.0000000e+00      1.8431505e-01
     2.0000000e+02      0.0000000e+00      2.1027239e-01
     2.2500000e+02      0.0000000e+00      2.3138935e-01
     2.5000000e+02      0.0000000e+00      2.5112736e-01
     2.7500000e+02      0.0000000e+00      2.6999469e-01
     3.0000000e+02      0.0000000e+00      2.9075009e-01
     3.2500000e+02      0.0000000e+00      3.0970709e-01
     3.5000000e+02      0.0000000e+00      3.2384562e-01
     3.7500000e+02      0.0000000e+00      3.4071462e-01
     4.0000000e+02      0.0000000e+00      3.5563343e-01
     4.2500000e+02      0.0000000e+00      3.7175954e-01
     4.5000000e+02      0.0000000e+00      3.8324406e-01
     4.7500000e+02      0.0000000e+00      3.9537213e-01
     5.0000000e+02      0.0000000e+00      4.0440677e-01
     5.5000000e+02      0.0000000e+00      4.1872542e-01
     6.0000000e+02      0.0000000e+00      4.3161631e-01
     6.5000000e+02      0.0000000e+00      4.3651212e-01
     7.0000000e+02      0.0000000e+00      4.3859334e-01
     7.5000000e+02      0.0000000e+00      4.3638845e-01
     8.0000000e+02      0.0000000e+00      4.2952929e-01
     8.5000000e+02      0.0000000e+00      4.1680761e-01
     9.0000000e+02      0.0000000e+00      4.0208803e-01
     9.5000000e+02      0.0000000e+00      3.8174788e-01
     1.0000000e+03      0.0000000e+00      3.6060882e-01
     1.1000000e+03      0.0000000e+00      3.1837288e-01
     1.2000000e+03      0.0000000e+00      2.8012615e-01
     1.3000000e+03      0.0000000e+00      2.2914594e-01
     1.4000000e+03      0.0000000e+00      1.5051443e-01
     1.5000000e+03      0.0000000e+00      1.1089710e-01
     1.6000000e+03      0.0000000e+00      9.9322087e-02
     1.7000000e+03      0.0000000e+00      8.9251767e-02
     1.8000000e+03      0.0000000e+00      6.5222756e-02
     1.9000000e+03      0.0000000e+00      3.6501951e-02
     2.0000000e+03      0.0000000e+00      1.7401973e-02
     2.1000000e+03      0.0000000e+00      8.8676177e-03
     2.2000000e+03      0.0000000e+00      5.9053082e-03
     2.3000000e+03      0.0000000e+00      5.1767457e-03
     2.4000000e+03      0.0000000e+00      4.6910581e-03
     2.5000000e+03      0.0000000e+00      4.2378898e-03
     2.6000000e+03      0.0000000e+00      3.6959879e-03
     2.8000000e+03      0.0000000e+00      2.3285452e-03
     3.0000000e+03      0.0000000e+00      7.1999979e-04
     3.5000000e+03      0.0000000e+00      0.0000000e+00
